run_stage;symbol;asset_class;commission_rule;swap_mode;day_key;broker_day_start;side;signal_time;entry_time;exit_time;entry;entry_breakout_level;entry_channel_opposite;n20_entry;initial_stop;exit_channel_level;exit;initial_risk_price;risk_money_1lot_usd;gross_r;commission_usd_1lot;commission_r;net_r;net_r_commission_x1_5;exit_reason;trade_id;mfe_r;mae_r;mfe_time;mae_time;time_to_mfe_minutes;time_to_mae_minutes;max_retracement_from_mfe_r;reached_0_5r;first_touch_0_5r_time;time_to_0_5r_minutes;mae_before_0_5r;reached_1r;first_touch_1r_time;time_to_1r_minutes;mae_before_1r;reached_2r;first_touch_2r_time;time_to_2r_minutes;mae_before_2r;reached_3r;first_touch_3r_time;time_to_3r_minutes;mae_before_3r;reached_5r;first_touch_5r_time;time_to_5r_minutes;mae_before_5r;min_r_after_first_1r_before_exit;max_r_after_first_1r_before_exit;min_r_after_first_2r_before_exit;max_r_after_first_2r_before_exit;min_r_after_first_3r_before_exit;max_r_after_first_3r_before_exit;path_ambiguous;path_ambiguity_reason
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250617;2025.06.17 00:00;LONG;2025.05.21 09:00;2025.05.21 09:00;2025.06.17 20:45;1.34440;1.34440;1.31399;0.01036;1.32367;1.34562;1.34560;0.02073;2072.50000000;0.05790109;10.00000000;0.00482509;0.05307600;0.05066345;DONCHIAN_EXIT;GBPUSD_20250521_LONG;0.90904704;0.26586248;2025.06.13 03:05:41;2025.05.21 12:25:38;32765.256667;205.205583;0.85838359;1;2025.05.26 03:21:40;6861.230850;0.26586248;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250624;2025.06.24 00:00;SHORT;2025.06.19 05:33;2025.06.19 05:33;2025.06.24 07:47;1.33907;1.33908;1.36324;0.00900;1.35707;1.36324;1.35708;0.01800;1800.20000000;-1.00044440;10.00000000;0.00555494;-1.00599933;-1.00877680;STOP;GBPUSD_20250619_SHORT;0.11054327;1.00044440;2025.06.23 12:32:38;2025.06.24 07:47:30;6179.232817;7334.083333;1.11098767;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250711;2025.07.11 00:00;LONG;2025.06.24 17:23;2025.06.24 17:23;2025.07.11 14:00;1.36324;1.36324;1.33704;0.00931;1.34462;1.35255;1.35255;0.01862;1862.20000000;-0.57405220;10.00000000;0.00536999;-0.57942219;-0.58210719;DONCHIAN_EXIT;GBPUSD_20250624_LONG;0.83986682;0.57405220;2025.07.01 13:14:13;2025.07.08 17:24:15;9830.309067;20160.345917;1.41391902;1;2025.06.26 10:09:19;2445.425717;0.22339169;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250723;2025.07.23 00:00;SHORT;2025.07.16 16:47;2025.07.16 16:47;2025.07.23 17:54;1.33704;1.33704;1.37888;0.00951;1.35605;1.36198;1.35611;0.01901;1901.00000000;-1.00315623;10.00000000;0.00526039;-1.00841662;-1.01104682;STOP;GBPUSD_20250716_SHORT;0.02630195;1.00315623;2025.07.16 16:49:42;2025.07.23 17:54:38;2.078800;10147.022483;1.02945818;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250811;2025.08.11 00:00;SHORT;2025.07.28 20:42;2025.07.28 20:42;2025.08.11 05:20;1.33648;1.33650;1.37888;0.00888;1.35424;1.34588;1.34589;0.01776;1775.90000000;-0.52987218;10.00000000;0.00563095;-0.53550313;-0.53831860;DONCHIAN_EXIT;GBPUSD_20250728_SHORT;1.26921561;0.53043527;2025.08.01 15:30:16;2025.08.08 20:59:15;5447.854050;15856.849150;1.79965088;1;2025.07.30 16:57:40;2655.266117;0.12050228;1;2025.07.31 17:00:30;4098.091433;0.12050228;0;;;;0;;;;0;;;;-0.53043527;1.26921561;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250821;2025.08.21 00:00;LONG;2025.08.14 04:00;2025.08.14 04:00;2025.08.21 18:11;1.35889;1.35889;1.31388;0.00891;1.34107;1.33458;1.34106;0.01782;1782.30000000;-1.00039275;10.00000000;0.00561073;-1.00600348;-1.00880884;STOP;GBPUSD_20250814_LONG;0.03422544;1.00039275;2025.08.14 13:27:34;2025.08.21 18:11:41;566.920667;10931.035083;1.03461819;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250922;2025.09.22 00:00;LONG;2025.09.15 10:37;2025.09.15 10:37;2025.09.22 00:16;1.35908;1.35908;1.33332;0.00834;1.34240;1.34630;1.34629;0.01668;1667.60000000;-0.76697050;10.00000000;0.00599664;-0.77296714;-0.77596546;DONCHIAN_EXIT;GBPUSD_20250915_LONG;0.81374430;0.76697050;2025.09.17 21:09:16;2025.09.22 00:16:59;3512.175300;9459.887050;1.58071480;1;2025.09.17 21:00:16;3503.177783;0.07915567;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20251001;2025.10.01 00:00;SHORT;2025.09.25 20:22;2025.09.25 20:22;2025.10.01 15:17;1.33324;1.33332;1.37265;0.00869;1.35062;1.37265;1.35063;0.01738;1738.30000000;-1.00040269;10.00000000;0.00575275;-1.00615544;-1.00903181;STOP;GBPUSD_20250925_SHORT;0.04774780;1.00040269;2025.09.25 21:11:41;2025.10.01 15:17:38;49.191300;8335.137767;1.04815049;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20251126;2025.11.26 00:00;SHORT;2025.10.09 18:03;2025.10.09 18:03;2025.11.26 15:22;1.33235;1.33236;1.37265;0.00850;1.34934;1.32160;1.32160;0.01699;1699.10000000;0.63268789;10.00000000;0.00588547;0.62680242;0.62385969;DONCHIAN_EXIT;GBPUSD_20251009_SHORT;1.84215173;0.87281502;2025.11.05 03:26:05;2025.10.17 09:17:40;38002.404350;10993.994333;1.31128244;1;2025.10.29 08:17:39;28213.964683;0.87281502;1;2025.10.29 21:39:32;29015.855783;0.87281502;0;;;;0;;;;0;;;;0.61444294;1.84215173;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20251230;2025.12.30 00:00;LONG;2025.11.27 00:27;2025.11.27 00:27;2025.12.30 23:59;1.32439;1.32438;1.30100;0.00814;1.30810;1.33117;1.34663;0.01629;1628.50000000;1.36567393;10.00000000;0.00614062;1.35953331;1.35646300;TEST_END;GBPUSD_20251127_LONG;1.78385017;0.39484188;2025.12.24 04:23:34;2025.12.02 19:11:15;39116.566667;8324.260867;0.88670556;1;2025.12.03 17:27:05;9660.087300;0.39484188;1;2025.12.11 15:49:31;21082.527017;0.39484188;0;;;;0;;;;0;;;;0.41633405;1.78385017;;;;;0;

