dataset,feature,operator,quantile,cutpoint,horizon_bars,direction,hour_start,hour_width,confirmation_bh_q,neighbor_stress,y2024.n,y2024.mean_atr,y2024.sd_atr,y2024.p,y2025.n,y2025.mean_atr,y2025.sd_atr,y2025.p,y2025_h1.n,y2025_h1.mean_atr,y2025_h1.sd_atr,y2025_h1.p,y2025_h2.n,y2025_h2.mean_atr,y2025_h2.sd_atr,y2025_h2.p
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma100,gt,0.3,-1.3419769741058185,48,1,,,4.577027470050455e-124,"[{'quantile': 0.2, 'cutpoint': -2.5201322530017856, 'y2025': {'n': 58103, 'mean_atr': 0.5329607990067692, 'sd_atr': 5.264907136063165, 'p': 1.6776113531066446e-131}}, {'quantile': 0.7, 'cutpoint': 2.2248474678311148, 'y2025': {'n': 22295, 'mean_atr': 0.5890881011663639, 'sd_atr': 5.107794802055278, 'p': 1.8576053170632358e-66}}]",49912,0.2877935666318612,5.703934803236203,1.799974254084634e-29,50591,0.5611543728399673,5.286120504297481,5.295497698307281e-126,25081,0.518648229877256,5.222728761688782,9.8670749230955e-56,25510,0.6029456927791189,5.347486623191202,1.6632386425551558e-72
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,volz,gt,0.1,-1.3873961255073082,48,1,,,4.605926792492683e-124,"[{'quantile': 0.05, 'cutpoint': -1.6182147545632202, 'y2025': {'n': 67780, 'mean_atr': 0.5019864017289557, 'sd_atr': 5.266934638955137, 'p': 6.439547057296857e-136}}, {'quantile': 0.2, 'cutpoint': -1.0667349097871364, 'y2025': {'n': 58760, 'mean_atr': 0.47040843865489995, 'sd_atr': 5.169897490461289, 'p': 8.29782126230511e-108}}]",63358,0.3305394249175786,5.742705660962044,1.443529426920075e-47,65067,0.4907300304903052,5.242620897177908,5.346936590722041e-126,32115,0.4581200475542359,5.094805798363357,2.031516256294972e-58,32952,0.5225117008590799,5.382664324490424,1.6887248193417946e-69
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret6,lt,0.9,1.8830884626607403,48,1,,,4.909963416086228e-124,"[{'quantile': 0.8, 'cutpoint': 1.2021089335381223, 'y2025': {'n': 56411, 'mean_atr': 0.4967121791084894, 'sd_atr': 5.225200007041885, 'p': 7.144402015444454e-113}}, {'quantile': 0.95, 'cutpoint': 2.506922635366373, 'y2025': {'n': 67570, 'mean_atr': 0.5029020943662205, 'sd_atr': 5.224457252976444, 'p': 3.537430398769014e-138}}]",64250,0.3718951479468392,5.6138830104266475,2.8086142381801255e-63,63803,0.4932643163373855,5.218874440218732,5.719078713233645e-126,31451,0.4710811451956719,5.129979386053488,1.2539158585958233e-59,32352,0.5148296883569834,5.303856062485922,2.9340784353211868e-68
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,rsi14,gt,0.1,36.675028142488856,48,1,,,5.308786143181621e-124,"[{'quantile': 0.05, 'cutpoint': 32.219176015488394, 'y2025': {'n': 67698, 'mean_atr': 0.4891622252655502, 'sd_atr': 5.237175521122269, 'p': 1.8628882388355824e-130}}, {'quantile': 0.2, 'cutpoint': 41.91406343724074, 'y2025': {'n': 56976, 'mean_atr': 0.48388326926410996, 'sd_atr': 5.238554261745745, 'p': 9.917675754559796e-108}}]",64249,0.33660577981206585,5.613447403701029,3.5713163247148206e-52,64187,0.4941790903996546,5.245011741805112,6.204374049450065e-126,31475,0.4684667622359669,5.13253537585815,5.64235784721699e-59,32712,0.5189191102380034,5.350965313050501,7.135770985443401e-69
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma100,lt,0.7,2.2083619748140135,48,1,,,5.345571525940685e-124,"[{'quantile': 0.3, 'cutpoint': -1.691388280217382, 'y2025': {'n': 102541, 'mean_atr': 0.35312392602682546, 'sd_atr': 5.526305183486845, 'p': 4.7291547895107345e-93}}, {'quantile': 0.8, 'cutpoint': 3.3859101182632028, 'y2025': {'n': 279457, 'mean_atr': 0.2583098080308728, 'sd_atr': 5.564054211658415, 'p': 5.286462440927775e-133}}]",249050,0.23626367763808737,6.0255043638489445,2.897349501522805e-85,243961,0.2695520978408038,5.577624501279116,6.268259294020504e-126,119471,0.23428633076970082,5.627744559595222,6.028403240101091e-47,124490,0.30339607292114557,5.528909000682734,1.6324450042438777e-83
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret1,lt,0.8,0.5505082182163473,48,1,,,6.4651503677915594e-124,"[{'quantile': 0.7, 'cutpoint': 0.33737764717890056, 'y2025': {'n': 249716, 'mean_atr': 0.2523610442595421, 'sd_atr': 5.570700922405447, 'p': 1.8368741173847077e-113}}, {'quantile': 0.9, 'cutpoint': 0.8565080482374499, 'y2025': {'n': 321334, 'mean_atr': 0.24407598121919977, 'sd_atr': 5.573467241579228, 'p': 4.894436380851627e-136}}]",284697,0.2208940996076011,6.001000247894985,6.974720852439592e-86,286107,0.2487708338956511,5.576443780146735,7.606356553725998e-126,140992,0.23785273811389274,5.6523169221933784,3.0722690249897017e-56,145115,0.2593787252953113,5.501722991179046,4.051753228064912e-72
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma10,gt,0.1,-1.2139401588984418,48,1,,,7.5211481424823416e-124,"[{'quantile': 0.05, 'cutpoint': -1.6585987355074088, 'y2025': {'n': 67648, 'mean_atr': 0.4913964586424081, 'sd_atr': 5.2388444055274945, 'p': 1.8719348182531823e-131}}, {'quantile': 0.2, 'cutpoint': -0.748202679488899, 'y2025': {'n': 57046, 'mean_atr': 0.4680266695619475, 'sd_atr': 5.217155784093648, 'p': 7.580593809626821e-102}}]",64250,0.3399573498503975,5.601292660355136,2.091924969542316e-53,64011,0.4934451073653994,5.23332286258352,8.878153295144103e-126,31518,0.46255608000387394,5.11729258822988,5.965223105957944e-58,32493,0.5234072642724429,5.343372917656053,8.974672213706734e-70
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret3,gt,0.1,-1.4901617122787154,48,1,,,8.813734027134874e-124,"[{'quantile': 0.05, 'cutpoint': -1.9514620402302503, 'y2025': {'n': 335134, 'mean_atr': 0.23625292023376981, 'sd_atr': 5.621660407645067, 'p': 9.705652671112197e-131}}, {'quantile': 0.2, 'cutpoint': -0.947618400214667, 'y2025': {'n': 284933, 'mean_atr': 0.237260790113661, 'sd_atr': 5.61549479062217, 'p': 1.2475026011092005e-112}}]",317126,0.21747228178715614,6.079160291688369,2.9521891516743295e-90,318852,0.2374947674636367,5.623197855859568,1.0438404511498854e-125,156642,0.23149163756845315,5.68586506681846,2.0471311929000955e-58,162210,0.24329183467922974,5.562023046970698,1.8221597592769517e-69
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,rsi7,gt,0.1,30.09073145984612,48,1,,,1.9523525235629075e-123,"[{'quantile': 0.05, 'cutpoint': 23.962743659762086, 'y2025': {'n': 66689, 'mean_atr': 0.5050028288703899, 'sd_atr': 5.279324654995221, 'p': 1.0030241518944337e-134}}, {'quantile': 0.2, 'cutpoint': 37.421111734315204, 'y2025': {'n': 56200, 'mean_atr': 0.48916160994457425, 'sd_atr': 5.243119792723277, 'p': 2.1577509201522432e-108}}]",63388,0.3303160493930708,5.676145145753969,1.3193002343601827e-48,63082,0.49958448937979044,5.268730728857567,2.3198685395681825e-125,31021,0.4767133580479947,5.152539849712821,1.0648143084220325e-59,32061,0.521713723185462,5.378751797563273,1.4522477521216176e-67
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma100,gt,0.1,-4.130890977214688,48,1,,,2.1395449688039696e-123,"[{'quantile': 0.05, 'cutpoint': -5.445613030977092, 'y2025': {'n': 68289, 'mean_atr': 0.4828045636404686, 'sd_atr': 5.2544364776149255, 'p': 2.1052896544230415e-127}}, {'quantile': 0.2, 'cutpoint': -2.5201322530017856, 'y2025': {'n': 58103, 'mean_atr': 0.5329607990067692, 'sd_atr': 5.264907136063165, 'p': 1.6776113531066446e-131}}]",64172,0.32309684173781783,5.653440864400798,1.6817641131106546e-47,64974,0.4929891355720197,5.277448310677329,2.5506614113712113e-125,31884,0.43496003928420496,5.1954209286641655,1.5787052185441456e-50,33090,0.5489033001546936,5.354781305217484,1.3426179810497748e-77
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret24,gt,0.05,-5.17023369503914,48,1,,,5.438796141615678e-123,"[{'quantile': 0.1, 'cutpoint': -4.023645800632244, 'y2025': {'n': 320468, 'mean_atr': 0.22431771163280959, 'sd_atr': 5.648497423850218, 'p': 6.314573230967339e-112}}]",334734,0.21675496950493595,6.083825898451336,2.0961117044025127e-94,336564,0.23095356128500458,5.63627785078585,6.505126717223254e-125,165202,0.23076865374984049,5.702008039249114,8.435535260559928e-61,171362,0.23113182189484913,5.572193120651095,4.3922898661389205e-66
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,lwick,lt,0.8,0.37545631511520194,48,1,,,6.159369728054584e-123,"[{'quantile': 0.7, 'cutpoint': 0.28451519617408205, 'y2025': {'n': 240052, 'mean_atr': 0.25590123430506023, 'sd_atr': 5.611439202073522, 'p': 1.3972823526561492e-110}}, {'quantile': 0.9, 'cutpoint': 0.5198920149825145, 'y2025': {'n': 313811, 'mean_atr': 0.2428182525347408, 'sd_atr': 5.602013234029212, 'p': 3.092563618133549e-130}}]",281890,0.21352933365254598,6.044106444746761,1.6945054043969354e-78,276882,0.2531132363039405,5.603947936639866,7.391051072986073e-125,136611,0.2426810707159057,5.663412218868168,1.7012467770846882e-56,140271,0.2632732021781913,5.545423680995023,9.921747552387253e-71
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret3,gt,0.1,-1.295370553556509,48,1,,,6.52357323838244e-123,"[{'quantile': 0.05, 'cutpoint': -1.746275308975572, 'y2025': {'n': 67579, 'mean_atr': 0.49208164164391494, 'sd_atr': 5.229187209389248, 'p': 3.6642385216395104e-132}}, {'quantile': 0.2, 'cutpoint': -0.7939189730428335, 'y2025': {'n': 57298, 'mean_atr': 0.4872321417949097, 'sd_atr': 5.2079091969179885, 'p': 4.448255689623183e-111}}]",64250,0.34879642937504285,5.60133650468307,4.0098556641482545e-56,64218,0.4894424133022841,5.219254266709598,7.853582541517322e-125,31632,0.4576992685316705,5.09316149488367,1.6808711343732975e-57,32586,0.5202562338198086,5.338705333544906,2.874315188284545e-69
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma5,gt,0.1,-0.821460098173806,48,1,,,6.633577791984168e-123,"[{'quantile': 0.05, 'cutpoint': -1.1144146539095026, 'y2025': {'n': 66737, 'mean_atr': 0.5007169171254604, 'sd_atr': 5.2877192890292255, 'p': 3.672542377398085e-132}}, {'quantile': 0.2, 'cutpoint': -0.5022486876022775, 'y2025': {'n': 56508, 'mean_atr': 0.4955734248593726, 'sd_atr': 5.2766771917555335, 'p': 2.086362983250492e-110}}]",63388,0.35021404276918544,5.682037312554878,2.624946552908907e-54,63289,0.49932390636128415,5.286159563670487,8.01194315870508e-125,31136,0.4718910553668984,5.149667964624968,8.290067845602901e-59,32153,0.5258890557582673,5.41500369592376,6.426547792042337e-68
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,range,lt,0.8,1.2178874031583808,48,1,,,7.681325232471958e-123,"[{'quantile': 0.7, 'cutpoint': 1.0633439783906276, 'y2025': {'n': 49177, 'mean_atr': 0.5148088283014217, 'sd_atr': 5.184446406116915, 'p': 1.8375737982999843e-107}}, {'quantile': 0.9, 'cutpoint': 1.471230831271178, 'y2025': {'n': 63298, 'mean_atr': 0.5151802905257632, 'sd_atr': 5.2641876506249154, 'p': 7.3486940972685665e-134}}]",56345,0.3762909566621822,5.546638228544466,2.4087782094696333e-58,56286,0.5241050422745439,5.233924087557966,9.307421912391757e-125,27714,0.49642853202605797,5.13152933186754,2.354679453941739e-58,28572,0.5509504435424472,5.331317956450579,2.5024581257181554e-68
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma10,gt,0.1,-1.4215909901518908,48,1,,,8.965473418865411e-123,"[{'quantile': 0.05, 'cutpoint': -1.8604324023200889, 'y2025': {'n': 338457, 'mean_atr': 0.23471958824195663, 'sd_atr': 5.562883403700415, 'p': 4.638633726028267e-133}}, {'quantile': 0.2, 'cutpoint': -0.9084121332500263, 'y2025': {'n': 289009, 'mean_atr': 0.23045761149251281, 'sd_atr': 5.551947260317327, 'p': 2.6287528600970488e-110}}]",320284,0.2143182369417602,6.001745727873502,8.125150788335048e-91,322275,0.23303119466678038,5.570029698068166,1.0898460886753998e-124,158546,0.22696283359748243,5.648441119546571,1.290057373181902e-57,163729,0.2389074558916881,5.493044732765628,2.522626752181536e-69
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,lwick,lt,0.8,0.3823094472185731,48,1,,,9.739354701414585e-123,"[{'quantile': 0.7, 'cutpoint': 0.2930612003329447, 'y2025': {'n': 47777, 'mean_atr': 0.5165986693951543, 'sd_atr': 5.182859362351231, 'p': 3.0959047871549173e-105}}, {'quantile': 0.9, 'cutpoint': 0.526720961575927, 'y2025': {'n': 62654, 'mean_atr': 0.5303336503812631, 'sd_atr': 5.245290057333023, 'p': 2.622521947311391e-141}}]",56345,0.3662359426923082,5.586523002277839,1.3327363905205653e-54,55238,0.5262362529372486,5.208299938274511,1.1877261830993397e-124,27231,0.5186591302905033,5.109582210998009,5.612846494010653e-63,28007,0.5336034335275841,5.302601442454679,1.2255153660352485e-63
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,body,lt,0.8,0.5465878894885537,48,1,,,1.1304448547368294e-122,"[{'quantile': 0.7, 'cutpoint': 0.3347060241063292, 'y2025': {'n': 249512, 'mean_atr': 0.25543332058023405, 'sd_atr': 5.579723906643634, 'p': 9.884706110367137e-116}}, {'quantile': 0.9, 'cutpoint': 0.8497742028837347, 'y2025': {'n': 321184, 'mean_atr': 0.24270907045062912, 'sd_atr': 5.57452364879248, 'p': 1.9899949459367055e-134}}]",284697,0.22413572008424942,6.0004700592383955,2.215320320395317e-88,286000,0.24796553203121574,5.585852469724765,1.3862848594494e-124,140968,0.23829122388072543,5.658229746372072,2.570325583533134e-56,145032,0.2573687525022726,5.514596262230412,1.1330293408654721e-70
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret48,gt,0.05,-7.153980061353888,48,1,,,1.1304448547368294e-122,"[{'quantile': 0.1, 'cutpoint': -5.5978375219786, 'y2025': {'n': 320748, 'mean_atr': 0.21834817758616668, 'sd_atr': 5.640291900220096, 'p': 1.5164963278953107e-106}}]",334711,0.2165530585866059,6.072831796446433,1.4637434175685014e-94,337453,0.2296735439943849,5.619962021461491,1.3874284098943262e-124,165630,0.23439180650080663,5.700767756970647,7.511367088513947e-63,171823,0.2251253413734399,5.540966198672923,1.2122500241674534e-63
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma50,gt,0.05,-4.152851680367627,48,1,,,1.3141631120669797e-122,"[{'quantile': 0.1, 'cutpoint': -3.2130407116652764, 'y2025': {'n': 323116, 'mean_atr': 0.2239211496605369, 'sd_atr': 5.587279873742565, 'p': 7.066096230093446e-115}}]",338044,0.21108161029624425,6.021061349368808,2.376362344487146e-92,339872,0.2270001913230653,5.575938722300475,1.6180479217522618e-124,166767,0.22644797110389608,5.670848990866373,8.793800410023576e-60,173105,0.22753219276317502,5.482966252814991,8.538733069623404e-67
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma5,gt,0.1,-0.8205174914282203,48,1,,,1.4109384522311845e-122,"[{'quantile': 0.05, 'cutpoint': -1.110986329660646, 'y2025': {'n': 67623, 'mean_atr': 0.4902748275629112, 'sd_atr': 5.2309287391783394, 'p': 3.3117651616869495e-131}}, {'quantile': 0.2, 'cutpoint': -0.5027854168063667, 'y2025': {'n': 57301, 'mean_atr': 0.48433223559137223, 'sd_atr': 5.222421916292092, 'p': 3.4362774369887123e-109}}]",64250,0.34634581818556875,5.599021845253529,2.0863779778747026e-55,64137,0.4900644576307416,5.2299644395722105,1.7427163496914256e-124,31582,0.4596128184175081,5.105527628246733,1.31507841438142e-57,32555,0.5196059618430695,5.34782863779489,8.316578684639067e-69
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,range,lt,0.8,1.2196506907108242,48,1,,,1.562822297453863e-122,"[{'quantile': 0.7, 'cutpoint': 1.0651188207096218, 'y2025': {'n': 49795, 'mean_atr': 0.5006706315508026, 'sd_atr': 5.130054212452849, 'p': 3.730307793100998e-105}}, {'quantile': 0.9, 'cutpoint': 1.4762056778934152, 'y2025': {'n': 64176, 'mean_atr': 0.5045727861090551, 'sd_atr': 5.20707960150128, 'p': 4.544188817033717e-133}}]",57111,0.37295729388923243,5.465337725912677,8.651337475258783e-60,56967,0.5146763009473537,5.177477363682999,1.936423812902105e-124,28067,0.48471635946866604,5.086544624783976,2.248492310024714e-57,28900,0.5437726911716558,5.2642106458879185,4.957261638423641e-69
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma5,lt,0.8,0.6150618314524346,48,1,,,9.226140265523106e-122,"[{'quantile': 0.7, 'cutpoint': 0.3827332356031569, 'y2025': {'n': 250447, 'mean_atr': 0.25281281984927634, 'sd_atr': 5.570906869482225, 'p': 3.509568773940229e-114}}, {'quantile': 0.9, 'cutpoint': 0.9420338414416336, 'y2025': {'n': 321866, 'mean_atr': 0.23864505341466513, 'sd_atr': 5.569059124901388, 'p': 1.4888769149352308e-130}}]",284697,0.2209073296266807,5.993351241024091,4.15858868069798e-86,286930,0.24599267766167088,5.571301627850925,1.146776346324401e-123,140931,0.2324237506334312,5.662714090932559,1.4360086176892906e-53,145999,0.2590905924077776,5.481604116270481,6.576454759548824e-73
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret24,gt,0.1,-3.5545638689690704,48,1,,,1.0505574950250021e-121,"[{'quantile': 0.05, 'cutpoint': -4.724612959069194, 'y2025': {'n': 67284, 'mean_atr': 0.49556332372548406, 'sd_atr': 5.30140160925051, 'p': 7.051089358365704e-130}}, {'quantile': 0.2, 'cutpoint': -2.1787493808702836, 'y2025': {'n': 56536, 'mean_atr': 0.510032965079045, 'sd_atr': 5.323727326135161, 'p': 7.315191223703038e-115}}]",63378,0.334085041176198,5.713494705988365,4.756726099836303e-49,63674,0.4968519389286959,5.302219126826078,1.3099118234559714e-123,31253,0.48781154246925235,5.15991036140151,1.0530470965143426e-62,32421,0.5055666457713902,5.435940923115414,6.033682865109454e-63
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,lwick,gt,0.05,0.0,48,1,,,1.3195340851291737e-121,"[{'quantile': 0.1, 'cutpoint': 0.0, 'y2025': {'n': 319246, 'mean_atr': 0.2317670856050137, 'sd_atr': 5.540459472869557, 'p': 1.6556067906756754e-123}}]",300966,0.21002588132019864,5.959457017719652,2.7725603735337887e-83,319246,0.2317670856050137,5.540459472869557,1.6556067906756754e-123,157405,0.22535256372702267,5.615577773979892,4.512290077958801e-57,161841,0.2380057878881507,5.466420159362013,1.0864095587577483e-68
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,lwick,gt,0.1,0.0,48,1,,,1.3195340851291737e-121,"[{'quantile': 0.05, 'cutpoint': 0.0, 'y2025': {'n': 319246, 'mean_atr': 0.2317670856050137, 'sd_atr': 5.540459472869557, 'p': 1.6556067906756754e-123}}, {'quantile': 0.2, 'cutpoint': 0.02211281862445064, 'y2025': {'n': 299302, 'mean_atr': 0.23278286518491859, 'sd_atr': 5.562200281693305, 'p': 5.095302299896398e-116}}]",300966,0.21002588132019864,5.959457017719652,2.7725603735337887e-83,319246,0.2317670856050137,5.540459472869557,1.6556067906756754e-123,157405,0.22535256372702267,5.615577773979892,4.512290077958801e-57,161841,0.2380057878881507,5.466420159362013,1.0864095587577483e-68
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,lwick,lt,0.8,0.38336486485606547,48,1,,,1.3901944474956804e-121,"[{'quantile': 0.7, 'cutpoint': 0.29382296613471937, 'y2025': {'n': 48369, 'mean_atr': 0.5066875786759751, 'sd_atr': 5.132962156584125, 'p': 1.6579055933748284e-104}}, {'quantile': 0.9, 'cutpoint': 0.5282455825447391, 'y2025': {'n': 63468, 'mean_atr': 0.5174509556681043, 'sd_atr': 5.19065884224979, 'p': 3.4558581491784e-139}}]",57111,0.35864248361509804,5.491985838168105,6.62407213014104e-55,55951,0.5151095183553692,5.1555819083400936,1.7496975144371837e-123,27590,0.5064695499531937,5.071927714970365,8.718292407186061e-62,28361,0.5235146073231779,5.235755251996798,1.2685641162017986e-63
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,rsi7,gt,0.1,30.105711662751084,48,1,,,1.6721095277614064e-121,"[{'quantile': 0.05, 'cutpoint': 23.979726683384882, 'y2025': {'n': 67596, 'mean_atr': 0.4918469041864564, 'sd_atr': 5.22646881271249, 'p': 3.3119459003345174e-132}}, {'quantile': 0.2, 'cutpoint': 37.41418907626535, 'y2025': {'n': 56987, 'mean_atr': 0.47662895272478534, 'sd_atr': 5.1968158586831175, 'p': 2.94416254796619e-106}}]",64249,0.32646620557613976,5.59372437554313,1.6138863708547688e-49,63937,0.4876655191474479,5.2193706184021496,2.1110513503241648e-123,31460,0.46178998660738807,5.10981703856109,7.958875799698085e-58,32477,0.5127307731336622,5.323302974249723,1.720201011123674e-67
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma100,gt,0.05,-5.78760508911849,48,1,,,1.968948704260577e-121,"[{'quantile': 0.1, 'cutpoint': -4.517006945926665, 'y2025': {'n': 321081, 'mean_atr': 0.21736529729225193, 'sd_atr': 5.639323784476865, 'p': 9.487310005873444e-106}}]",334663,0.20444815698423233,6.107643451277165,1.5290030967353838e-83,337687,0.22871432053047314,5.627297169540848,2.493509147046697e-123,165648,0.22832049635159649,5.703972253797693,1.1344640669361947e-59,172039,0.22909351471076103,5.5524865590417365,1.1771736331154346e-65
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret6,gt,0.1,-2.0873558979275186,48,1,,,2.1635378221135923e-121,"[{'quantile': 0.05, 'cutpoint': -2.7169132034391468, 'y2025': {'n': 335483, 'mean_atr': 0.23625108254570676, 'sd_atr': 5.620940468411432, 'p': 6.636561152513107e-131}}, {'quantile': 0.2, 'cutpoint': -1.342323008989876, 'y2025': {'n': 285782, 'mean_atr': 0.2379979768016318, 'sd_atr': 5.619159720909388, 'p': 1.6638382576836762e-113}}]",317126,0.21739612632144295,6.07051571846898,1.9072121897488057e-90,319566,0.23479906342087914,5.620845085192208,2.7483966236199092e-123,157019,0.2308487497099424,5.679363070543816,2.2927239929051658e-58,162547,0.23861503239340756,5.563747626853707,5.499961724950531e-67
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma100,gt,0.1,-4.178299589555708,48,1,,,2.206902950818085e-121,"[{'quantile': 0.05, 'cutpoint': -5.500414885798657, 'y2025': {'n': 67412, 'mean_atr': 0.4928822715046513, 'sd_atr': 5.310313861602192, 'p': 2.586328851185731e-128}}, {'quantile': 0.2, 'cutpoint': -2.534880023956669, 'y2025': {'n': 57340, 'mean_atr': 0.5429201566214243, 'sd_atr': 5.328596498922263, 'p': 1.801413532587945e-131}}]",63311,0.3277215727283804,5.744294206904408,9.890153119984576e-47,64147,0.4976598209186993,5.337815321689228,2.8121105455233576e-123,31461,0.4385471258257306,5.244339479478614,9.042670853037069e-50,32686,0.5545571011096034,5.425739195980107,3.0724411820868726e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret1,lt,0.8,0.5505906127810603,48,1,,,3.5963618552998256e-121,"[{'quantile': 0.7, 'cutpoint': 0.3372726103435448, 'y2025': {'n': 247353, 'mean_atr': 0.25247503167953056, 'sd_atr': 5.6216000381875055, 'p': 1.6298367205990495e-110}}, {'quantile': 0.9, 'cutpoint': 0.8566260646139736, 'y2025': {'n': 318241, 'mean_atr': 0.24434378245417268, 'sd_atr': 5.625569419395277, 'p': 1.38448941346481e-132}}]",281890,0.2248254099514706,6.067397032118355,3.633976663609524e-86,283399,0.24935884042500697,5.626639709610645,4.5966632531388486e-123,139587,0.23925568799119626,5.685095271432831,1.0452612559448792e-55,143812,0.25916517604914363,5.569316994251684,1.0720020076805774e-69
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,rsi14,lt,0.8,60.06422239959874,48,1,,,3.975364123517811e-121,"[{'quantile': 0.7, 'cutpoint': 56.38214594507686, 'y2025': {'n': 245357, 'mean_atr': 0.2550600243043401, 'sd_atr': 5.54374816295715, 'p': 5.804477060881574e-115}}, {'quantile': 0.9, 'cutpoint': 65.12325745737388, 'y2025': {'n': 317279, 'mean_atr': 0.24650717342267067, 'sd_atr': 5.551660809752723, 'p': 4.666453703547917e-138}}]",284696,0.24051071728895604,5.974104186852764,2.3494826132158988e-102,281583,0.2466578298479975,5.5488595460288215,5.096620671176681e-123,138457,0.2307945520649783,5.630875973853483,1.6137147927892505e-52,143126,0.26200362203113337,5.468324072407754,1.9714442573847655e-73
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret1,lt,0.8,0.48139113073515816,48,1,,,5.412029813733628e-121,"[{'quantile': 0.7, 'cutpoint': 0.29185619304204846, 'y2025': {'n': 49038, 'mean_atr': 0.5121371133087307, 'sd_atr': 5.250625536082925, 'p': 1.819849088824644e-103}}, {'quantile': 0.9, 'cutpoint': 0.7640745414428773, 'y2025': {'n': 63389, 'mean_atr': 0.5260222611303438, 'sd_atr': 5.270248188298777, 'p': 2.3812502650284524e-139}}]",56345,0.37316011963150997,5.64362999465658,1.633575239381979e-55,56184,0.5233833043049496,5.26229910059161,6.967212998811264e-123,27689,0.4898588986210296,5.1376863915663575,1.0962962766673672e-56,28495,0.5559594499088121,5.380513171690458,3.938989439512323e-68
