dataset,feature,operator,quantile,cutpoint,horizon_bars,direction,hour_start,hour_width,confirmation_bh_q,neighbor_stress,y2024.n,y2024.mean_atr,y2024.sd_atr,y2024.p,y2025.n,y2025.mean_atr,y2025.sd_atr,y2025.p,y2025_h1.n,y2025_h1.mean_atr,y2025_h1.sd_atr,y2025_h1.p,y2025_h2.n,y2025_h2.mean_atr,y2025_h2.sd_atr,y2025_h2.p
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret1,lt,0.9,0.8565080482374499,48,1,,,9.938036537119683e-134,"[{'quantile': 0.8, 'cutpoint': 0.5505082182163473, 'y2025': {'n': 286107, 'mean_atr': 0.2487708338956511, 'sd_atr': 5.576443780146735, 'p': 7.606356553725998e-126}}, {'quantile': 0.95, 'cutpoint': 1.126240692404922, 'y2025': {'n': 338324, 'mean_atr': 0.24089876347384007, 'sd_atr': 5.5698359507003685, 'p': 1.1851982387481774e-139}}]",320284,0.21979476671724646,6.005844870334331,2.7301496909768743e-95,321334,0.24407598121919977,5.573467241579228,4.894436380851627e-136,158134,0.23476322912849212,5.646451087240403,2.1024442717242955e-61,163200,0.25309964996375844,5.501827743200705,4.311222897860569e-77
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma100,lt,0.95,6.332472409737261,48,1,,,1.0020436360713006e-133,"[{'quantile': 0.9, 'cutpoint': 5.0262382232893685, 'y2025': {'n': 313479, 'mean_atr': 0.24944700586370616, 'sd_atr': 5.603736666792382, 'p': 4.1644373090111857e-137}}]",334663,0.23724825111967576,6.080128071798348,7.938608891646862e-113,332251,0.2417059547460416,5.6124687946866985,4.9741847162701365e-136,163695,0.2364510299080859,5.650256971817503,2.6440165424276978e-64,168556,0.24680933238521893,5.575537286936205,8.315225396450032e-74
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret12,lt,0.9,2.7205665590023433,48,1,,,1.0938027323361422e-133,"[{'quantile': 0.8, 'cutpoint': 1.7575139818648389, 'y2025': {'n': 55167, 'mean_atr': 0.5228913363558907, 'sd_atr': 5.304281454057843, 'p': 1.3273338184104391e-118}}, {'quantile': 0.95, 'cutpoint': 3.5615045983981637, 'y2025': {'n': 66470, 'mean_atr': 0.5254134101040046, 'sd_atr': 5.301633960193953, 'p': 5.381423290441625e-144}}]",63388,0.3795235628005236,5.7109699178351585,7.739170653081987e-63,62698,0.5244022446029389,5.290442612212263,5.472433932888767e-136,30835,0.4933066960646865,5.17331367693758,6.219103289999602e-63,31863,0.5544945535247922,5.401285546501533,5.230186393966166e-75
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,volz,gt,0.05,-1.6182147545632202,48,1,,,1.277126914061107e-133,"[{'quantile': 0.1, 'cutpoint': -1.3873961255073082, 'y2025': {'n': 65067, 'mean_atr': 0.4907300304903052, 'sd_atr': 5.242620897177908, 'p': 5.346936590722041e-126}}]",66878,0.340618588879092,5.71859180931312,1.5491995913543065e-53,67780,0.5019864017289557,5.266934638955137,6.439547057296857e-136,33436,0.4643510471103398,5.130781836149323,1.6296108152077826e-61,34344,0.5386267382368768,5.396011080140944,2.1163078918032073e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,range,gt,0.05,0.39606510451628185,48,1,,,1.3519072949185396e-133,"[{'quantile': 0.1, 'cutpoint': 0.49391668234438363, 'y2025': {'n': 323514, 'mean_atr': 0.2341598696910297, 'sd_atr': 5.568565898166973, 'p': 2.0144762227692546e-126}}]",338078,0.21009162668442952,6.006771847751969,6.114984679714119e-92,340327,0.2375071666251097,5.584517177065068,6.869447636781197e-136,167118,0.22886231172983462,5.654788232607207,1.7365929131414497e-61,173209,0.2458480199317426,5.515872234504628,8.195279782278066e-77
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,range,lt,0.95,1.760040389910152,48,1,,,1.651656821883178e-133,"[{'quantile': 0.9, 'cutpoint': 1.5148584207567946, 'y2025': {'n': 316811, 'mean_atr': 0.2435220745175315, 'sd_atr': 5.5982707836759396, 'p': 2.1806112921385822e-132}}]",334744,0.21816028197672144,6.057318752081134,1.967121767776382e-96,334034,0.24068297505187222,5.6085154987616805,8.457123345321151e-136,164113,0.2354781141784884,5.667992201356207,1.4626862997589696e-63,169921,0.2457099307107586,5.550478806954033,2.14538773035851e-74
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret1,gt,0.05,-1.0208065108443765,48,1,,,1.6694746264200333e-133,"[{'quantile': 0.1, 'cutpoint': -0.7519558853022433, 'y2025': {'n': 63423, 'mean_atr': 0.5046934782823468, 'sd_atr': 5.282725515237713, 'p': 6.582944080765611e-128}}]",66910,0.35469710351764994,5.680952478621847,1.1291493673404732e-58,66860,0.5066042437336397,5.281680779981719,8.613612050009553e-136,32908,0.4698239929420969,5.147044479225436,1.3839956162365257e-61,33952,0.5422535278125775,5.408816920696513,3.418670983899332e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret48,gt,0.2,-3.0857310508299127,48,1,,,2.7312250931014675e-133,"[{'quantile': 0.1, 'cutpoint': -4.99942373645421, 'y2025': {'n': 64717, 'mean_atr': 0.4993305417557089, 'sd_atr': 5.267099394845547, 'p': 1.652424955436023e-128}}, {'quantile': 0.3, 'cutpoint': -1.7177681358316699, 'y2025': {'n': 50545, 'mean_atr': 0.5642736325211696, 'sd_atr': 5.2585077740727835, 'p': 1.368411743046833e-128}}]",57083,0.31869238076936374,5.6620539177886124,3.1719108203110474e-41,57658,0.5448236322328737,5.2790824554103875,1.4198441892686647e-135,28314,0.4993837912024298,5.22338570590752,3.1323896169226967e-58,29344,0.5886684952009756,5.331994634734236,9.059878875378519e-80
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,rsi7,lt,0.9,72.06625956989893,48,1,,,2.809096848837518e-133,"[{'quantile': 0.8, 'cutpoint': 65.00518883525115, 'y2025': {'n': 283091, 'mean_atr': 0.2448398818414474, 'sd_atr': 5.553564303008257, 'p': 1.120118708439788e-121}}, {'quantile': 0.95, 'cutpoint': 77.5145521981275, 'y2025': {'n': 336004, 'mean_atr': 0.24448338192926863, 'sd_atr': 5.549832184458388, 'p': 7.988217701059141e-144}}]",320284,0.2260216771681807,5.983056134414643,2.0797552438171213e-101,318322,0.24347728953111258,5.54357140287508,1.4713061981872553e-135,156741,0.22535398855700142,5.635558662020709,1.8894102404751192e-56,161581,0.2610577248420907,5.452816877138245,1.5641468077580906e-82
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,volz,gt,0.1,-1.2996623515362944,48,1,,,3.577859259678551e-133,"[{'quantile': 0.05, 'cutpoint': -1.581167816693506, 'y2025': {'n': 342315, 'mean_atr': 0.24133875814660266, 'sd_atr': 5.555691538962852, 'p': 1.6916772927325582e-142}}, {'quantile': 0.2, 'cutpoint': -0.9432234625966708, 'y2025': {'n': 289252, 'mean_atr': 0.23956444775837757, 'sd_atr': 5.501625364967524, 'p': 2.7328712425974505e-121}}]",320254,0.20033538027716744,5.98954472787831,6.670656958317019e-80,326046,0.24001082826749065,5.532791005695464,1.8879416825226878e-135,160359,0.23436391116325264,5.58167755613192,1.925133710787431e-63,165687,0.24547615735135658,5.485072913680894,3.800019868171349e-74
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma20,lt,0.9,1.9247398410451957,48,1,,,3.978225476415309e-133,"[{'quantile': 0.8, 'cutpoint': 1.2471588313747695, 'y2025': {'n': 55200, 'mean_atr': 0.5133336977067098, 'sd_atr': 5.302462382345815, 'p': 1.5971710960620748e-114}}, {'quantile': 0.95, 'cutpoint': 2.5413055779642115, 'y2025': {'n': 66546, 'mean_atr': 0.5268613929637213, 'sd_atr': 5.289487260521969, 'p': 1.3392426150137182e-145}}]",63383,0.3747845326196112,5.712471787053657,2.7460151293265582e-61,62639,0.5235170429242971,5.290630283434465,2.1147540055991324e-135,30828,0.4869857484635685,5.170209580743993,1.956758263078427e-61,31811,0.5589194743359265,5.4046161858795765,5.745189222520834e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,range,lt,0.9,1.5163081196338175,48,1,,,4.50237322896045e-133,"[{'quantile': 0.8, 'cutpoint': 1.2642866322551307, 'y2025': {'n': 284507, 'mean_atr': 0.24186648762111632, 'sd_atr': 5.553066843898868, 'p': 2.1559174512719074e-119}}, {'quantile': 0.95, 'cutpoint': 1.7625632774703484, 'y2025': {'n': 337282, 'mean_atr': 0.24001980282692456, 'sd_atr': 5.557601639735052, 'p': 7.885540535141858e-139}}]",320284,0.2116831975463014,5.96904155580451,1.3474948183494878e-89,319873,0.242843121327246,5.54704227946596,2.4109800358332616e-135,157291,0.23978504450807986,5.6246688854808555,3.967709113915466e-64,162582,0.2458016773848874,5.470909446063606,2.384412752510041e-73
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,atr_regime,lt,0.9,1.1710564711866303,48,1,,,6.504461274382003e-133,"[{'quantile': 0.8, 'cutpoint': 1.0940779117319044, 'y2025': {'n': 284310, 'mean_atr': 0.2500636072056877, 'sd_atr': 5.668715727949385, 'p': 2.467963607159144e-122}}, {'quantile': 0.95, 'cutpoint': 1.25409875843258, 'y2025': {'n': 338682, 'mean_atr': 0.23846682519361362, 'sd_atr': 5.615999959957434, 'p': 8.070744206543222e-135}}]",320252,0.22298384535983,6.058048059681266,2.32078082290685e-96,321189,0.24588861285137706,5.631652192069574,3.5319058309022933e-135,158434,0.24803680850299942,5.712632365718685,6.383562238489015e-67,162755,0.24379744987715735,5.5517042510547245,3.145791630187767e-70
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,rsi7,gt,0.05,23.36544077483301,48,1,,,6.504461274382003e-133,"[{'quantile': 0.1, 'cutpoint': 28.901620482347663, 'y2025': {'n': 320715, 'mean_atr': 0.2298012064008103, 'sd_atr': 5.564324541241389, 'p': 5.6159486478814e-121}}]",338078,0.2130758019179262,6.0005021823241735,1.0407461313567783e-94,337531,0.23718815205786217,5.568872905935413,3.5339279125199284e-135,165887,0.23174536229855405,5.655048018232445,1.5253657829785893e-62,171644,0.24244838873844732,5.484312933356693,6.260997220166413e-75
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,body,gt,0.05,-1.000878384645455,48,1,,,6.682630822243095e-133,"[{'quantile': 0.1, 'cutpoint': -0.7397482173958707, 'y2025': {'n': 63434, 'mean_atr': 0.5058403535241337, 'sd_atr': 5.279758095972138, 'p': 1.2058939039190317e-128}}]",66910,0.3580504092637796,5.677895240119469,8.13381511472912e-60,66851,0.5050654963937584,5.277683597535796,3.6568492617027566e-135,32905,0.4698726874516919,5.142402320484826,1.06230566202815e-61,33946,0.5391790702533795,5.405442906969678,1.9744174231237833e-75
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma10,lt,0.95,1.878081172160369,48,1,,,6.938716298072344e-133,"[{'quantile': 0.9, 'cutpoint': 1.4499965230717708, 'y2025': {'n': 318332, 'mean_atr': 0.2380716729328146, 'sd_atr': 5.608893564557023, 'p': 9.676094067830173e-127}}]",334744,0.21920704059026036,6.053007564927614,1.773451281019152e-97,335139,0.23980094894912715,5.610954576011963,3.824104901611166e-135,164824,0.2322129874096614,5.673086606879206,5.1673741044992585e-62,170315,0.24714427263042885,5.550170254765683,2.0138427635384016e-75
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret1,gt,0.05,-1.018379224965704,48,1,,,1.196881565941495e-132,"[{'quantile': 0.1, 'cutpoint': -0.7510517711604532, 'y2025': {'n': 64265, 'mean_atr': 0.4947870586672987, 'sd_atr': 5.2248357163640975, 'p': 2.3655020129201025e-127}}]",67819,0.34863608542935015,5.597700146831886,3.6696296775959854e-59,67747,0.4962489305680794,5.225279305641488,6.643104376316929e-135,33377,0.4586457023779761,5.102204727809892,1.316991140816505e-60,34370,0.5327657460263592,5.341905903052787,2.499485456214456e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,hour,gt,0.05,2.0,48,1,,,1.2226998672505251e-132,"[{'quantile': 0.1, 'cutpoint': 3.0, 'y2025': {'n': 61555, 'mean_atr': 0.5343457169391538, 'sd_atr': 5.439943221709465, 'p': 3.5386805815546466e-131}}]",64925,0.3647635952074276,5.807317545357638,1.1887963709926412e-57,64651,0.5241872418487015,5.392114254651575,6.834196412477528e-135,31854,0.4814246291262445,5.261635285346146,6.025919875653919e-60,32797,0.5657203169976827,5.515650623188318,5.148062798348072e-77
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma20,gt,0.05,-2.4102501498276556,48,1,,,1.4175422543200186e-132,"[{'quantile': 0.1, 'cutpoint': -1.7736928988371545, 'y2025': {'n': 63450, 'mean_atr': 0.4959515210315421, 'sd_atr': 5.30513196533059, 'p': 1.3079159271857926e-122}}]",66904,0.3397109877382983,5.705371878727617,1.6091411801485802e-53,67039,0.505742821785134,5.298932799967306,7.97866184420273e-135,32919,0.48036824233396813,5.167223112229348,7.856119623941395e-64,34120,0.530224233888092,5.422938491479591,6.524695650162783e-73
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,atr_regime,lt,0.95,1.25409875843258,48,1,,,1.4240132398634608e-132,"[{'quantile': 0.9, 'cutpoint': 1.1710564711866303, 'y2025': {'n': 321189, 'mean_atr': 0.24588861285137706, 'sd_atr': 5.631652192069574, 'p': 3.5319058309022933e-135}}]",338044,0.2172721288896793,6.057004301792192,1.3422399745568074e-96,338682,0.23846682519361362,5.615999959957434,8.070744206543222e-135,166940,0.22998038662577677,5.69814168152581,4.28320464511288e-61,171742,0.2467159783100014,5.5349908507328065,3.457025153468988e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,rsi7,gt,0.05,23.962743659762086,48,1,,,1.757628075484054e-132,"[{'quantile': 0.1, 'cutpoint': 30.09073145984612, 'y2025': {'n': 63082, 'mean_atr': 0.49958448937979044, 'sd_atr': 5.268730728857567, 'p': 2.3198685395681825e-125}}]",66910,0.33583688920243593,5.689340978805874,1.229556527178596e-52,66689,0.5050028288703899,5.279324654995221,1.0030241518944337e-134,32716,0.48385850242290857,5.153601786504578,1.1170733134627624e-64,33973,0.5253648158617006,5.397626217103616,5.734041135653855e-72
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,volz,gt,0.05,-1.6298308096397154,48,1,,,2.0007476941470514e-132,"[{'quantile': 0.1, 'cutpoint': -1.3927944020392684, 'y2025': {'n': 66022, 'mean_atr': 0.4836950610170795, 'sd_atr': 5.187632476325958, 'p': 7.664411547663168e-127}}]",67787,0.3366175228190882,5.640669683494039,1.935847068104161e-54,68749,0.491165474325632,5.214532841935677,1.149585330830271e-134,33949,0.4528718705681532,5.093021943601485,2.4985578571964203e-60,34800,0.5285226454165127,5.330211922943818,2.1701045235534838e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret3,lt,0.9,1.4992621904930128,48,1,,,2.1170468936840543e-132,"[{'quantile': 0.8, 'cutpoint': 0.9774291147574004, 'y2025': {'n': 286791, 'mean_atr': 0.2444307046794241, 'sd_atr': 5.579864186149914, 'p': 1.0626352987397295e-121}}, {'quantile': 0.95, 'cutpoint': 1.9444723233282593, 'y2025': {'n': 338405, 'mean_atr': 0.2409482494479249, 'sd_atr': 5.563290115055194, 'p': 4.570480010310057e-140}}]",320284,0.21776603399374433,5.992687978441098,5.609412856827988e-94,321549,0.2425503599067483,5.5696111665439,1.224683162387586e-134,158094,0.236370094085679,5.651185613524599,4.176536099888473e-62,163455,0.24852792525939044,5.489569797745587,7.748910535915398e-75
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret12,lt,0.9,2.7109974156424914,48,1,,,2.4539977121756346e-132,"[{'quantile': 0.8, 'cutpoint': 1.7515832332536405, 'y2025': {'n': 55946, 'mean_atr': 0.5060072432952528, 'sd_atr': 5.246295323505445, 'p': 3.3818387886368673e-115}}, {'quantile': 0.95, 'cutpoint': 3.5386905818932086, 'y2025': {'n': 67378, 'mean_atr': 0.5113119483887919, 'sd_atr': 5.2428187872345475, 'p': 2.176811167171934e-141}}]",64250,0.37040304903312293,5.6291684479021775,1.8668741541245296e-62,63563,0.512214012675146,5.230736573291768,1.429196603792095e-134,31313,0.48526414996043843,5.128839473313529,6.418573672635224e-63,32250,0.5383808669754759,5.327757819929999,1.350763901383421e-73
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,body,gt,0.05,-1.0043821498962457,48,1,,,2.5365655402316516e-132,"[{'quantile': 0.1, 'cutpoint': -0.7415942354595977, 'y2025': {'n': 64281, 'mean_atr': 0.4952035336349504, 'sd_atr': 5.222640387071606, 'p': 1.0614744161913591e-127}}]",67819,0.35046891583170575,5.593871440349094,7.5998026379585e-60,67762,0.4951372493197355,5.221030244387093,1.487198370210865e-134,33391,0.458778850589045,5.097531120228489,8.970928633093717e-61,34371,0.5304589825255336,5.338109768820326,8.590485866549741e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,volz,lt,0.9,1.5245919420480718,48,1,,,2.5793962571455995e-132,"[{'quantile': 0.8, 'cutpoint': 0.795542493780891, 'y2025': {'n': 57633, 'mean_atr': 0.5257874863942337, 'sd_atr': 5.218575748614271, 'p': 3.0001922625067174e-129}}, {'quantile': 0.95, 'cutpoint': 2.169637038317989, 'y2025': {'n': 66844, 'mean_atr': 0.5139650084517806, 'sd_atr': 5.252633929226798, 'p': 3.353116959473586e-141}}]",63358,0.37280143167604335,5.618624030426737,1.2840115588565037e-62,63817,0.5119986165985589,5.239515410690602,1.5223922562108565e-134,31554,0.4746040863938674,5.1536141618002596,3.7755990606281235e-60,32263,0.5485713781544848,5.32201372806119,1.5806203383217605e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,dow,lt,0.7,3.0,48,1,,,3.039487424525754e-132,"[{'quantile': 0.3, 'cutpoint': 1.0, 'y2025': {'n': 70961, 'mean_atr': 0.40587565136610027, 'sd_atr': 5.409963925724108, 'p': 7.409015428282142e-89}}, {'quantile': 0.8, 'cutpoint': 3.0, 'y2025': {'n': 212310, 'mean_atr': 0.2940404243928527, 'sd_atr': 5.490003107434924, 'p': 1.817704721515167e-134}}]",212470,0.09621031735419118,5.753328861343447,1.2763514163919817e-14,212310,0.2940404243928527,5.490003107434924,1.817704721515167e-134,103220,0.3140366574037728,5.469704955275978,5.631990257000488e-76,109090,0.27512016431963626,5.5090984203087405,4.03085527474688e-61
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,dow,lt,0.8,3.0,48,1,,,3.039487424525754e-132,"[{'quantile': 0.7, 'cutpoint': 3.0, 'y2025': {'n': 212310, 'mean_atr': 0.2940404243928527, 'sd_atr': 5.490003107434924, 'p': 1.817704721515167e-134}}, {'quantile': 0.9, 'cutpoint': 4.0, 'y2025': {'n': 281463, 'mean_atr': 0.2654056222467172, 'sd_atr': 5.508216902825108, 'p': 3.9489110975042425e-144}}]",212470,0.09621031735419118,5.753328861343447,1.2763514163919817e-14,212310,0.2940404243928527,5.490003107434924,1.817704721515167e-134,103220,0.3140366574037728,5.469704955275978,5.631990257000488e-76,109090,0.27512016431963626,5.5090984203087405,4.03085527474688e-61
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret48,lt,0.95,7.711112403734592,48,1,,,3.1109992299312803e-132,"[{'quantile': 0.9, 'cutpoint': 6.0998502166777415, 'y2025': {'n': 313868, 'mean_atr': 0.24902782411071087, 'sd_atr': 5.618434467542624, 'p': 4.079281247766226e-136}}]",334711,0.2352399368693134,6.075806054157134,3.9626361296784554e-111,332214,0.2406306146961779,5.62032415883496,1.8726308685483787e-134,163671,0.22821710426579978,5.674511455211568,1.5938988572824477e-59,168543,0.2526852931203807,5.5671888319684655,1.7122729308603856e-77
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,body,lt,0.9,0.8497742028837347,48,1,,,3.2846471417319146e-132,"[{'quantile': 0.8, 'cutpoint': 0.5465878894885537, 'y2025': {'n': 286000, 'mean_atr': 0.24796553203121574, 'sd_atr': 5.585852469724765, 'p': 1.3862848594494e-124}}, {'quantile': 0.95, 'cutpoint': 1.1168719998338568, 'y2025': {'n': 338307, 'mean_atr': 0.24134489070803367, 'sd_atr': 5.568755462239949, 'p': 3.2872907892626016e-140}}]",320284,0.2202273780922942,5.996314224331891,5.889829284877772e-96,321184,0.24270907045062912,5.57452364879248,1.9899949459367055e-134,158054,0.23382112676211828,5.65033538172562,8.147107880200556e-61,163130,0.2513204543269479,5.500077915235786,4.709503014907679e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,rsi14,lt,0.9,65.14519905198497,48,1,,,3.7203629166632374e-132,"[{'quantile': 0.8, 'cutpoint': 60.0775052963653, 'y2025': {'n': 278867, 'mean_atr': 0.24524749718789807, 'sd_atr': 5.5977104360111145, 'p': 2.000240906276026e-118}}, {'quantile': 0.95, 'cutpoint': 69.34482843120422, 'y2025': {'n': 332283, 'mean_atr': 0.24627180593659484, 'sd_atr': 5.610120031485561, 'p': 2.8548446985550327e-141}}]",317125,0.23300158192769596,6.039218039585067,1.1480479398426753e-104,314243,0.24644859356915758,5.600119044001825,2.2685139735751447e-134,154736,0.22768669270664235,5.67075920508332,3.4217809566193426e-56,159507,0.26464930884724663,5.530686669575741,2.0482795765937127e-81
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,volz,lt,0.9,1.4353153679138249,48,1,,,4.477453135588557e-132,"[{'quantile': 0.8, 'cutpoint': 0.8102287293999189, 'y2025': {'n': 282745, 'mean_atr': 0.25462454563993553, 'sd_atr': 5.6245533303420725, 'p': 4.928601397030425e-128}}, {'quantile': 0.95, 'cutpoint': 2.000460297782152, 'y2025': {'n': 332161, 'mean_atr': 0.24379919291516902, 'sd_atr': 5.6102652770710275, 'p': 1.9730219581186964e-138}}]",317096,0.23559244318222444,6.0152037453963825,8.55956650906118e-108,315427,0.24619504485543567,5.606649570950158,2.7476553403979183e-134,155390,0.23474682454991724,5.670399968269882,7.213156748239409e-60,160037,0.25731084278513,5.544044007450568,5.9437758840217454e-77
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret1,gt,0.05,-1.136053748714633,48,1,,,6.363438013784836e-132,"[{'quantile': 0.1, 'cutpoint': -0.8594274790148229, 'y2025': {'n': 318599, 'mean_atr': 0.24071037130478487, 'sd_atr': 5.623602762155617, 'p': 5.819156445579903e-129}}]",334744,0.21456593464970442,6.07842530285242,1.0379212749562491e-92,335006,0.23942347397667013,5.622415795950997,3.929890580745794e-134,164830,0.2371800206076295,5.683337829211987,2.164300907288985e-64,170176,0.24159645030011742,5.5627873901016,8.805996169526744e-72
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,atr_regime,lt,0.95,1.2546127712405049,48,1,,,8.920219857762916e-132,"[{'quantile': 0.9, 'cutpoint': 1.1718251421865005, 'y2025': {'n': 318112, 'mean_atr': 0.2478248585483229, 'sd_atr': 5.684566352497229, 'p': 1.6640268840254247e-133}}]",334710,0.22173013180583076,6.126713396071673,2.4228667371021874e-97,335342,0.24112343638355707,5.66838112326116,5.543757650814195e-134,165122,0.23394414734696406,5.7291829646033205,7.845627740749067e-62,170220,0.24808770946721537,5.608778550760178,2.102169529298593e-74
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma5,gt,0.05,-1.2297444717301456,48,1,,,9.214418275815827e-132,"[{'quantile': 0.1, 'cutpoint': -0.9408859569161797, 'y2025': {'n': 319056, 'mean_atr': 0.23874661359094543, 'sd_atr': 5.621351892929275, 'p': 3.5379688532039922e-127}}]",334744,0.21602608945517185,6.063316297097062,2.0752875849956182e-94,334754,0.23937354102314903,5.62266673515521,5.762613055544608e-134,164586,0.23186752384192152,5.68065681810902,1.3754265753305708e-61,170168,0.2466333392448447,5.566011220735627,1.2217953029890987e-74
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret6,gt,0.05,-2.7079918876634497,48,1,,,9.25441106025609e-132,"[{'quantile': 0.1, 'cutpoint': -2.0833698210138367, 'y2025': {'n': 322645, 'mean_atr': 0.2343837465798805, 'sd_atr': 5.566418127202398, 'p': 2.0184884741166673e-126}}]",338078,0.21640331352299516,6.005758778277564,1.8378457461585009e-97,338724,0.23556021808258173,5.565934078291537,5.842303164973684e-134,166586,0.2276340580849106,5.644735597059599,7.185875958847299e-61,172138,0.24323073411839044,5.488602546374814,1.6904355454217083e-75
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret3,gt,0.05,-1.947485662303986,48,1,,,9.25441106025609e-132,"[{'quantile': 0.1, 'cutpoint': -1.4876935651530838, 'y2025': {'n': 321903, 'mean_atr': 0.23710107256517052, 'sd_atr': 5.570375564006234, 'p': 7.522902910586678e-129}}]",338078,0.21478066450466388,6.001194999292148,3.535222922732388e-96,338379,0.23577639484025245,5.568231820841851,5.859969479993304e-134,166511,0.23041254913025486,5.6505631590883025,3.6163610162192105e-62,171868,0.2409730533980841,5.48730012431199,4.651080365967479e-74
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,range,lt,0.9,1.471230831271178,48,1,,,1.1534293851810982e-131,"[{'quantile': 0.8, 'cutpoint': 1.2178874031583808, 'y2025': {'n': 56286, 'mean_atr': 0.5241050422745439, 'sd_atr': 5.233924087557966, 'p': 9.307421912391757e-125}}, {'quantile': 0.95, 'cutpoint': 1.7336944886196142, 'y2025': {'n': 66803, 'mean_atr': 0.5155241731921099, 'sd_atr': 5.273968434288837, 'p': 7.862119513169082e-141}}]",63388,0.3644836197563971,5.6304917458864345,1.0191836810342914e-59,63298,0.5151802905257632,5.2641876506249154,7.3486940972685665e-134,31179,0.4775961243292192,5.144519627540095,2.161099582265036e-60,32119,0.5516645122587578,5.377635788893257,1.7309975059273138e-75
