year,time,close,high,atr,prior_96_high,threshold
2024,2024-08-20 00:00:00+00:00,2513.58,2531.65,3.190983987468543,2507.5,2507.819098398747
2024,2024-08-23 00:00:00+00:00,2512.15,2518.35,3.476799727936539,2501.56,2501.9076799727936
2024,2024-08-29 00:00:00+00:00,2521.04,2528.69,2.9122892411647516,2510.67,2510.9612289241168
2024,2024-09-05 00:00:00+00:00,2516.52,2523.51,3.0102473153979075,2500.3,2500.60102473154
2024,2024-09-10 00:00:00+00:00,2516.44,2518.43,2.1779866865169044,2507.16,2507.3777986686514
2024,2024-09-12 00:00:00+00:00,2558.6,2560.07,4.370235150273173,2520.01,2520.4470235150275
2024,2024-09-13 00:00:00+00:00,2578.74,2586.06,3.2352271966611617,2560.07,2560.393522719666
2024,2024-09-20 00:00:00+00:00,2621.98,2625.79,3.881075626383396,2592.65,2593.0381075626383
2024,2024-09-23 00:00:00+00:00,2628.55,2634.88,2.4923180233021878,2625.79,2626.03923180233
2024,2024-09-24 00:00:00+00:00,2657.03,2664.33,3.6365579061995454,2634.88,2635.24365579062
2024,2024-09-26 00:00:00+00:00,2672.22,2685.59,3.097490895384908,2667.46,2667.7697490895384
2024,2024-10-01 00:00:00+00:00,2663.18,2673.16,4.099499742332577,2642.12,2642.529949974233
2024,2024-10-10 00:00:00+00:00,2629.76,2631.54,2.848528350518139,2620.71,2620.994852835052
2024,2024-10-11 00:00:00+00:00,2657.09,2661.4,3.5220749629761086,2631.54,2631.8922074962975
2024,2024-10-15 00:00:00+00:00,2662.41,2668.91,3.3475202394366272,2661.21,2661.5447520239436
2024,2024-10-16 00:00:00+00:00,2673.73,2685.4,2.87061251954092,2668.91,2669.197061251954
2024,2024-10-17 00:00:00+00:00,2692.75,2696.77,2.302743560027137,2685.4,2685.6302743560027
2024,2024-10-18 00:00:00+00:00,2721.23,2722.51,2.9173255740522386,2696.77,2697.0617325574053
2024,2024-10-22 00:00:00+00:00,2748.69,2748.86,3.2485903779714334,2740.58,2740.904859037797
2024,2024-10-25 00:00:00+00:00,2747.21,2747.71,2.956033399590657,2743.28,2743.5756033399593
2024,2024-10-29 00:00:00+00:00,2774.35,2774.77,3.1929645435364016,2745.94,2746.2592964543537
2024,2024-10-30 00:00:00+00:00,2787.3,2790.01,2.2181693103451834,2774.77,2774.9918169310345
2024,2024-11-07 00:00:00+00:00,2706.03,2710.32,5.915439919380423,2678.18,2678.771543991938
2024,2024-11-18 00:00:00+00:00,2611.87,2615.08,4.6453493431050035,2576.04,2576.5045349343104
2024,2024-11-19 00:00:00+00:00,2632.05,2639.44,2.9099675720649927,2615.08,2615.3709967572063
2024,2024-11-20 00:00:00+00:00,2650.55,2655.41,3.640469779571438,2636.93,2637.294046977957
2024,2024-11-21 00:00:00+00:00,2669.53,2673.55,2.964872830066986,2655.41,2655.7064872830065
2024,2024-11-22 00:00:00+00:00,2716.05,2716.3,4.571656850922401,2673.5,2673.957165685092
2024,2024-11-27 00:00:00+00:00,2636.02,2658.22,3.3087499345201876,2633.81,2634.140874993452
2024,2024-11-29 00:00:00+00:00,2650.4,2666.28,2.9987143114540515,2647.92,2648.2198714311453
2024,2024-12-09 00:00:00+00:00,2660.47,2676.4,4.427395441547562,2641.63,2642.072739544155
2024,2024-12-10 00:00:00+00:00,2693.91,2695.55,3.721955526764112,2676.4,2676.7721955526763
2024,2024-12-11 00:00:00+00:00,2718.35,2721.23,4.139361627848905,2695.55,2695.963936162785
2024,2024-12-20 00:00:00+00:00,2623.28,2631.87,4.231315982617183,2601.04,2601.4631315982615
2024,2024-12-26 00:00:00+00:00,2633.96,2639.13,2.8199896783329796,2619.36,2619.6419989678334
2024,2024-12-31 00:00:00+00:00,2624.19,2627.49,2.623728409637964,2613.77,2614.032372840964
2025,2025-01-07 00:00:00+00:00,2648.61,2664.23,3.0383652322372843,2641.36,2641.663836523224
2025,2025-01-10 00:00:00+00:00,2689.99,2697.85,3.0549895297446077,2677.78,2678.085498952975
2025,2025-01-14 00:00:00+00:00,2677.48,2678.2,2.3027806945017666,2674.29,2674.5202780694503
2025,2025-01-15 00:00:00+00:00,2696.48,2697.32,2.962812069874471,2678.2,2678.496281206987
2025,2025-01-16 00:00:00+00:00,2714.59,2724.75,3.401044977941666,2697.32,2697.6601044977942
2025,2025-01-21 00:00:00+00:00,2744.72,2745.93,4.822516200655847,2712.27,2712.7522516200656
2025,2025-01-22 00:00:00+00:00,2756.3,2763.38,2.455500600561771,2745.93,2746.175550060056
2025,2025-01-24 00:00:00+00:00,2771.05,2785.99,3.2718271167905164,2758.87,2759.197182711679
2025,2025-01-28 00:00:00+00:00,2763.48,2764.99,3.1510797904789842,2757.89,2758.2051079790476
2025,2025-01-30 00:00:00+00:00,2794.79,2798.54,4.55976207476494,2761.11,2761.5659762074765
2025,2025-02-04 00:00:00+00:00,2842.12,2845.46,4.312131809014469,2830.63,2831.0612131809016
2025,2025-02-05 00:00:00+00:00,2867.07,2882.31,3.9881192379697206,2845.46,2845.858811923797
2025,2025-02-10 00:00:00+00:00,2908.07,2911.93,5.473045568391893,2886.8,2887.3473045568394
2025,2025-02-13 00:00:00+00:00,2928.21,2929.53,3.2366778448743174,2909.27,2909.5936677844875
2025,2025-02-18 00:00:00+00:00,2935.05,2936.84,3.996968033358713,2904.08,2904.4796968033356
2025,2025-02-24 00:00:00+00:00,2952.61,2956.2,3.8701669372967302,2942.84,2943.2270166937296
2025,2025-03-03 00:00:00+00:00,2892.91,2895.24,4.346495335789748,2859.4,2859.834649533579
2025,2025-03-04 00:00:00+00:00,2918.14,2927.81,4.970844247621507,2895.24,2895.737084424762
2025,2025-03-11 00:00:00+00:00,2915.52,2922.09,4.907290634812626,2910.57,2911.0607290634816
2025,2025-03-12 00:00:00+00:00,2933.36,2940.54,3.5003070428612446,2922.09,2922.440030704286
2025,2025-03-13 00:00:00+00:00,2988.91,2989.26,5.227922710705686,2940.54,2941.0627922710705
2025,2025-03-17 00:00:00+00:00,3000.9,3001.84,2.8552412716070865,2996.14,2996.4255241271608
2025,2025-03-18 00:00:00+00:00,3034.0,3038.3,3.5690864574088845,3001.84,3002.196908645741
2025,2025-03-19 00:00:00+00:00,3047.17,3052.1,3.0854009812356367,3038.3,3038.6085400981237
2025,2025-03-27 00:00:00+00:00,3056.65,3059.88,4.159455763451659,3027.34,3027.7559455763453
2025,2025-03-28 00:00:00+00:00,3085.2,3086.8,3.176223627150975,3059.88,3060.1976223627153
2025,2025-03-31 00:00:00+00:00,3123.95,3127.97,5.228484378150042,3086.8,3087.322848437815
2025,2025-04-09 00:00:00+00:00,3082.93,3099.51,11.812613790940183,3022.77,3023.951261379094
2025,2025-04-10 00:00:00+00:00,3175.43,3176.35,12.914504491312009,3099.51,3100.8014504491316
2025,2025-04-11 00:00:00+00:00,3237.9,3245.37,7.991262874899467,3176.35,3177.1491262874897
2025,2025-04-15 00:00:00+00:00,3229.43,3233.57,3.5804567730311967,3216.46,3216.818045677303
2025,2025-04-16 00:00:00+00:00,3343.01,3343.14,9.958322055585427,3233.57,3234.5658322055588
2025,2025-04-21 00:00:00+00:00,3424.17,3430.48,9.452280101327432,3332.17,3333.115228010133
2025,2025-04-24 00:00:00+00:00,3348.43,3367.61,8.797225578139791,3313.8,3314.6797225578143
2025,2025-04-28 00:00:00+00:00,3344.14,3352.97,8.897270833264452,3319.61,3320.4997270833264
2025,2025-05-02 00:00:00+00:00,3240.93,3269.25,6.189684078169465,3239.57,3240.188968407817
2025,2025-05-05 00:00:00+00:00,3333.71,3337.57,9.48822399309764,3264.53,3265.47882239931
2025,2025-05-06 00:00:00+00:00,3430.51,3434.92,10.197439876864498,3337.57,3338.5897439876867
2025,2025-05-13 00:00:00+00:00,3250.12,3265.64,5.4606217927907235,3248.72,3249.266062179279
2025,2025-05-15 00:00:00+00:00,3239.97,3240.62,10.698889001429562,3198.28,3199.349888900143
2025,2025-05-19 00:00:00+00:00,3229.75,3249.78,6.053505781126695,3205.28,3205.885350578113
2025,2025-05-20 00:00:00+00:00,3289.99,3295.74,8.044248395444248,3241.63,3242.4344248395446
2025,2025-05-21 00:00:00+00:00,3315.1,3324.83,4.4739232493266865,3295.74,3296.1873923249323
2025,2025-05-23 00:00:00+00:00,3357.7,3365.97,7.406308911900364,3315.83,3316.57063089119
2025,2025-05-29 00:00:00+00:00,3317.47,3331.11,9.06633605307584,3316.47,3317.3766336053072
2025,2025-06-02 00:00:00+00:00,3381.61,3382.89,8.266719346990202,3308.29,3309.116671934699
2025,2025-06-04 00:00:00+00:00,3372.13,3384.72,3.9830856059716897,3363.07,3363.4683085605975
2025,2025-06-11 00:00:00+00:00,3355.12,3360.72,4.9200602577150825,3349.14,3349.6320060257713
2025,2025-06-12 00:00:00+00:00,3386.24,3398.92,6.609695073860061,3355.54,3356.200969507386
2025,2025-06-13 00:00:00+00:00,3433.08,3446.79,5.949007278622263,3398.92,3399.5149007278624
2025,2025-06-25 00:00:00+00:00,3332.04,3337.14,3.226664175625208,3325.23,3325.5526664175627
2025,2025-06-30 00:00:00+00:00,3302.72,3309.46,5.888306218422539,3282.86,3283.4488306218423
2025,2025-07-01 00:00:00+00:00,3338.38,3357.98,5.483379238826123,3309.46,3310.0083379238827
2025,2025-07-02 00:00:00+00:00,3357.52,3360.1,3.4486695662196767,3355.55,3355.894866956622
2025,2025-07-10 00:00:00+00:00,3323.87,3330.27,2.671834879262611,3316.83,3317.097183487926
2025,2025-07-11 00:00:00+00:00,3355.5,3368.7,4.334592295920619,3329.43,3329.863459229592
2025,2025-07-18 00:00:00+00:00,3349.99,3361.25,2.9153208671110207,3341.09,3341.381532086711
2025,2025-07-21 00:00:00+00:00,3396.65,3401.51,5.103730320413883,3360.34,3360.8503730320417
2025,2025-07-22 00:00:00+00:00,3431.49,3433.44,4.561578090255523,3401.51,3401.966157809026
2025,2025-08-01 00:00:00+00:00,3362.85,3363.44,7.157580455437412,3310.42,3311.1357580455438
2025,2025-08-04 00:00:00+00:00,3373.82,3385.43,4.5357898079119465,3363.44,3363.893578980791
2025,2025-08-07 00:00:00+00:00,3396.47,3401.97,3.780126569245328,3379.96,3380.3380126569245
2025,2025-08-20 00:00:00+00:00,3348.35,3350.24,3.7001594776487443,3339.37,3339.7400159477647
2025,2025-08-22 00:00:00+00:00,3371.88,3378.81,4.838787415183655,3348.11,3348.5938787415184
2025,2025-08-26 00:00:00+00:00,3393.47,3393.63,3.822402705295996,3376.29,3376.6722402705295
2025,2025-08-27 00:00:00+00:00,3397.31,3398.87,2.7699523430964232,3393.63,3393.9069952343098
2025,2025-08-28 00:00:00+00:00,3416.66,3423.09,3.680538004387656,3398.87,3399.2380538004386
2025,2025-08-29 00:00:00+00:00,3447.94,3453.85,4.559765938025793,3423.09,3423.5459765938026
2025,2025-09-01 00:00:00+00:00,3476.35,3489.9,5.528200393383333,3453.85,3454.402820039338
2025,2025-09-02 00:00:00+00:00,3533.35,3540.04,5.8440308181267335,3481.29,3481.8744030818125
2025,2025-09-03 00:00:00+00:00,3559.46,3578.41,5.636378148140557,3540.04,3540.603637814814
2025,2025-09-05 00:00:00+00:00,3586.62,3600.17,5.660545053713174,3558.77,3559.3360545053715
2025,2025-09-08 00:00:00+00:00,3636.35,3646.41,6.80059673749829,3600.17,3600.85005967375
2025,2025-09-12 00:00:00+00:00,3643.33,3656.62,3.071511158856269,3641.99,3642.2971511158853
2025,2025-09-15 00:00:00+00:00,3679.38,3685.56,5.310255209594247,3654.38,3654.9110255209594
2025,2025-09-16 00:00:00+00:00,3690.06,3703.2,3.193480590717649,3685.56,3685.8793480590716
2025,2025-09-19 00:00:00+00:00,3685.13,3685.75,4.853159130222527,3664.23,3664.715315913022
2025,2025-09-22 00:00:00+00:00,3746.21,3748.8,5.840027117604672,3685.75,3686.3340027117606
2025,2025-09-23 00:00:00+00:00,3764.18,3791.09,5.147405986147827,3748.8,3749.314740598615
2025,2025-09-26 00:00:00+00:00,3759.49,3783.78,5.623474179196923,3758.23,3758.7923474179197
2025,2025-09-29 00:00:00+00:00,3833.48,3834.08,7.83986943971517,3783.78,3784.563986943972
2025,2025-09-30 00:00:00+00:00,3858.93,3871.64,7.411316872798746,3834.08,3834.82113168728
2025,2025-10-01 00:00:00+00:00,3865.62,3895.22,5.25947873714264,3860.76,3861.2859478737146
2025,2025-10-06 00:00:00+00:00,3960.93,3970.16,7.807182741762535,3891.63,3892.4107182741764
2025,2025-10-07 00:00:00+00:00,3984.92,3991.06,5.484203174266131,3970.16,3970.7084203174263
2025,2025-10-08 00:00:00+00:00,4041.32,4059.21,7.572787228819961,3991.06,3991.817278722882
2025,2025-10-13 00:00:00+00:00,4109.97,4117.06,13.463617144051476,4022.9,4024.2463617144053
2025,2025-10-14 00:00:00+00:00,4142.83,4179.73,8.984617027426184,4117.06,4117.958461702743
2025,2025-10-15 00:00:00+00:00,4207.59,4218.16,8.480423044091326,4155.21,4156.058042304409
2025,2025-10-16 00:00:00+00:00,4327.07,4330.62,12.110264975525318,4213.58,4214.791026497553
2025,2025-10-20 00:00:00+00:00,4356.3,4381.35,18.17173176226658,4317.89,4319.707173176227
2025,2025-10-23 00:00:00+00:00,4126.64,4154.72,11.994795803563072,4113.53,4114.729479580356
2025,2025-11-05 00:00:00+00:00,3980.24,3990.47,7.2177372642807995,3977.77,3978.491773726428
2025,2025-11-10 00:00:00+00:00,4115.51,4116.62,11.003835418623064,4027.47,4028.570383541862
2025,2025-11-11 00:00:00+00:00,4126.9,4148.93,5.758715121982388,4116.62,4117.195871512198
2025,2025-11-12 00:00:00+00:00,4195.15,4211.71,10.239848077025977,4143.2,4144.223984807702
2025,2025-11-24 00:00:00+00:00,4134.84,4140.1,11.339025480640583,4101.24,4102.373902548064
2025,2025-11-26 00:00:00+00:00,4163.86,4173.46,5.661941610201422,4159.34,4159.906194161021
2025,2025-11-28 00:00:00+00:00,4219.19,4226.71,6.448013083636345,4162.5,4163.144801308364
2025,2025-12-01 00:00:00+00:00,4232.36,4264.51,6.861173053966815,4226.71,4227.396117305397
2025,2025-12-10 00:00:00+00:00,4228.51,4238.82,5.9066763613476105,4221.53,4222.120667636134
2025,2025-12-11 00:00:00+00:00,4279.73,4285.84,10.518611844962336,4238.82,4239.871861184496
2025,2025-12-12 00:00:00+00:00,4300.16,4353.54,9.75411227535396,4285.84,4286.815411227535
2025,2025-12-17 00:00:00+00:00,4338.28,4348.8,5.927530477200379,4335.22,4335.81275304772
2025,2025-12-22 00:00:00+00:00,4443.87,4448.98,9.69136363465559,4356.47,4357.439136363466
2025,2025-12-23 00:00:00+00:00,4484.8,4499.71,7.15215751366423,4448.98,4449.695215751366
2025,2025-12-26 00:00:00+00:00,4531.2,4550.04,8.6020521855901,4495.94,4496.800205218558
