family,feature,quintile,hour_block,horizon_bars,outcome,n_state,n_comp,effect,state_mean,comp_mean,p,q,confirmation_n_state,confirmation_n_comp,confirmation_effect,confirmation_p,direction,confirmation_q,quarters_same_sign,quarter_details,abs_confirmation_effect
abnormal_activity,gap_atr,4,2.0,3,move_ge_1atr,2510,66222,0.1569160523801325,0.7310756972111554,0.5741596448310229,4.2677424544600016e-55,8.357662306650837e-55,3259,65253,0.1466532369368055,4.450492426443996e-61,1,1.0306403513870306e-60,4,"{""1"": {""effect"": 0.1693761053410695, ""n_state"": 924, ""ok"": true}, ""2"": {""effect"": 0.1306445680356052, ""n_state"": 753, ""ok"": true}, ""3"": {""effect"": 0.18577281318201988, ""n_state"": 590, ""ok"": true}, ""4"": {""effect"": 0.09702883733374101, ""n_state"": 992, ""ok"": true}}",0.1466532369368055
abnormal_activity,tickvol_z48,5,1.0,3,move_ge_1atr,3947,64785,0.1575593015575539,0.7284013174562959,0.570842015898742,1.946848761959685e-84,5.718868238256575e-84,3646,64866,0.1323606001276035,1.6769788364447455e-55,1,3.5136699430270854e-55,4,"{""1"": {""effect"": 0.09144957605792425, ""n_state"": 921, ""ok"": true}, ""2"": {""effect"": 0.17802480695129663, ""n_state"": 862, ""ok"": true}, ""3"": {""effect"": 0.16580572374337488, ""n_state"": 901, ""ok"": true}, ""4"": {""effect"": 0.07892439726636624, ""n_state"": 962, ""ok"": true}}",0.1323606001276035
abnormal_activity,tickvol_z48,3,2.0,3,move_ge_1atr,2802,65930,0.1179967441080469,0.6930763740185582,0.5750796299105112,2.8160437435510216e-35,4.5639329636861386e-35,3692,64820,0.1299261928106269,3.6811206917519126e-54,1,7.362241383503825e-54,4,"{""1"": {""effect"": 0.14469578509222902, ""n_state"": 782, ""ok"": true}, ""2"": {""effect"": 0.09255500578351872, ""n_state"": 988, ""ok"": true}, ""3"": {""effect"": 0.16788575961526786, ""n_state"": 956, ""ok"": true}, ""4"": {""effect"": 0.09827223640676375, ""n_state"": 966, ""ok"": true}}",0.1299261928106269
abnormal_activity,gap_atr,4,,3,move_ge_1atr,12471,56261,0.0592847823010243,0.6284179295966643,0.56913314729564,6.834767885399166e-34,1.0707803020458693e-33,16424,52088,0.0675065756680046,2.492728962021306e-52,1,4.7686988838668456e-52,4,"{""1"": {""effect"": 0.07283605232668966, ""n_state"": 4279, ""ok"": true}, ""2"": {""effect"": 0.05126948990577107, ""n_state"": 3672, ""ok"": true}, ""3"": {""effect"": 0.035906760321270825, ""n_state"": 3312, ""ok"": true}, ""4"": {""effect"": 0.054354790657713314, ""n_state"": 5161, ""ok"": true}}",0.0675065756680046
abnormal_activity,tickvol_z48,4,3.0,3,move_ge_1atr,2102,66630,0.1727774110204,0.7473834443387251,0.574606033318325,3.027330351145615e-56,6.186283761036692e-56,2355,66157,0.1580799094427214,2.918319308605412e-52,1,5.350252065776589e-52,4,"{""1"": {""effect"": 0.15917661070877331, ""n_state"": 671, ""ok"": true}, ""2"": {""effect"": 0.15373962298158628, ""n_state"": 481, ""ok"": true}, ""3"": {""effect"": 0.17345472706565934, ""n_state"": 574, ""ok"": true}, ""4"": {""effect"": 0.13087045612732118, ""n_state"": 629, ""ok"": true}}",0.1580799094427214
abnormal_activity,gap_atr,1,3.0,3,move_ge_1atr,2065,66667,0.1690135399201938,0.7438256658595641,0.5748121259393703,5.197856180939254e-53,9.396124634774806e-53,2270,66242,0.156575003920347,1.4044407165005413e-49,1,2.4718156610409525e-49,4,"{""1"": {""effect"": 0.1595945288102113, ""n_state"": 502, ""ok"": true}, ""2"": {""effect"": 0.14712995165076126, ""n_state"": 626, ""ok"": true}, ""3"": {""effect"": 0.1649257140805085, ""n_state"": 777, ""ok"": true}, ""4"": {""effect"": 0.12715364911188165, ""n_state"": 365, ""ok"": true}}",0.156575003920347
abnormal_activity,gap_atr,4,3.0,3,move_ge_1atr,2435,66297,0.1507057888558793,0.7252566735112936,0.5745508846554143,1.5170607501504258e-49,2.640809453965556e-49,3167,65345,0.1226052882996501,4.102863969975277e-42,1,6.943308256881238e-42,4,"{""1"": {""effect"": 0.13499405176927126, ""n_state"": 903, ""ok"": true}, ""2"": {""effect"": 0.1259593570054265, ""n_state"": 674, ""ok"": true}, ""3"": {""effect"": 0.09424095066761984, ""n_state"": 562, ""ok"": true}, ""4"": {""effect"": 0.11204961798698154, ""n_state"": 1028, ""ok"": true}}",0.1226052882996501
abnormal_activity,tickvol_z48,3,3.0,3,move_ge_1atr,2770,65962,0.1311726136599598,0.7057761732851986,0.5746035596252388,9.824390156825764e-43,1.6490940620386104e-42,2875,65637,0.1095759059544225,3.879689842437456e-31,1,6.322457521009189e-31,4,"{""1"": {""effect"": 0.10544561696923582, ""n_state"": 681, ""ok"": true}, ""2"": {""effect"": 0.12546831300172046, ""n_state"": 776, ""ok"": true}, ""3"": {""effect"": 0.11084381981213498, ""n_state"": 723, ""ok"": true}, ""4"": {""effect"": 0.08018209818361155, ""n_state"": 695, ""ok"": true}}",0.1095759059544225
abnormal_activity,tickvol_z48,4,4.0,3,move_ge_1atr,1098,67634,0.1316854463591215,0.7094717668488161,0.5777863204896946,1.7904849472078172e-18,2.337577569965761e-18,1153,67359,0.1390480930987033,3.46780436518689e-21,1,5.4494068595793975e-21,4,"{""1"": {""effect"": 0.17017693175706905, ""n_state"": 254, ""ok"": true}, ""2"": {""effect"": 0.12512737827790532, ""n_state"": 243, ""ok"": true}, ""3"": {""effect"": 0.11387471817988737, ""n_state"": 222, ""ok"": true}, ""4"": {""effect"": 0.13695810836661604, ""n_state"": 434, ""ok"": true}}",0.1390480930987033
abnormal_activity,gap_atr,1,0.0,3,move_ge_1atr,1500,67232,0.1350574726320799,0.712,0.5769425273679201,1.0519770074770963e-25,1.4982702833764706e-25,1330,67182,0.1190961685718269,3.976465723588747e-18,1,5.644015865738868e-18,4,"{""1"": {""effect"": 0.1607893181182648, ""n_state"": 322, ""ok"": true}, ""2"": {""effect"": 0.09870441755169046, ""n_state"": 367, ""ok"": true}, ""3"": {""effect"": 0.09219122151024306, ""n_state"": 474, ""ok"": true}, ""4"": {""effect"": 0.14625690458281615, ""n_state"": 167, ""ok"": true}}",0.1190961685718269
