n_state,n_comp,effect,state_mean,comp_mean,p,state,state_family,feature,quintile,hour_block,horizon_bars,outcome,q,confirmation_n_state,confirmation_n_comp,confirmation_effect,confirmation_p,confirmation_q,confirmation_quarters_same_sign,quarter_details
9250,57886,0.06497180011784576,0.8327567567567568,0.767784956638911,3.9661101391670745e-44,tickvol_z48:Q2,feature_quintile,tickvol_z48,2,,6,move_ge_1atr,6.945179293473565e-44,10526,56405,0.05806831726448114,1.960207751516507e-38,3.401795514963624e-38,4,"{'1': {'effect': 0.06298386857554139, 'n_state': 2243, 'same_sign': True}, '2': {'effect': 0.04248309807275952, 'n_state': 2797, 'same_sign': True}, '3': {'effect': 0.03294045259898737, 'n_state': 2814, 'same_sign': True}, '4': {'effect': 0.06857064477931885, 'n_state': 2672, 'same_sign': True}}"
1210,65926,0.14909080378877093,0.9231404958677686,0.7740496920789977,5.450796370792698e-35,tickvol_z48:Q2:H2,feature_quintile_x_server_4h_block,tickvol_z48,2,2.0,6,move_ge_1atr,9.171557371725106e-35,1802,65129,0.13024988791560588,3.10849979231593e-38,5.346619642783399e-38,4,"{'1': {'effect': 0.16282893663588538, 'n_state': 373, 'same_sign': True}, '2': {'effect': 0.09758228634062582, 'n_state': 475, 'same_sign': True}, '3': {'effect': 0.15314423479746064, 'n_state': 403, 'same_sign': True}, '4': {'effect': 0.11094282547440382, 'n_state': 551, 'same_sign': True}}"
2464,64672,0.13908204919770972,0.9107142857142857,0.771632236516576,1.5738048790755398e-59,tickvol_z48:Q2:H3,feature_quintile_x_server_4h_block,tickvol_z48,2,3.0,6,move_ge_1atr,3.0151608326843266e-59,2492,64439,0.10762406926983614,7.87084625830567e-36,1.318622295222638e-35,4,"{'1': {'effect': 0.10427359298145489, 'n_state': 515, 'same_sign': True}, '2': {'effect': 0.11436130187220406, 'n_state': 709, 'same_sign': True}, '3': {'effect': 0.09326677130704952, 'n_state': 632, 'same_sign': True}, '4': {'effect': 0.1052684043732488, 'n_state': 636, 'same_sign': True}}"
9374,57762,0.12273437878778448,0.8823341156390015,0.7595997368512171,2.2449377711183998e-154,tickvol_z48:Q3,feature_quintile,tickvol_z48,3,,6,move_ge_1atr,1.336601411419724e-153,11235,55696,0.11362857872867482,1.6121527940137223e-149,1.0398385521388508e-148,4,"{'1': {'effect': 0.10658760847999182, 'n_state': 2601, 'same_sign': True}, '2': {'effect': 0.09393731671456385, 'n_state': 2865, 'same_sign': True}, '3': {'effect': 0.1039807155549507, 'n_state': 2847, 'same_sign': True}, '4': {'effect': 0.09118586367512127, 'n_state': 2922, 'same_sign': True}}"
2337,64799,0.06816936026320364,0.842533162173727,0.7743638019105233,7.567109792203286e-15,tickvol_z48:Q3:H1,feature_quintile_x_server_4h_block,tickvol_z48,3,1.0,6,move_ge_1atr,9.209029841454944e-15,2604,64327,0.04721147782820578,2.1623020262859087e-08,2.4905085838471626e-08,4,"{'1': {'effect': 0.04713248427560923, 'n_state': 665, 'same_sign': True}, '2': {'effect': 0.017279236076980564, 'n_state': 634, 'same_sign': True}, '3': {'effect': 0.0639038933167938, 'n_state': 683, 'same_sign': True}, '4': {'effect': 0.053668760876378285, 'n_state': 622, 'same_sign': True}}"
2802,64334,0.14434845035057164,0.9150606709493219,0.7707122205987502,3.8994607626036637e-72,tickvol_z48:Q3:H2,feature_quintile_x_server_4h_block,tickvol_z48,3,2.0,6,move_ge_1atr,9.315378488442085e-72,3692,63239,0.14309521444871376,2.8181280254172267e-89,9.894975545143746e-89,4,"{'1': {'effect': 0.14896811851443337, 'n_state': 782, 'same_sign': True}, '2': {'effect': 0.11284704475175189, 'n_state': 988, 'same_sign': True}, '3': {'effect': 0.15857781808438287, 'n_state': 956, 'same_sign': True}, '4': {'effect': 0.13103330252773793, 'n_state': 966, 'same_sign': True}}"
2729,64407,0.14869176330854883,0.9193843898864053,0.7706926265778564,1.4418191755661566e-74,tickvol_z48:Q3:H3,feature_quintile_x_server_4h_block,tickvol_z48,3,3.0,6,move_ge_1atr,3.599896909316791e-74,2824,64107,0.12869985515982463,1.0886355947859158e-56,2.2773079739575644e-56,4,"{'1': {'effect': 0.13820559088429174, 'n_state': 675, 'same_sign': True}, '2': {'effect': 0.14549534900992245, 'n_state': 752, 'same_sign': True}, '3': {'effect': 0.10990785627503574, 'n_state': 708, 'same_sign': True}, '4': {'effect': 0.10351953555176951, 'n_state': 689, 'same_sign': True}}"
763,66373,0.08928449742478661,0.8650065530799476,0.775722055655161,3.895213132986413e-09,tickvol_z48:Q3:H4,feature_quintile_x_server_4h_block,tickvol_z48,3,4.0,6,move_ge_1atr,4.030608241887011e-09,928,66003,0.06223081160887678,8.105157547019231e-06,8.885824279593322e-06,4,"{'1': {'effect': 0.12984086055893695, 'n_state': 225, 'same_sign': True}, '2': {'effect': 0.01809004499703537, 'n_state': 206, 'same_sign': True}, '3': {'effect': 0.03410691049750003, 'n_state': 167, 'same_sign': True}, '4': {'effect': 0.05614584911592457, 'n_state': 330, 'same_sign': True}}"
9255,57881,0.15669590575891512,0.9118314424635332,0.7551355367046181,1.1313791423027757e-247,tickvol_z48:Q4,feature_quintile,tickvol_z48,4,,6,move_ge_1atr,9.315824001514344e-247,9081,57850,0.1492436714532237,1.2684604085788855e-215,9.62537604156919e-215,4,"{'1': {'effect': 0.14741243207668764, 'n_state': 2381, 'same_sign': True}, '2': {'effect': 0.1227403112824178, 'n_state': 2085, 'same_sign': True}, '3': {'effect': 0.1413600268370344, 'n_state': 2222, 'same_sign': True}, '4': {'effect': 0.12190225975575641, 'n_state': 2393, 'same_sign': True}}"
1801,65335,0.07536835632118022,0.8500832870627429,0.7747149307415627,3.5371770450591494e-14,tickvol_z48:Q4:H1,feature_quintile_x_server_4h_block,tickvol_z48,4,1.0,6,move_ge_1atr,4.238041846556937e-14,1746,65185,0.07846147817371674,1.7287374120504547e-14,2.275582919943966e-14,4,"{'1': {'effect': 0.0893958739043148, 'n_state': 469, 'same_sign': True}, '2': {'effect': 0.06615696394328174, 'n_state': 434, 'same_sign': True}, '3': {'effect': 0.07146505845317597, 'n_state': 442, 'same_sign': True}, '4': {'effect': 0.07998611617656604, 'n_state': 401, 'same_sign': True}}"
4159,62977,0.17008240141774167,0.9362827602789132,0.7662003588611715,1.5016496651919403e-143,tickvol_z48:Q4:H2,feature_quintile_x_server_4h_block,tickvol_z48,4,2.0,6,move_ge_1atr,8.301977434704014e-143,3473,63458,0.16443180807678104,8.446317670252513e-111,4.085906172984654e-110,4,"{'1': {'effect': 0.17553375507792313, 'n_state': 890, 'same_sign': True}, '2': {'effect': 0.13073845672637918, 'n_state': 858, 'same_sign': True}, '3': {'effect': 0.18171171233744343, 'n_state': 916, 'same_sign': True}, '4': {'effect': 0.14061922993676623, 'n_state': 809, 'same_sign': True}}"
2017,65119,0.155551817140418,0.9276152702032722,0.7720634530628542,2.554472714010153e-61,tickvol_z48:Q4:H3,feature_quintile_x_server_4h_block,tickvol_z48,4,3.0,6,move_ge_1atr,5.043780307764945e-61,2274,64657,0.15419160188091652,8.791681094881179e-66,2.223778159293475e-65,4,"{'1': {'effect': 0.1557703242039612, 'n_state': 659, 'same_sign': True}, '2': {'effect': 0.1614692777998955, 'n_state': 463, 'same_sign': True}, '3': {'effect': 0.14510204643624258, 'n_state': 536, 'same_sign': True}, '4': {'effect': 0.14038617832442757, 'n_state': 616, 'same_sign': True}}"
1040,66096,0.14180609090739804,0.9163461538461538,0.7745400629387558,1.2014486534637186e-27,tickvol_z48:Q4:H4,feature_quintile_x_server_4h_block,tickvol_z48,4,4.0,6,move_ge_1atr,1.8233750152567024e-27,1086,65845,0.12874316839018807,1.9639349537649135e-23,2.9232416427193137e-23,4,"{'1': {'effect': 0.1502508567827363, 'n_state': 232, 'same_sign': True}, '2': {'effect': 0.11411310084257953, 'n_state': 229, 'same_sign': True}, '3': {'effect': 0.13299123867009677, 'n_state': 212, 'same_sign': True}, '4': {'effect': 0.11855670590938372, 'n_state': 413, 'same_sign': True}}"
30643,36493,-0.1656731328415013,0.6866821133701009,0.8523552462116022,0.0,tickvol_z48:Q5,feature_quintile,tickvol_z48,5,,6,move_ge_1atr,0.0,29275,37656,-0.1736529601333262,0.0,0.0,4,"{'1': {'effect': -0.11356796047332507, 'n_state': 7586, 'same_sign': True}, '2': {'effect': -0.119991094810184, 'n_state': 7069, 'same_sign': True}, '3': {'effect': -0.10904764837470804, 'n_state': 7524, 'same_sign': True}, '4': {'effect': -0.09606051883189859, 'n_state': 7096, 'same_sign': True}}"
9324,57812,-0.24427432987939457,0.5663878163878164,0.810662146267211,0.0,tickvol_z48:Q5:H0,feature_quintile_x_server_4h_block,tickvol_z48,5,0.0,6,move_ge_1atr,0.0,9276,57655,-0.24935209992644458,0.0,0.0,4,"{'1': {'effect': -0.2193694858768651, 'n_state': 2268, 'same_sign': True}, '2': {'effect': -0.22279507937503773, 'n_state': 2301, 'same_sign': True}, '3': {'effect': -0.20537796705599354, 'n_state': 2376, 'same_sign': True}, '4': {'effect': -0.2427210912814628, 'n_state': 2331, 'same_sign': True}}"
3933,63203,0.1167003964024903,0.886600559369438,0.7699001629669477,3.367410307582739e-65,tickvol_z48:Q5:H1,feature_quintile_x_server_4h_block,tickvol_z48,5,1.0,6,move_ge_1atr,7.121244748822513e-65,3646,63285,0.13735344522604098,1.8469453104882645e-81,5.956398626324652e-81,4,"{'1': {'effect': 0.09944451215811256, 'n_state': 921, 'same_sign': True}, '2': {'effect': 0.160609229491814, 'n_state': 862, 'same_sign': True}, '3': {'effect': 0.15941070743917396, 'n_state': 901, 'same_sign': True}, '4': {'effect': 0.11055447860613932, 'n_state': 962, 'same_sign': True}}"
3982,63154,0.1868841986424422,0.9525364138623807,0.7656522152199385,4.436445236243789e-166,tickvol_z48:Q5:H2,feature_quintile_x_server_4h_block,tickvol_z48,5,2.0,6,move_ge_1atr,2.861507177377244e-165,2891,64040,0.18315591409813692,2.1212899825690535e-115,1.0945856310056317e-114,4,"{'1': {'effect': 0.19018598347704374, 'n_state': 844, 'same_sign': True}, '2': {'effect': 0.18566107952903665, 'n_state': 649, 'same_sign': True}, '3': {'effect': 0.1910145880540124, 'n_state': 793, 'same_sign': True}, '4': {'effect': 0.13199326243052412, 'n_state': 605, 'same_sign': True}}"
2850,64286,0.09171817170091334,0.864561403508772,0.7728432318078586,1.2349429401419565e-30,tickvol_z48:Q5:H3,feature_quintile_x_server_4h_block,tickvol_z48,5,3.0,6,move_ge_1atr,1.950705787081376e-30,2781,64150,0.09159942634898932,3.6505126771774584e-29,5.813779448838174e-29,3,"{'1': {'effect': 0.1568850574708346, 'n_state': 809, 'same_sign': True}, '2': {'effect': -0.01719632528504811, 'n_state': 567, 'same_sign': False}, '3': {'effect': 0.03283622508249229, 'n_state': 688, 'same_sign': True}, '4': {'effect': 0.14954661397752667, 'n_state': 717, 'same_sign': True}}"
7260,59876,-0.26488525321477063,0.540495867768595,0.8053811209833657,0.0,tickvol_z48:Q5:H4,feature_quintile_x_server_4h_block,tickvol_z48,5,4.0,6,move_ge_1atr,0.0,7100,59831,-0.2496442420799807,0.0,0.0,4,"{'1': {'effect': -0.3021280960102666, 'n_state': 1655, 'same_sign': True}, '2': {'effect': -0.20780091616169372, 'n_state': 1889, 'same_sign': True}, '3': {'effect': -0.23562668660467057, 'n_state': 1977, 'same_sign': True}, '4': {'effect': -0.17075515098205263, 'n_state': 1579, 'same_sign': True}}"
3294,63842,-0.1486316296149074,0.635397692774742,0.7840293223896494,8.953553060992958e-89,tickvol_z48:Q5:H5,feature_quintile_x_server_4h_block,tickvol_z48,5,5.0,6,move_ge_1atr,2.8875208621702293e-88,3581,63350,-0.14974455861605818,7.176357679186425e-95,2.863144764788811e-94,4,"{'1': {'effect': -0.15846315060549687, 'n_state': 1089, 'same_sign': True}, '2': {'effect': -0.16232603167105686, 'n_state': 801, 'same_sign': True}, '3': {'effect': -0.15293927850970412, 'n_state': 789, 'same_sign': True}, '4': {'effect': -0.10122312714909687, 'n_state': 902, 'same_sign': True}}"
11847,55289,0.11756324036955701,0.8735544863678568,0.7559912459982998,4.0476192522554674e-171,gap_atr:Q1,feature_quintile,gap_atr,1,,6,move_ge_1atr,2.7481204396892382e-170,11796,55135,0.11343631924389908,8.333135031056808e-155,5.560212512101698e-154,4,"{'1': {'effect': 0.10261059466789157, 'n_state': 2769, 'same_sign': True}, '2': {'effect': 0.0841877884743143, 'n_state': 3292, 'same_sign': True}, '3': {'effect': 0.10288965972918751, 'n_state': 4067, 'same_sign': True}, '4': {'effect': 0.10658498315118348, 'n_state': 1668, 'same_sign': True}}"
1500,65636,0.13153541755540654,0.9053333333333333,0.7737979157779268,1.1109647701178661e-33,gap_atr:Q1:H0,feature_quintile_x_server_4h_block,gap_atr,1,0.0,6,move_ge_1atr,1.8532041639466127e-33,1330,65601,0.12355548174410047,3.923586482904341e-26,6.098104292706747e-26,4,"{'1': {'effect': 0.10480160058947885, 'n_state': 322, 'same_sign': True}, '2': {'effect': 0.12057110184015807, 'n_state': 367, 'same_sign': True}, '3': {'effect': 0.13129056706125575, 'n_state': 474, 'same_sign': True}, '4': {'effect': 0.1301549438418711, 'n_state': 167, 'same_sign': True}}"
2654,64482,0.08847911781202633,0.8617181612660135,0.7732390434539872,7.584275064232078e-27,gap_atr:Q1:H1,feature_quintile_x_server_4h_block,gap_atr,1,1.0,6,move_ge_1atr,1.1376412596348118e-26,2584,64347,0.06381152960287251,4.7347652406142e-14,6.107847160392319e-14,4,"{'1': {'effect': 0.08368260131842298, 'n_state': 632, 'same_sign': True}, '2': {'effect': 0.0150553265727138, 'n_state': 729, 'same_sign': True}, '3': {'effect': 0.0764794938185479, 'n_state': 871, 'same_sign': True}, '4': {'effect': 0.08434289954927099, 'n_state': 352, 'same_sign': True}}"
2569,64567,0.1681968518698833,0.9384974698326197,0.7703006179627364,1.1912058511082145e-89,gap_atr:Q1:H2,feature_quintile_x_server_4h_block,gap_atr,1,2.0,6,move_ge_1atr,3.873921549402345e-89,2606,64325,0.1643495189879911,1.1808907598250791e-84,3.973954122193962e-84,4,"{'1': {'effect': 0.18239454907636432, 'n_state': 571, 'same_sign': True}, '2': {'effect': 0.13561972781943676, 'n_state': 698, 'same_sign': True}, '3': {'effect': 0.16690625176580998, 'n_state': 925, 'same_sign': True}, '4': {'effect': 0.1524680443882228, 'n_state': 412, 'same_sign': True}}"
2010,65126,0.1583524352258301,0.9303482587064676,0.7719958234806376,2.8399041484005316e-63,gap_atr:Q1:H3,feature_quintile_x_server_4h_block,gap_atr,1,3.0,6,move_ge_1atr,5.784436344373715e-63,2218,64713,0.14397202396760045,2.9306902376354964e-56,6.065118299277739e-56,4,"{'1': {'effect': 0.15024730070521575, 'n_state': 497, 'same_sign': True}, '2': {'effect': 0.14215460671585434, 'n_state': 606, 'same_sign': True}, '3': {'effect': 0.14292916480190232, 'n_state': 753, 'same_sign': True}, '4': {'effect': 0.11901060744598568, 'n_state': 362, 'same_sign': True}}"
1138,65998,0.07068278843833531,0.8462214411247804,0.7755386526864451,1.3699336041811625e-08,gap_atr:Q1:H4,feature_quintile_x_server_4h_block,gap_atr,1,4.0,6,move_ge_1atr,1.3988504084910551e-08,1111,65820,0.04881858741936185,0.00013079217415547218,0.00013982478286786668,4,"{'1': {'effect': 0.03977516833880723, 'n_state': 250, 'same_sign': True}, '2': {'effect': 0.05506719282768702, 'n_state': 328, 'same_sign': True}, '3': {'effect': 0.03232695830517884, 'n_state': 391, 'same_sign': True}, '4': {'effect': 0.09097454059125443, 'n_state': 142, 'same_sign': True}}"
24349,42787,0.12541747888139176,0.8566676249537969,0.7312501460724051,4.816003815982077e-308,gap_atr:Q2,feature_quintile,gap_atr,2,,6,move_ge_1atr,4.2358942654206e-307,19409,47522,0.11063612333573725,4.047048271812362e-208,2.955108832436574e-207,4,"{'1': {'effect': 0.09394640986681468, 'n_state': 4944, 'same_sign': True}, '2': {'effect': 0.07448215433844707, 'n_state': 4460, 'same_sign': True}, '3': {'effect': 0.0802748715206173, 'n_state': 3959, 'same_sign': True}, '4': {'effect': 0.08825951573101476, 'n_state': 6046, 'same_sign': True}}"
1967,65169,0.09173644905865685,0.8657854600915099,0.7740490110328531,6.216001628773863e-22,gap_atr:Q2:H0,feature_quintile_x_server_4h_block,gap_atr,2,0.0,6,move_ge_1atr,8.94272353284567e-22,1712,65219,0.08604719175493991,8.036418519475707e-17,1.0951035095201053e-16,4,"{'1': {'effect': 0.10553776005404647, 'n_state': 426, 'same_sign': True}, '2': {'effect': 0.08350731305423742, 'n_state': 397, 'same_sign': True}, '3': {'effect': 0.10627832539954618, 'n_state': 302, 'same_sign': True}, '4': {'effect': 0.05837364428159375, 'n_state': 587, 'same_sign': True}}"
4709,62427,0.07133308387143733,0.8430664684646422,0.7717333845932048,8.811637803195931e-30,gap_atr:Q2:H1,feature_quintile_x_server_4h_block,gap_atr,2,1.0,6,move_ge_1atr,1.3806088379906178e-29,3911,63020,0.06785983775306514,1.6523727590861017e-22,2.422228249114854e-22,4,"{'1': {'effect': 0.05473222341149686, 'n_state': 968, 'same_sign': True}, '2': {'effect': 0.05168488186096831, 'n_state': 963, 'same_sign': True}, '3': {'effect': 0.07371596582864193, 'n_state': 781, 'same_sign': True}, '4': {'effect': 0.07789269359590778, 'n_state': 1199, 'same_sign': True}}"
4967,62169,0.1682671946027815,0.9325548620897927,0.7642876674870112,2.473446481826697e-165,gap_atr:Q2:H2,feature_quintile_x_server_4h_block,gap_atr,2,2.0,6,move_ge_1atr,1.5692193253556258e-164,3916,63015,0.14458007590488087,3.564214302353946e-96,1.4519483526431338e-95,4,"{'1': {'effect': 0.15734575553456298, 'n_state': 992, 'same_sign': True}, '2': {'effect': 0.11342500744657025, 'n_state': 935, 'same_sign': True}, '3': {'effect': 0.1587245900949582, 'n_state': 776, 'same_sign': True}, '4': {'effect': 0.12843067234211913, 'n_state': 1213, 'same_sign': True}}"
4924,62212,0.16115962436140507,0.9260763606823721,0.764916736320967,1.2339392408579917e-150,gap_atr:Q2:H3,feature_quintile_x_server_4h_block,gap_atr,2,3.0,6,move_ge_1atr,7.12738039122452e-150,3654,63277,0.14629074314731194,2.4549656217020275e-92,9.048301862844615e-92,4,"{'1': {'effect': 0.14579723166527425, 'n_state': 1011, 'same_sign': True}, '2': {'effect': 0.12807500432045926, 'n_state': 790, 'same_sign': True}, '3': {'effect': 0.141219522527681, 'n_state': 718, 'same_sign': True}, '4': {'effect': 0.14330788288885443, 'n_state': 1135, 'same_sign': True}}"
12215,54921,0.09348565363520733,0.8532132623823169,0.7597276087471095,1.5751174120329513e-111,gap_atr:Q4,feature_quintile,gap_atr,4,,6,move_ge_1atr,6.484791898476086e-111,16099,50832,0.10509442767986399,4.9836164017945334e-167,3.506653722717245e-166,4,"{'1': {'effect': 0.09672292248498748, 'n_state': 4179, 'same_sign': True}, '2': {'effect': 0.08448681946284642, 'n_state': 3606, 'same_sign': True}, '3': {'effect': 0.06198354496057179, 'n_state': 3255, 'same_sign': True}, '4': {'effect': 0.09104856142054407, 'n_state': 5059, 'same_sign': True}}"
836,66300,0.08678408279027472,0.8624401913875598,0.7756561085972851,2.125284352893454e-09,gap_atr:Q4:H0,feature_quintile_x_server_4h_block,gap_atr,4,0.0,6,move_ge_1atr,2.2169408209427675e-09,1368,65563,0.08124028377508963,1.7973911268277787e-12,2.243839890588227e-12,4,"{'1': {'effect': 0.08808919336960275, 'n_state': 368, 'same_sign': True}, '2': {'effect': 0.09643665814605518, 'n_state': 317, 'same_sign': True}, '3': {'effect': 0.06172437157368371, 'n_state': 241, 'same_sign': True}, '4': {'effect': 0.07146505845317597, 'n_state': 442, 'same_sign': True}}"
2249,64887,0.06170191017098281,0.8363717207647844,0.7746698105938016,4.917217598098253e-12,gap_atr:Q4:H1,feature_quintile_x_server_4h_block,gap_atr,4,1.0,6,move_ge_1atr,5.547997698145843e-12,3247,63684,0.06670753967362764,1.5095862293503552e-18,2.1014743552467176e-18,4,"{'1': {'effect': 0.048043436171153586, 'n_state': 874, 'same_sign': True}, '2': {'effect': 0.05994431074393303, 'n_state': 708, 'same_sign': True}, '3': {'effect': 0.07817080489947514, 'n_state': 642, 'same_sign': True}, '4': {'effect': 0.07242070183912874, 'n_state': 1023, 'same_sign': True}}"
2510,64626,0.15495283126461135,0.9258964143426295,0.7709435830780181,9.9181395673015e-75,gap_atr:Q4:H2,feature_quintile_x_server_4h_block,gap_atr,4,2.0,6,move_ge_1atr,2.5087058905527324e-74,3259,63672,0.15961972048293993,1.587183376514661e-98,6.604730824851332e-98,4,"{'1': {'effect': 0.16573276663494363, 'n_state': 924, 'same_sign': True}, '2': {'effect': 0.15098795686324984, 'n_state': 753, 'same_sign': True}, '3': {'effect': 0.18238689217164838, 'n_state': 590, 'same_sign': True}, '4': {'effect': 0.12767208414521924, 'n_state': 992, 'same_sign': True}}"
2374,64762,0.15153663415681562,0.9229149115417018,0.7713782773848862,6.4774807487214905e-68,gap_atr:Q4:H3,feature_quintile_x_server_4h_block,gap_atr,4,3.0,6,move_ge_1atr,1.4406810630777107e-67,3107,63824,0.13590789339173226,7.703743552287901e-69,2.056102589472702e-68,4,"{'1': {'effect': 0.14904716250455696, 'n_state': 887, 'same_sign': True}, '2': {'effect': 0.13400747755880305, 'n_state': 657, 'same_sign': True}, '3': {'effect': 0.09396382114470325, 'n_state': 549, 'same_sign': True}, '4': {'effect': 0.13405195566153227, 'n_state': 1014, 'same_sign': True}}"
18675,48461,-0.2989234766597809,0.5609638554216867,0.8598873320814676,0.0,gap_atr:Q5,feature_quintile,gap_atr,5,,6,move_ge_1atr,0.0,18537,48394,-0.2954803224826059,0.0,0.0,4,"{'1': {'effect': -0.2617103515746805, 'n_state': 4326, 'same_sign': True}, '2': {'effect': -0.21777556379486418, 'n_state': 4996, 'same_sign': True}, '3': {'effect': -0.1710061649720257, 'n_state': 5834, 'same_sign': True}, '4': {'effect': -0.3064816739818083, 'n_state': 3381, 'same_sign': True}}"
5013,62123,-0.5175567332542877,0.2978256533014163,0.815382386555704,0.0,gap_atr:Q5:H0,feature_quintile_x_server_4h_block,gap_atr,5,0.0,6,move_ge_1atr,0.0,4734,62197,-0.5436211143682027,0.0,0.0,4,"{'1': {'effect': -0.5216329544614967, 'n_state': 1146, 'same_sign': True}, '2': {'effect': -0.5108376094854472, 'n_state': 1189, 'same_sign': True}, '3': {'effect': -0.43451538063316114, 'n_state': 1357, 'same_sign': True}, '4': {'effect': -0.6138220625749075, 'n_state': 1042, 'same_sign': True}}"
2753,64383,0.06690770061850448,0.8409008354522339,0.7739931348337294,1.5131168034009074e-16,gap_atr:Q5:H1,feature_quintile_x_server_4h_block,gap_atr,5,1.0,6,move_ge_1atr,1.9262375095926024e-16,2454,64477,0.06320224067567715,3.2373485564015307e-13,4.1077176764832536e-13,4,"{'1': {'effect': 0.08110791549863272, 'n_state': 549, 'same_sign': True}, '2': {'effect': 0.05384092057682055, 'n_state': 617, 'same_sign': True}, '3': {'effect': 0.06135732988797371, 'n_state': 871, 'same_sign': True}, '4': {'effect': 0.04726882113997899, 'n_state': 417, 'same_sign': True}}"
2383,64753,0.17317857958696836,0.9437683592110785,0.7705897796241101,1.9383138313228738e-88,gap_atr:Q5:H2,feature_quintile_x_server_4h_block,gap_atr,5,2.0,6,move_ge_1atr,6.199400435718613e-88,2443,64488,0.1588321216605496,1.5411691851571903e-74,4.450988616834572e-74,4,"{'1': {'effect': 0.1828140221999598, 'n_state': 537, 'same_sign': True}, '2': {'effect': 0.13337447995438356, 'n_state': 643, 'same_sign': True}, '3': {'effect': 0.1780204782993554, 'n_state': 876, 'same_sign': True}, '4': {'effect': 0.09782530864542693, 'n_state': 387, 'same_sign': True}}"
3589,63547,-0.5291833479170751,0.2758428531624408,0.805026201079516,0.0,gap_atr:Q5:H4,feature_quintile_x_server_4h_block,gap_atr,5,4.0,6,move_ge_1atr,0.0,3591,63340,-0.5220877378514526,0.0,0.0,4,"{'1': {'effect': -0.5855858890165327, 'n_state': 897, 'same_sign': True}, '2': {'effect': -0.4480659073112562, 'n_state': 994, 'same_sign': True}, '3': {'effect': -0.46503384812456094, 'n_state': 1018, 'same_sign': True}, '4': {'effect': -0.5200063662776916, 'n_state': 682, 'same_sign': True}}"
2555,64581,-0.19512142869112226,0.589041095890411,0.7841625245815332,2.3223539123195304e-119,gap_atr:Q5:H5,feature_quintile_x_server_4h_block,gap_atr,5,5.0,6,move_ge_1atr,1.0699416238900695e-118,2736,64195,-0.15634333711840154,2.300948407503751e-80,7.359231683503733e-80,4,"{'1': {'effect': -0.22070742614134398, 'n_state': 662, 'same_sign': True}, '2': {'effect': -0.11206932452239549, 'n_state': 815, 'same_sign': True}, '3': {'effect': -0.1107563591006695, 'n_state': 824, 'same_sign': True}, '4': {'effect': -0.19724152450964116, 'n_state': 435, 'same_sign': True}}"
1508,50366,0.0522919181195769,0.5543766578249337,0.5020847397053568,6.282568417872787e-05,dist_low24_atr:Q1:H5,feature_quintile_x_server_4h_block,dist_low24_atr,1,5.0,6,up_first_1atr,0.0005444892628823083,1405,49707,0.048608446922453086,0.00032616619686751276,0.007827988724820305,4,"{'1': {'effect': 0.060927862028050284, 'n_state': 355, 'same_sign': True}, '2': {'effect': 0.07270270526770334, 'n_state': 332, 'same_sign': True}, '3': {'effect': 0.03602926228073311, 'n_state': 405, 'same_sign': True}, '4': {'effect': 0.020835672157013985, 'n_state': 313, 'same_sign': True}}"
1038,56576,0.34372693791043224,0.4203846394762941,0.07665770156586188,0.005990587399701292,ret12_atr:Q1:H0,feature_quintile_x_server_4h_block,ret12_atr,1,0.0,12,mean_fwd_ret_atr,0.04618765680129499,1052,56494,0.5140667930943081,8.21883819535547e-08,7.944876922176954e-07,4,"{'1': {'effect': 1.0421591800706618, 'n_state': 283, 'same_sign': True}, '2': {'effect': 0.5213317792663464, 'n_state': 228, 'same_sign': True}, '3': {'effect': 0.07521024904100687, 'n_state': 306, 'same_sign': True}, '4': {'effect': 0.4108121987555, 'n_state': 235, 'same_sign': True}}"
1207,56407,-0.20056272834064798,-0.11351054323505289,0.0870521851055951,0.005628638057849869,bar_range_atr:Q5:H4,feature_quintile_x_server_4h_block,bar_range_atr,5,4.0,12,mean_fwd_ret_atr,0.04618765680129499,1266,56280,-0.44316523755896625,1.9439964807932566e-08,3.8335621620967575e-07,4,"{'1': {'effect': -0.627988128697753, 'n_state': 272, 'same_sign': True}, '2': {'effect': -0.25156279778635815, 'n_state': 282, 'same_sign': True}, '3': {'effect': -0.2513709471821579, 'n_state': 277, 'same_sign': True}, '4': {'effect': -0.5531728272477181, 'n_state': 435, 'same_sign': True}}"
1048,56566,0.37880683001650983,0.45476676721422726,0.07595993719771744,0.0003698574509373118,lower_wick_atr:Q4:H0,feature_quintile_x_server_4h_block,lower_wick_atr,4,0.0,12,mean_fwd_ret_atr,0.007296278804854242,1176,56370,0.21358361510608598,0.011203988133932162,0.029537786898548427,4,"{'1': {'effect': 0.06399105624107337, 'n_state': 272, 'same_sign': True}, '2': {'effect': 0.5394808205382411, 'n_state': 298, 'same_sign': True}, '3': {'effect': 0.05660202888426841, 'n_state': 293, 'same_sign': True}, '4': {'effect': 0.16795942717040319, 'n_state': 313, 'same_sign': True}}"
