run_stage;symbol;asset_class;commission_rule;day_key;broker_day_start;prior_20d_low;prior_low_age;prior_20d_high;prior_high_age;reentry_offset_ticks;side;signal_time;entry_time;exit_time;entry;initial_stop;exit;initial_risk_price;risk_money_1lot_usd;gross_r;commission_usd_1lot;commission_r;net_r;net_r_commission_x1_5;exit_reason;trade_id;mfe_r;mae_r;mfe_time;mae_time;time_to_mfe_minutes;time_to_mae_minutes;max_retracement_from_mfe_r;reached_0_5r;first_touch_0_5r_time;time_to_0_5r_minutes;mae_before_0_5r;reached_1r;first_touch_1r_time;time_to_1r_minutes;mae_before_1r;reached_2r;first_touch_2r_time;time_to_2r_minutes;mae_before_2r;reached_3r;first_touch_3r_time;time_to_3r_minutes;mae_before_3r;reached_5r;first_touch_5r_time;time_to_5r_minutes;mae_before_5r;min_r_after_first_1r_before_exit;max_r_after_first_1r_before_exit;min_r_after_first_2r_before_exit;max_r_after_first_2r_before_exit;min_r_after_first_3r_before_exit;max_r_after_first_3r_before_exit;path_ambiguous;path_ambiguity_reason
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250404;2025.04.04 00:00;1.28615;19;1.32080;1;5;LONG;2025.04.04 20:31;2025.04.04 20:32;2025.04.04 23:32;1.28629;1.28567;1.28565;0.00062;62.00000000;-1.03225806;10.00000000;0.16129032;-1.19354839;-1.27419355;STOP;GBPUSD_20250404_LONG;8.32258065;1.03225806;2025.04.04 21:33:40;2025.04.04 23:32:28;60.963867;179.773183;9.35483871;1;2025.04.04 20:35:32;2.829617;0.96774194;1;2025.04.04 20:35:43;3.010017;0.96774194;1;2025.04.04 20:36:43;4.009417;0.96774194;1;2025.04.04 20:42:42;10.003533;0.96774194;1;2025.04.04 20:47:32;14.825517;0.96774194;-1.03225806;8.32258065;-1.03225806;8.32258065;-1.03225806;8.32258065;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250415;2025.04.15 00:00;1.27085;6;1.32080;8;5;SHORT;2025.04.15 07:26;2025.04.15 07:33;2025.04.15 07:35;1.32075;1.32136;1.32138;0.00061;61.00000000;-1.03278689;10.00000000;0.16393443;-1.19672131;-1.27868852;STOP;GBPUSD_20250415_SHORT;0.00000000;1.03278689;;2025.04.15 07:35:26;;2.346867;1.03278689;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250428;2025.04.28 00:00;1.27085;15;1.34236;4;5;SHORT;2025.04.28 20:31;2025.04.28 20:32;2025.04.28 21:37;1.34230;1.34254;1.34257;0.00024;24.00000000;-1.12500000;10.00000000;0.41666667;-1.54166667;-1.75000000;STOP;GBPUSD_20250428_SHORT;4.87500000;1.12500000;2025.04.28 20:59:41;2025.04.28 21:37:03;27.669133;65.027783;6.00000000;1;2025.04.28 20:32:14;0.222217;0.20833333;1;2025.04.28 20:32:26;0.411117;0.20833333;1;2025.04.28 20:38:17;6.267767;0.20833333;1;2025.04.28 20:38:34;6.557767;0.20833333;0;;;;-1.12500000;4.87500000;-1.12500000;4.87500000;-1.12500000;4.87500000;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250521;2025.05.21 00:00;1.31399;7;1.34440;16;5;SHORT;2025.05.21 09:00;2025.05.21 09:01;2025.05.21 09:15;1.34435;1.34524;1.34533;0.00089;89.00000000;-1.10112360;10.00000000;0.11235955;-1.21348315;-1.26966292;STOP;GBPUSD_20250521_SHORT;2.31460674;1.10112360;2025.05.21 09:04:43;2025.05.21 09:15:17;3.388383;13.954100;3.41573034;1;2025.05.21 09:02:21;1.028983;0.04494382;1;2025.05.21 09:02:32;1.210133;0.04494382;1;2025.05.21 09:04:40;3.340100;0.04494382;0;;;;0;;;;-1.10112360;2.31460674;-1.10112360;2.31460674;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250605;2025.06.05 00:00;1.31399;18;1.35932;8;5;SHORT;2025.06.05 15:30;2025.06.05 15:30;2025.06.05 16:17;1.35913;1.35955;1.35956;0.00042;42.00000000;-1.02380952;10.00000000;0.23809524;-1.26190476;-1.38095238;STOP;GBPUSD_20250605_SHORT;4.73809524;1.02380952;2025.06.05 16:04:05;2025.06.05 16:17:05;33.305150;46.298917;5.76190476;1;2025.06.05 15:32:29;1.712700;0.69047619;1;2025.06.05 15:38:40;7.888767;0.69047619;1;2025.06.05 15:50:19;19.539400;0.78571429;1;2025.06.05 15:50:32;19.746567;0.78571429;0;;;;-1.02380952;4.73809524;-1.02380952;4.73809524;-1.02380952;4.73809524;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250612;2025.06.12 00:00;1.32506;19;1.36164;5;5;SHORT;2025.06.12 15:43;2025.06.12 15:45;2025.06.12 16:05;1.36158;1.36198;1.36199;0.00040;40.00000000;-1.02500000;10.00000000;0.25000000;-1.27500000;-1.40000000;STOP;GBPUSD_20250612_SHORT;1.97500000;1.02500000;2025.06.12 15:53:41;2025.06.12 16:05:29;8.175917;19.975983;3.00000000;1;2025.06.12 15:46:04;0.564883;0.07500000;1;2025.06.12 15:46:17;0.779517;0.07500000;0;;;;0;;;;0;;;;-1.02500000;1.97500000;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250619;2025.06.19 00:00;1.33908;20;1.36324;4;5;LONG;2025.06.19 05:33;2025.06.19 05:38;2025.06.19 09:07;1.33914;1.33871;1.33870;0.00043;43.00000000;-1.02325581;10.00000000;0.23255814;-1.25581395;-1.37209302;STOP;GBPUSD_20250619_LONG;4.69767442;1.02325581;2025.06.19 07:56:39;2025.06.19 09:07:35;138.233333;209.166667;5.72093023;1;2025.06.19 05:40:37;2.200000;0.11627907;1;2025.06.19 05:45:15;6.833333;0.11627907;1;2025.06.19 06:14:42;36.299750;0.11627907;1;2025.06.19 06:31:42;53.283333;0.11627907;0;;;;-1.02325581;4.69767442;-1.02325581;4.69767442;-1.02325581;4.69767442;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250625;2025.06.25 00:00;1.33704;2;1.36484;1;5;SHORT;2025.06.24 17:23;2025.06.24 17:30;2025.06.25 17:30;1.36319;1.36490;1.36185;0.00171;171.00000000;0.78362573;10.00000000;0.05847953;0.72514620;0.69590643;H24_REFERENCE;GBPUSD_20250624_SHORT;2.38011696;0.45029240;2025.06.25 15:31:16;2025.06.24 17:44:14;1320.576017;13.536517;2.14619883;1;2025.06.24 17:53:05;22.392217;0.45029240;1;2025.06.24 18:47:42;76.999483;0.45029240;1;2025.06.25 15:28:40;1317.977117;0.45029240;0;;;;0;;;;-0.43859649;2.38011696;0.23391813;2.38011696;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250716;2025.07.16 00:00;1.33704;17;1.37888;11;5;LONG;2025.07.16 16:47;2025.07.16 16:48;2025.07.16 16:48;1.33710;1.33692;1.33691;0.00018;18.00000000;-1.05555556;10.00000000;0.55555556;-1.61111111;-1.88888889;STOP;GBPUSD_20250716_LONG;1.05555556;1.05555556;2025.07.16 16:48:15;2025.07.16 16:48:30;0.259067;0.497417;2.11111111;1;2025.07.16 16:48:04;0.067367;0.22222222;1;2025.07.16 16:48:15;0.259067;0.22222222;0;;;;0;;;;0;;;;-1.05555556;1.05555556;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250728;2025.07.28 00:00;1.33650;8;1.37888;19;5;LONG;2025.07.28 20:42;2025.07.28 20:42;2025.07.28 20:47;1.33656;1.33638;1.33636;0.00018;18.00000000;-1.11111111;10.00000000;0.55555556;-1.66666667;-1.94444444;STOP;GBPUSD_20250728_LONG;1.83333333;1.11111111;2025.07.28 20:43:39;2025.07.28 20:47:29;0.983333;4.816667;2.94444444;1;2025.07.28 20:43:18;0.633333;0.38888889;1;2025.07.28 20:43:27;0.783333;0.38888889;0;;;;0;;;;0;;;;-1.11111111;1.83333333;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250814;2025.08.14 00:00;1.31388;9;1.35889;15;5;SHORT;2025.08.14 04:01;2025.08.14 04:01;2025.08.14 04:13;1.35882;1.35905;1.35906;0.00023;23.00000000;-1.04347826;10.00000000;0.43478261;-1.47826087;-1.69565217;STOP;GBPUSD_20250814_SHORT;1.13043478;1.04347826;2025.08.14 04:05:59;2025.08.14 04:13:35;4.000000;11.607567;2.17391304;1;2025.08.14 04:05:14;3.250000;0.52173913;1;2025.08.14 04:05:53;3.900000;0.52173913;0;;;;0;;;;0;;;;-1.04347826;1.13043478;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250915;2025.09.15 00:00;1.33332;8;1.35908;4;5;SHORT;2025.09.15 10:37;2025.09.15 10:42;2025.09.15 11:22;1.35902;1.35944;1.35945;0.00042;42.00000000;-1.02380952;10.00000000;0.23809524;-1.26190476;-1.38095238;STOP;GBPUSD_20250915_SHORT;2.88095238;1.02380952;2025.09.15 10:46:40;2025.09.15 11:22:26;4.197467;39.966817;3.90476190;1;2025.09.15 10:43:30;1.025400;0.04761905;1;2025.09.15 10:44:14;1.765433;0.04761905;1;2025.09.15 10:45:27;2.982083;0.04761905;0;;;;0;;;;-1.02380952;2.88095238;-1.02380952;2.88095238;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250925;2025.09.25 00:00;1.33332;16;1.37265;6;5;LONG;2025.09.25 20:22;2025.09.25 20:41;2025.09.25 21:09;1.33338;1.33265;1.33264;0.00073;73.00000000;-1.01369863;10.00000000;0.13698630;-1.15068493;-1.21917808;STOP;GBPUSD_20250925_LONG;0.54794521;1.01369863;2025.09.25 21:01:12;2025.09.25 21:09:26;19.600000;27.847550;1.56164384;1;2025.09.25 21:00:42;19.100000;0.58904110;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20251009;2025.10.09 00:00;1.33236;10;1.37265;16;5;LONG;2025.10.09 18:03;2025.10.09 18:03;2025.10.09 18:05;1.33242;1.33234;1.33232;0.00008;8.00000000;-1.25000000;10.00000000;1.25000000;-2.50000000;-3.12500000;STOP;GBPUSD_20251009_LONG;1.12500000;1.25000000;2025.10.09 18:04:15;2025.10.09 18:05:16;0.532083;1.554017;2.37500000;1;2025.10.09 18:03:59;0.269250;0.62500000;1;2025.10.09 18:04:05;0.363250;0.62500000;0;;;;0;;;;0;;;;-1.25000000;1.12500000;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20251029;2025.10.29 00:00;1.32477;1;1.35275;20;5;LONG;2025.10.28 16:45;2025.10.28 16:45;2025.10.29 08:10;1.32503;1.32476;1.32476;0.00027;27.00000000;-1.00000000;10.00000000;0.37037037;-1.37037037;-1.55555556;STOP;GBPUSD_20251028_LONG;15.18518519;1.00000000;2025.10.28 19:55:14;2025.10.29 08:10:03;189.468717;924.287317;16.18518519;1;2025.10.28 16:46:28;0.699700;0.37037037;1;2025.10.28 16:46:31;0.745350;0.37037037;1;2025.10.28 16:50:16;4.500850;0.37037037;1;2025.10.28 16:50:36;4.839400;0.37037037;1;2025.10.28 17:05:40;19.898717;0.62962963;-1.00000000;15.18518519;-1.00000000;15.18518519;-1.00000000;15.18518519;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20251210;2025.12.10 00:00;1.30379;14;1.33852;4;5;SHORT;2025.12.10 22:13;2025.12.10 22:14;2025.12.10 22:14;1.33845;1.33862;1.33866;0.00017;17.00000000;-1.23529412;10.00000000;0.58823529;-1.82352941;-2.11764706;STOP;GBPUSD_20251210_SHORT;0.00000000;1.23529412;;2025.12.10 22:14:27;;0.465967;1.23529412;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20251222;2025.12.22 00:00;1.30807;20;1.34561;4;5;SHORT;2025.12.22 16:35;2025.12.22 16:36;2025.12.22 16:36;1.34555;1.34563;1.34564;0.00008;8.00000000;-1.12500000;10.00000000;1.25000000;-2.37500000;-3.00000000;STOP;GBPUSD_20251222_SHORT;0.25000000;1.12500000;2025.12.22 16:36:15;2025.12.22 16:36:30;0.263150;0.502917;1.37500000;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;

