n_state,n_comp,effect,state_mean,comp_mean,p,state,state_family,feature,quintile,hour_block,horizon_bars,outcome,q,confirmation_n_state,confirmation_n_comp,confirmation_effect,confirmation_p,confirmation_q,confirmation_quarters_same_sign,quarter_details,valid_months,same_sign_months,required_same_sign_months,median_month_effect,minimum_effect,valid_months_pass,month_sign_pass,median_effect_pass,halves_pass,robust_pass,month_details,half_details
1256,65880,-0.3355623426496351,0.447452229299363,0.7830145719489982,4.685037581165527e-176,atr_slope12:Q5:H5,feature_quintile_x_server_4h_block,atr_slope12,5,5.0,6,move_ge_1atr,3.296562807111016e-175,1454,65477,-0.2905026721795418,1.0631469814499634e-148,6.744883308543211e-148,4,"{'1': {'effect': -0.31920160561715744, 'n_state': 452, 'same_sign': True}, '2': {'effect': -0.3917274218767428, 'n_state': 296, 'same_sign': True}, '3': {'effect': -0.2587863542827905, 'n_state': 323, 'same_sign': True}, '4': {'effect': -0.18719918059890728, 'n_state': 383, 'same_sign': True}}",12,12,9,-0.309917298836434,0.05,True,True,True,True,True,"{""1"": {""effect"": -0.23035824276720562, ""n_state"": 157, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": -0.3127739379635873, ""n_state"": 128, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": -0.1404729760478134, ""n_state"": 130, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": -0.14722869955156948, ""n_state"": 125, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": -0.4072071768615827, ""n_state"": 144, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": -0.3519462306104379, ""n_state"": 151, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": -0.30706065970928065, ""n_state"": 96, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": -0.40259931554673045, ""n_state"": 93, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": -0.44882834879249806, ""n_state"": 107, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": -0.38965355466498, ""n_state"": 73, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": -0.1666295057599405, ""n_state"": 100, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": -0.2608138839018552, ""n_state"": 150, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": -0.3503438977118941, ""minimum_effect_pass"": true, ""n_state"": 748, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": -0.22691524325973011, ""minimum_effect_pass"": true, ""n_state"": 706, ""same_sign"": true, ""sufficient"": true}}"
1152,65984,0.1485553736932859,0.9227430555555556,0.7741876818622696,3.402684337652456e-33,compression6_atr:Q1:H2,feature_quintile_x_server_4h_block,compression6_atr,1,2.0,6,move_ge_1atr,5.532936296939078e-33,1406,65525,0.1465108547170436,5.49385318277794e-38,9.407615848385237e-38,4,"{'1': {'effect': 0.15904041022865056, 'n_state': 246, 'same_sign': True}, '2': {'effect': 0.105074080168585, 'n_state': 401, 'same_sign': True}, '3': {'effect': 0.186881183762168, 'n_state': 307, 'same_sign': True}, '4': {'effect': 0.1418767614019305, 'n_state': 452, 'same_sign': True}}",12,12,9,0.1443897957183925,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.18895059364228262, ""n_state"": 84, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.17407526160841813, ""n_state"": 145, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.1043074491207272, ""n_state"": 140, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.13003741297452087, ""n_state"": 167, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.15852698828865464, ""n_state"": 99, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.1242812094231125, ""n_state"": 63, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.13025260314813036, ""n_state"": 127, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.08895397301011554, ""n_state"": 119, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.12618595825426948, ""n_state"": 155, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.20665214518221198, ""n_state"": 105, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.18579863002492136, ""n_state"": 93, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.18109741840650495, ""n_state"": 109, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.1311177002406314, ""minimum_effect_pass"": true, ""n_state"": 647, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.1592881661490373, ""minimum_effect_pass"": true, ""n_state"": 759, ""same_sign"": true, ""sufficient"": true}}"
1466,65670,0.1271306925299946,0.9010914051841746,0.77396071265418,6.530654110846557e-31,compression6_atr:Q1:H3,feature_quintile_x_server_4h_block,compression6_atr,1,3.0,6,move_ge_1atr,1.040067136171859e-30,1802,65129,0.1336716465157879,3.5429161131229644e-40,6.289488696232053e-40,4,"{'1': {'effect': 0.13341251971360113, 'n_state': 444, 'same_sign': True}, '2': {'effect': 0.11714461576461976, 'n_state': 408, 'same_sign': True}, '3': {'effect': 0.13515694163063618, 'n_state': 462, 'same_sign': True}, '4': {'effect': 0.13630896617166988, 'n_state': 488, 'same_sign': True}}",12,12,9,0.13222925394359386,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.12671943286407672, ""n_state"": 162, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.1113365537210792, ""n_state"": 196, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.14650717147668546, ""n_state"": 136, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.14130314130314137, ""n_state"": 156, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.09433198380566798, ""n_state"": 152, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.1923886031324048, ""n_state"": 130, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.06575361966759563, ""n_state"": 121, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.12514809785905623, ""n_state"": 171, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.19544722364754719, ""n_state"": 116, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.137739075023111, ""n_state"": 154, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.1663414484952288, ""n_state"": 122, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.12381524184804782, ""n_state"": 186, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.13179260085439137, ""minimum_effect_pass"": true, ""n_state"": 852, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.13512893982808027, ""minimum_effect_pass"": true, ""n_state"": 950, ""same_sign"": true, ""sufficient"": true}}"
12176,54960,0.075990590217805,0.8389454664914586,0.7629548762736535,3.682154723316327e-74,compression6_atr:Q2,feature_quintile,compression6_atr,2,,6,move_ge_1atr,9.076394126900757e-74,12133,54798,0.0847958073190334,2.838093761010222e-89,9.894975545143746e-89,4,"{'1': {'effect': 0.09186400183694698, 'n_state': 2779, 'same_sign': True}, '2': {'effect': 0.05105057626928766, 'n_state': 3040, 'same_sign': True}, '3': {'effect': 0.07403936109008236, 'n_state': 3093, 'same_sign': True}, '4': {'effect': 0.07536525891951329, 'n_state': 3221, 'same_sign': True}}",12,12,9,0.08263366912029751,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.09889955016063345, ""n_state"": 1048, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.07980957783258313, ""n_state"": 1067, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.08377367384643464, ""n_state"": 1087, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.06696914337084248, ""n_state"": 1067, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.09111219666384107, ""n_state"": 854, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.1238894885911388, ""n_state"": 877, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.06691127097556371, ""n_state"": 979, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.05832400859390008, ""n_state"": 1103, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.08499350140417339, ""n_state"": 958, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.07798517183620823, ""n_state"": 1079, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.08149366439416039, ""n_state"": 1012, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.10666712357396269, ""n_state"": 1002, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.08637306757453855, ""minimum_effect_pass"": true, ""n_state"": 5819, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.08316692062307196, ""minimum_effect_pass"": true, ""n_state"": 6314, ""same_sign"": true, ""sufficient"": true}}"
1056,66080,0.1113787695355491,0.8863636363636364,0.7749848668280872,6.536126756519656e-18,compression6_atr:Q2:H0,feature_quintile_x_server_4h_block,compression6_atr,2,0.0,6,move_ge_1atr,8.662606351962695e-18,1027,65904,0.1136034402995783,1.0973086523835445e-17,1.500559888595165e-17,4,"{'1': {'effect': 0.1555573228287508, 'n_state': 209, 'same_sign': True}, '2': {'effect': 0.0843667208049218, 'n_state': 271, 'same_sign': True}, '3': {'effect': 0.16796010910781678, 'n_state': 295, 'same_sign': True}, '4': {'effect': 0.04130592983155257, 'n_state': 252, 'same_sign': True}}",12,12,9,0.11943040802518079,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.11035286469395367, ""n_state"": 97, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.0056467209034754, ""n_state"": 82, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.03718762735814918, ""n_state"": 103, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.04651692716958433, ""n_state"": 67, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.21358243477505057, ""n_state"": 41, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.17996143309793744, ""n_state"": 71, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.0928869264673241, ""n_state"": 94, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.0641939326308757, ""n_state"": 97, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.1285079513564079, ""n_state"": 80, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.1360036054306799, ""n_state"": 122, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.21381123194594698, ""n_state"": 78, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.18310175438596488, ""n_state"": 95, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.1202714400544116, ""minimum_effect_pass"": true, ""n_state"": 480, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.10744398113206932, ""minimum_effect_pass"": true, ""n_state"": 547, ""same_sign"": true, ""sufficient"": true}}"
2103,65033,0.1470320284155235,0.919163100332858,0.7721310719173343,3.573123801763126e-57,compression6_atr:Q2:H2,feature_quintile_x_server_4h_block,compression6_atr,2,2.0,6,move_ge_1atr,6.553549342570284e-57,2208,64723,0.1500737913319347,1.0283317770612851e-60,2.327277179665013e-60,4,"{'1': {'effect': 0.1534865651565952, 'n_state': 492, 'same_sign': True}, '2': {'effect': 0.11988446858424717, 'n_state': 550, 'same_sign': True}, '3': {'effect': 0.16779595024095484, 'n_state': 537, 'same_sign': True}, '4': {'effect': 0.14555409824650223, 'n_state': 629, 'same_sign': True}}",12,12,9,0.1580724840418794,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.15541154687763004, ""n_state"": 195, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.1399982067605129, ""n_state"": 190, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.11882756542950723, ""n_state"": 206, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.16073342120612877, ""n_state"": 233, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.12515698900923178, ""n_state"": 165, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.1931775477435005, ""n_state"": 132, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.1102302154933733, ""n_state"": 171, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.11935830069549946, ""n_state"": 195, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.1648115195407448, ""n_state"": 184, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.1615911011207295, ""n_state"": 174, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.18674805103131842, ""n_state"": 163, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.173768115942029, ""n_state"": 200, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.14278282195607295, ""minimum_effect_pass"": true, ""n_state"": 1042, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.15636596719639295, ""minimum_effect_pass"": true, ""n_state"": 1166, ""same_sign"": true, ""sufficient"": true}}"
2200,64936,0.1490568055819996,0.9209090909090908,0.7718522853270913,3.039924696570171e-61,compression6_atr:Q2:H3,feature_quintile_x_server_4h_block,compression6_atr,2,3.0,6,move_ge_1atr,5.9718317643282025e-61,2289,64642,0.1186009880219541,6.883043581104223e-40,1.2163186602225271e-39,4,"{'1': {'effect': 0.12053908780998968, 'n_state': 562, 'same_sign': True}, '2': {'effect': 0.12060273498463503, 'n_state': 580, 'same_sign': True}, '3': {'effect': 0.10009960063082157, 'n_state': 514, 'same_sign': True}, '4': {'effect': 0.11900804338989879, 'n_state': 633, 'same_sign': True}}",12,12,9,0.11889174539712127,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.11996249682176452, ""n_state"": 207, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.11782099397247803, ""n_state"": 198, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.09966732252886656, ""n_state"": 217, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.12076554127101535, ""n_state"": 218, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.08723113993125686, ""n_state"": 184, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.16304531914681641, ""n_state"": 171, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.12049666201647347, ""n_state"": 177, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.1271449508737058, ""n_state"": 232, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.15111293650952662, ""n_state"": 171, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.10436258567479506, ""n_state"": 169, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.1063479319103382, ""n_state"": 187, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.1026153965197838, ""n_state"": 158, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.12753214702720006, ""minimum_effect_pass"": true, ""n_state"": 1142, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.10984366618516828, ""minimum_effect_pass"": true, ""n_state"": 1147, ""same_sign"": true, ""sufficient"": true}}"
12180,54956,0.1107639059448782,0.8674055829228243,0.756641676977946,2.03979938302836e-155,compression6_atr:Q3,feature_quintile,compression6_atr,3,,6,move_ge_1atr,1.2334411894249615e-154,12085,54846,0.0938314420709728,1.5042381664198137e-108,7.013736992824915e-108,4,"{'1': {'effect': 0.07794207123038654, 'n_state': 2978, 'same_sign': True}, '2': {'effect': 0.08540354223007296, 'n_state': 2960, 'same_sign': True}, '3': {'effect': 0.08554273412284119, 'n_state': 3151, 'same_sign': True}, '4': {'effect': 0.07301230503318046, 'n_state': 2996, 'same_sign': True}}",12,12,9,0.09388014033725162,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.08802749786157504, ""n_state"": 1112, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.06595776817456, ""n_state"": 1011, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.054861116167315815, ""n_state"": 975, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.09915345479110804, ""n_state"": 1010, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.10405552220606218, ""n_state"": 885, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.07769758202630661, ""n_state"": 981, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.09016781603399793, ""n_state"": 983, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.11898507546078407, ""n_state"": 1042, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.11792694401105241, ""n_state"": 935, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.095632173450939, ""n_state"": 1158, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.12024619457555374, ""n_state"": 968, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.09212810722356424, ""n_state"": 1025, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.09961138648910917, ""minimum_effect_pass"": true, ""n_state"": 5938, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.08826779293716891, ""minimum_effect_pass"": true, ""n_state"": 6147, ""same_sign"": true, ""sufficient"": true}}"
1052,66084,0.1572867968708106,0.9315589353612168,0.7742721384904061,5.4517646564562975e-34,compression6_atr:Q3:H0,feature_quintile_x_server_4h_block,compression6_atr,3,0.0,6,move_ge_1atr,9.133475853024189e-34,1048,65883,0.1306183770373411,2.6683883411052066e-23,3.956575816121513e-23,4,"{'1': {'effect': 0.14877338929276274, 'n_state': 216, 'same_sign': True}, '2': {'effect': 0.15254549981029286, 'n_state': 276, 'same_sign': True}, '3': {'effect': 0.14619352649478745, 'n_state': 302, 'same_sign': True}, '4': {'effect': 0.06652472803723297, 'n_state': 254, 'same_sign': True}}",12,12,9,0.13733099524178288,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.12383252818035428, ""n_state"": 90, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.045209720745807425, ""n_state"": 61, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.06732574273587988, ""n_state"": 96, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.05537534200198346, ""n_state"": 97, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.20135121226824282, ""n_state"": 54, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.13856373095503527, ""n_state"": 72, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.18291611316451806, ""n_state"": 81, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.16888586074881573, ""n_state"": 110, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.1360982595285305, ""n_state"": 85, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.12681940700808625, ""n_state"": 112, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.14621370933004052, ""n_state"": 97, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.1818861059675796, ""n_state"": 93, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.1562200628500996, ""minimum_effect_pass"": true, ""n_state"": 492, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.10765998664897103, ""minimum_effect_pass"": true, ""n_state"": 556, ""same_sign"": true, ""sufficient"": true}}"
2699,64437,0.1604278223380286,0.930715079659133,0.7702872573211044,1.3304107822828628e-85,compression6_atr:Q3:H2,feature_quintile_x_server_4h_block,compression6_atr,3,2.0,6,move_ge_1atr,3.991232346848589e-85,2719,64212,0.1329449636842211,2.7664159357223887e-58,5.947794261803135e-58,4,"{'1': {'effect': 0.1561511920526688, 'n_state': 713, 'same_sign': True}, '2': {'effect': 0.10883579830509071, 'n_state': 694, 'same_sign': True}, '3': {'effect': 0.1614508654301996, 'n_state': 655, 'same_sign': True}, '4': {'effect': 0.0878927108982408, 'n_state': 657, 'same_sign': True}}",12,12,9,0.1407380634700392,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.15389017528117355, ""n_state"": 266, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.07193880184807577, ""n_state"": 212, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.07640297498309678, ""n_state"": 203, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.0952851073108244, ""n_state"": 242, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.15086751635141082, ""n_state"": 238, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.17859980569327816, ""n_state"": 209, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.1196841825345174, ""n_state"": 218, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.13060861058866757, ""n_state"": 272, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.10863931858895637, ""n_state"": 204, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.165916017992907, ""n_state"": 248, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.17600403505453632, ""n_state"": 195, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.1632719474931832, ""n_state"": 212, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.14101024389313677, ""minimum_effect_pass"": true, ""n_state"": 1407, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.12477533686918607, ""minimum_effect_pass"": true, ""n_state"": 1312, ""same_sign"": true, ""sufficient"": true}}"
2412,64724,0.1554655650737106,0.9266169154228856,0.7711513503491749,1.8629636593554551e-72,compression6_atr:Q3:H3,feature_quintile_x_server_4h_block,compression6_atr,3,3.0,6,move_ge_1atr,4.5060433510660064e-72,2375,64556,0.1249007210386086,1.4042386857718622e-45,2.6380600553092753e-45,4,"{'1': {'effect': 0.1259938341835477, 'n_state': 618, 'same_sign': True}, '2': {'effect': 0.1382979453373031, 'n_state': 540, 'same_sign': True}, '3': {'effect': 0.10946994978818825, 'n_state': 609, 'same_sign': True}, '4': {'effect': 0.11424333227260208, 'n_state': 608, 'same_sign': True}}",12,12,9,0.1303222687689708,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.1158613672103852, ""n_state"": 226, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.08869437205323571, ""n_state"": 215, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.047834345875614526, ""n_state"": 193, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.18654545454545446, ""n_state"": 200, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.12312766085027282, ""n_state"": 187, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.14679125872988585, ""n_state"": 205, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.15606780608577586, ""n_state"": 190, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.11418102236678318, ""n_state"": 180, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.18080819387698, ""n_state"": 170, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.14607098598709922, ""n_state"": 220, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.13751687668766877, ""n_state"": 202, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.052593529730706745, ""n_state"": 187, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.1390483585856107, ""minimum_effect_pass"": true, ""n_state"": 1158, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.11139312588407924, ""minimum_effect_pass"": true, ""n_state"": 1217, ""same_sign"": true, ""sufficient"": true}}"
12212,54924,0.136376644135339,0.8883065836881756,0.7519299395528366,5.2299616494023384e-235,compression6_atr:Q4,feature_quintile,compression6_atr,4,,6,move_ge_1atr,3.9686179574876565e-234,11994,54937,0.1309467904796577,2.831319279738717e-208,2.1071549254978526e-207,4,"{'1': {'effect': 0.12081137184719715, 'n_state': 2912, 'same_sign': True}, '2': {'effect': 0.10324519821090483, 'n_state': 2978, 'same_sign': True}, '3': {'effect': 0.1114484232411026, 'n_state': 2996, 'same_sign': True}, '4': {'effect': 0.11468707365171016, 'n_state': 3108, 'same_sign': True}}",12,12,9,0.12739798252325713,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.13544358311800164, ""n_state"": 1035, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.11883874326380706, ""n_state"": 1136, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.10906721114819251, ""n_state"": 997, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.13981277981277973, ""n_state"": 975, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.12338634991924113, ""n_state"": 873, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.15734365907157888, ""n_state"": 1004, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.15041482646527593, ""n_state"": 1017, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.11287467537467533, ""n_state"": 962, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.12681796120567024, ""n_state"": 999, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.12539829461747942, ""n_state"": 1025, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.14091785950927238, ""n_state"": 985, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.127978003840844, ""n_state"": 986, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.13473751275109502, ""minimum_effect_pass"": true, ""n_state"": 5890, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.1273016520239424, ""minimum_effect_pass"": true, ""n_state"": 6104, ""same_sign"": true, ""sufficient"": true}}"
