family,feature,quintile,hour_block,horizon_bars,outcome,n_state,n_comp,effect,state_mean,comp_mean,p,q
abnormal_activity,gap_atr,1,5.0,24,move_ge_1atr,923,57166,0.08517939183709688,0.9772481040086674,0.8920687121715705,8.835944122069605e-17,9.169375975732608e-17
abnormal_activity,gap_atr,2,,24,move_ge_1atr,21193,36896,0.15984708679726145,0.9949511631198981,0.8351040763226366,0.0,0.0
abnormal_activity,gap_atr,2,0.0,24,move_ge_1atr,1950,56139,0.10709604046001198,0.9969230769230769,0.8898270364630649,2.6871980790823163e-51,4.618621698422731e-51
abnormal_activity,gap_atr,2,1.0,24,move_ge_1atr,4681,53408,0.11266601650873986,0.9970091860713522,0.8843431695626124,8.63562377090364e-127,3.166395382664668e-126
abnormal_activity,gap_atr,2,2.0,24,move_ge_1atr,4967,53122,0.11632289848059885,0.9997986712301188,0.8834757727495199,2.1505528833026536e-142,8.44860061297471e-142
abnormal_activity,gap_atr,2,3.0,24,move_ge_1atr,3882,54207,0.11393429486014295,0.9997424008243173,0.8858081059641744,2.062086420309881e-109,5.969197532475972e-109
abnormal_activity,gap_atr,2,4.0,24,move_ge_1atr,3419,54670,0.10205520394027867,0.9894706054401872,0.8874154014999085,1.5811575383956171e-78,4.348183230587947e-78
abnormal_activity,gap_atr,2,5.0,24,move_ge_1atr,2294,55795,0.08872147877868708,0.9786399302528335,0.8899184514741464,1.6445437539351988e-41,2.319228370934255e-41
abnormal_activity,gap_atr,4,,24,move_ge_1atr,10617,47472,0.1226917253964277,0.9936893661109542,0.8709976407145265,2.9975786742129246e-300,1.8318536342412318e-299
abnormal_activity,gap_atr,4,0.0,24,move_ge_1atr,832,57257,0.09959079994921682,0.9915865384615384,0.8919957385123216,2.4094979836257195e-20,2.59847821763558e-20
abnormal_activity,gap_atr,4,1.0,24,move_ge_1atr,2235,55854,0.10572391154983884,0.9950782997762864,0.8893543882264475,8.321197489654713e-57,1.5255528731033642e-56
abnormal_activity,gap_atr,4,2.0,24,move_ge_1atr,2510,55579,0.1105581954375413,0.999203187250996,0.8886449918134547,5.168730057037492e-69,1.1845006380710918e-68
abnormal_activity,gap_atr,4,3.0,24,move_ge_1atr,1856,56233,0.10953891927184733,0.9994612068965517,0.8899222876247044,3.623130980204003e-51,6.038551633673339e-51
abnormal_activity,gap_atr,4,4.0,24,move_ge_1atr,1951,56138,0.09861364555993934,0.9887237314197848,0.8901100858598454,8.77221602826955e-44,1.3401996709856258e-43
abnormal_activity,gap_atr,4,5.0,24,move_ge_1atr,1233,56856,0.08900228416724953,0.9805352798053528,0.8915329956381033,1.2466703613449475e-23,1.3713373974794422e-23
abnormal_activity,gap_atr,5,,24,move_ge_1atr,16144,41945,-0.36581477307404187,0.6292740336967294,0.9950888067707713,0.0,0.0
abnormal_activity,gap_atr,5,0.0,24,move_ge_1atr,5004,53085,-0.6198826866734926,0.3269384492406075,0.9468211359141,0.0,0.0
abnormal_activity,gap_atr,5,1.0,24,move_ge_1atr,2736,55353,0.0746401841640939,0.964546783625731,0.8899065994616371,4.827243527631922e-35,6.321390333803708e-35
abnormal_activity,gap_atr,5,2.0,24,move_ge_1atr,2383,55706,0.11069945039525364,0.9995803608896349,0.8888809104943812,6.347108940219975e-66,1.3426576604311488e-65
abnormal_activity,gap_atr,5,4.0,24,move_ge_1atr,2963,55126,-0.5818952008682738,0.3412082348970638,0.9231034357653376,0.0,0.0
abnormal_activity,gap_atr,5,5.0,24,move_ge_1atr,1288,56801,-0.2062245672780889,0.6917701863354038,0.8979947536134927,2.383628642615648e-124,8.19372345899129e-124
abnormal_activity,tickvol_z48,1,1.0,24,mean_fwd_ret_atr,1699,50435,-0.23849591504525144,-0.0562045047622701,0.18229141028298135,0.009019790269340666,0.03337322399656047
abnormal_activity,tickvol_z48,1,4.0,24,mean_fwd_ret_atr,1109,51025,0.19319963472487667,0.36360891521594163,0.17040928049106496,0.0010867678692917822,0.00670173519396599
abnormal_activity,tickvol_z48,3,1.0,24,mean_fwd_ret_atr,2337,49797,0.3023374093823007,0.4633036367637529,0.16096622738145225,5.673456528947649e-06,0.00010495894578553151
abnormal_activity,tickvol_z48,4,4.0,24,mean_fwd_ret_atr,887,51247,-0.45512397380323766,-0.2728615195738568,0.18226245422938084,4.678596817862425e-05,0.0004327702056522743
abnormal_activity,tickvol_z48,5,2.0,24,mean_fwd_ret_atr,3982,48152,0.15976711763516294,0.32208313331797744,0.1623160156828145,0.013044081730719406,0.03712546338743215
abnormal_activity,tickvol_z48,5,3.0,24,mean_fwd_ret_atr,1684,50450,-0.5680849672056357,-0.37521599669108935,0.1928689705145464,9.015312799407421e-07,3.335665735780746e-05
