run_stage,symbol,asset_class,commission_rule,swap_mode,day_key,broker_day_start,side,signal_time,entry_time,exit_time,entry,entry_breakout_level,entry_channel_opposite,n20_entry,initial_stop,exit_channel_level,exit,initial_risk_price,risk_money_1lot_usd,gross_r,commission_usd_1lot,commission_r,net_r,net_r_commission_x1_5,exit_reason,trade_id,mfe_r,mae_r,mfe_time,mae_time,time_to_mfe_minutes,time_to_mae_minutes,max_retracement_from_mfe_r,reached_0_5r,first_touch_0_5r_time,time_to_0_5r_minutes,mae_before_0_5r,reached_1r,first_touch_1r_time,time_to_1r_minutes,mae_before_1r,reached_2r,first_touch_2r_time,time_to_2r_minutes,mae_before_2r,reached_3r,first_touch_3r_time,time_to_3r_minutes,mae_before_3r,reached_5r,first_touch_5r_time,time_to_5r_minutes,mae_before_5r,min_r_after_first_1r_before_exit,max_r_after_first_1r_before_exit,min_r_after_first_2r_before_exit,max_r_after_first_2r_before_exit,min_r_after_first_3r_before_exit,max_r_after_first_3r_before_exit,path_ambiguous,path_ambiguity_reason,duration_minutes
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250613,2025.06.13 00:00,LONG,2025.06.10 14:42,2025.06.10 14:42,2025.06.13 04:11,2787.11,2787.04,2345.80,164.37,2458.37,2380.56,2458.22,328.74,328.74000000,-1.00045629,2.09813200,0.00638234,-1.00683863,-1.01002980,STOP,ETHUSD_20250610_LONG,0.27675367,1.00045629,2025.06.11 18:38:42,2025.06.13 04:11:40,1676.207800,3689.161083,1.27720995,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,3689.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250624,2025.06.24 00:00,LONG,2025.06.13 03:06,2025.06.13 03:06,2025.06.24 16:37,3403.51,3403.51,3154.23,61.43,3280.66,3301.81,3301.80,122.85,12285.20000000,-0.82790675,10.72849600,0.00087329,-0.82878004,-0.82921668,DONCHIAN_EXIT,XAUUSD_20250613_LONG,0.38835347,0.82790675,2025.06.16 03:27:43,2025.06.24 16:37:38,4341.019383,16650.943783,1.21626022,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,16651.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250624,2025.06.24 00:00,SHORT,2025.06.19 05:33,2025.06.19 05:33,2025.06.24 07:47,1.33907,1.33908,1.36324,0.00900,1.35707,1.36324,1.35708,0.01800,1800.20000000,-1.00044440,10.00000000,0.00555494,-1.00599933,-1.00877680,STOP,GBPUSD_20250619_SHORT,0.11054327,1.00044440,2025.06.23 12:32:38,2025.06.24 07:47:30,6179.232817,7334.083333,1.11098767,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,7334.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250702,2025.07.02 00:00,SHORT,2025.06.20 20:37,2025.06.20 20:37,2025.07.02 20:00,2380.49,2380.56,2878.09,155.06,2690.60,2566.46,2566.54,310.11,310.11000000,-0.59994841,1.97881200,0.00638100,-0.60632941,-0.60951991,DONCHIAN_EXIT,ETHUSD_20250620_SHORT,0.66692464,0.59994841,2025.06.23 00:39:39,2025.07.02 20:00:17,3122.199133,17242.840883,1.26687305,1,2025.06.23 00:00:00,3082.544600,0.18670794,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,17243.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250624,2025.06.24 00:00,SHORT,2025.06.23 00:00,2025.06.23 00:00,2025.06.24 19:59,99542.59,100296.14,110669.45,3289.56,106121.70,110631.95,106122.82,6579.11,6579.11000000,-1.00017024,82.26616400,0.01250415,-1.01267438,-1.01892646,STOP,BTCUSD_20250623_SHORT,0.08610739,1.00017024,2025.06.23 00:39:37,2025.06.24 19:59:23,39.629200,2639.391883,1.08627763,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,2639.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250626,2025.06.26 00:00,LONG,2025.06.23 00:00,2025.06.23 00:00,2025.06.26 10:49,146.754,146.285,142.115,1.373,144.008,142.794,144.008,2.746,1906.77000000,-1.00003671,10.00000000,0.00524447,-1.00528118,-1.00790342,STOP,USDJPY_20250623_LONG,0.45206816,1.00003671,2025.06.23 14:07:40,2025.06.26 10:49:39,847.674683,4969.652533,1.45210487,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,4969.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250711,2025.07.11 00:00,LONG,2025.06.24 17:23,2025.06.24 17:23,2025.07.11 14:00,1.36324,1.36324,1.33704,0.00931,1.34462,1.35255,1.35255,0.01862,1862.20000000,-0.57405220,10.00000000,0.00536999,-0.57942219,-0.58210719,DONCHIAN_EXIT,GBPUSD_20250624_LONG,0.83986682,0.57405220,2025.07.01 13:14:13,2025.07.08 17:24:15,9830.309067,20160.345917,1.41391902,1,2025.06.26 10:09:19,2445.425717,0.22339169,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,24277.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250711,2025.07.11 00:00,SHORT,2025.06.27 15:36,2025.06.27 15:36,2025.07.11 18:15,3271.54,3271.54,3451.22,52.40,3376.33,3365.78,3365.79,104.79,10479.00000000,-0.89941788,10.61972800,0.00101343,-0.90043131,-0.90093803,DONCHIAN_EXIT,XAUUSD_20250627_SHORT,0.21099342,0.90199447,2025.06.30 01:29:40,2025.07.03 01:28:14,3472.990500,7791.548817,1.11298788,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,20319.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250801,2025.08.01 00:00,LONG,2025.07.09 22:37,2025.07.09 22:37,2025.08.01 03:51,110476.37,110471.98,98940.40,2893.80,104688.76,114659.04,114653.72,5787.61,5787.61000000,0.72177462,90.05203600,0.01555945,0.70621517,0.69843544,DONCHIAN_EXIT,BTCUSD_20250709_LONG,2.20723407,0.00970349,2025.07.14 10:38:42,2025.07.10 16:43:39,6481.399017,1086.356850,1.48545946,1,2025.07.10 20:14:35,1297.280633,0.00970349,1,2025.07.11 00:19:28,1542.176317,0.00970349,1,2025.07.14 08:22:41,6345.383767,0.00970349,0,,,,0,,,,0.72177462,2.20723407,0.72177462,2.20723407,,,0,,31994.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250804,2025.08.04 00:00,LONG,2025.07.10 20:09,2025.07.10 20:09,2025.08.04 00:05,2827.84,2827.84,2170.92,148.27,2531.30,3488.24,3488.21,296.54,296.54000000,2.22691711,2.52642000,0.00851966,2.21839745,2.21413762,DONCHIAN_EXIT,ETHUSD_20250710_LONG,3.74276657,0.12113037,2025.07.28 08:53:39,2025.07.10 21:39:15,25243.996517,89.591767,1.51584946,1,2025.07.11 00:42:40,273.008167,0.12113037,1,2025.07.16 02:02:29,7552.822967,0.12113037,1,2025.07.17 09:24:37,9434.958883,0.12113037,1,2025.07.21 00:00:00,14630.329867,0.12113037,0,,,,0.90955689,3.74276657,1.79618264,3.74276657,2.22691711,3.74276657,0,,34796.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250814,2025.08.14 00:00,LONG,2025.07.15 15:38,2025.07.15 15:38,2025.08.14 03:55,148.030,148.030,142.683,1.248,145.535,146.619,146.619,2.495,1714.43000000,-0.56132942,10.00000000,0.00583284,-0.56716226,-0.57007869,DONCHIAN_EXIT,USDJPY_20250715_LONG,1.11732179,0.86939099,2025.08.01 04:47:15,2025.07.24 04:43:40,23828.586733,12305.004917,1.67865121,1,2025.07.30 21:53:15,21974.596250,0.86939099,1,2025.07.31 17:02:39,23123.989583,0.86939099,0,,,,0,,,,0,,,,-0.56132942,1.11732179,,,,,0,,42497.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250723,2025.07.23 00:00,SHORT,2025.07.16 16:47,2025.07.16 16:47,2025.07.23 17:54,1.33704,1.33704,1.37888,0.00951,1.35605,1.36198,1.35611,0.01901,1901.00000000,-1.00315623,10.00000000,0.00526039,-1.00841662,-1.01104682,STOP,GBPUSD_20250716_SHORT,0.02630195,1.00315623,2025.07.16 16:49:42,2025.07.23 17:54:38,2.078800,10147.022483,1.02945818,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,10147.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250728,2025.07.28 00:00,LONG,2025.07.21 16:47,2025.07.21 16:47,2025.07.28 16:53,3394.98,3394.97,3249.15,45.03,3304.92,3309.76,3309.74,90.06,9006.20000000,-0.94645911,10.72755200,0.00119113,-0.94765024,-0.94824580,DONCHIAN_EXIT,XAUUSD_20250721_LONG,0.48755302,0.94645911,2025.07.23 03:24:41,2025.07.28 16:53:39,2077.637867,10086.605283,1.43401212,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,10086.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250811,2025.08.11 00:00,SHORT,2025.07.28 20:42,2025.07.28 20:42,2025.08.11 05:20,1.33648,1.33650,1.37888,0.00888,1.35424,1.34588,1.34589,0.01776,1775.90000000,-0.52987218,10.00000000,0.00563095,-0.53550313,-0.53831860,DONCHIAN_EXIT,GBPUSD_20250728_SHORT,1.26921561,0.53043527,2025.08.01 15:30:16,2025.08.08 20:59:15,5447.854050,15856.849150,1.79965088,1,2025.07.30 16:57:40,2655.266117,0.12050228,1,2025.07.31 17:00:30,4098.091433,0.12050228,0,,,,0,,,,0,,,,-0.53043527,1.26921561,,,,,0,,19238.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250813,2025.08.13 00:00,SHORT,2025.07.29 09:34,2025.07.29 09:34,2025.08.13 10:09,1.15562,1.15563,1.18299,0.00824,1.17209,1.16990,1.16990,0.01647,1647.40000000,-0.86682044,10.00000000,0.00607017,-0.87289062,-0.87592570,DONCHIAN_EXIT,EURUSD_20250729_SHORT,0.99854316,0.86742746,2025.08.01 15:26:40,2025.08.07 11:04:39,4671.994783,13049.981400,1.86597062,1,2025.07.30 15:57:27,1822.787117,0.19545951,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,21635.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250804,2025.08.04 00:00,SHORT,2025.07.30 21:52,2025.07.30 21:52,2025.08.04 01:00,3282.68,3282.68,3438.89,42.43,3367.55,3438.89,3367.57,84.87,8486.60000000,-1.00028280,10.64040000,0.00125379,-1.00153659,-1.00216348,STOP,XAUUSD_20250730_SHORT,0.16920793,1.00028280,2025.07.30 22:37:42,2025.08.04 01:00:30,45.034267,5947.837000,1.16949073,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,5948.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250922,2025.09.22 00:00,LONG,2025.08.08 06:22,2025.08.08 06:22,2025.09.22 05:32,3937.96,3937.72,2813.66,217.45,3503.06,4275.86,4275.76,434.90,434.90000000,0.77673028,3.28548800,0.00755458,0.76917570,0.76539841,DONCHIAN_EXIT,ETHUSD_20250808_LONG,2.13819269,0.12651184,2025.08.22 23:46:15,2025.08.08 12:27:15,21203.630583,364.625000,1.68431823,1,2025.08.11 00:00:00,3937.364633,0.12651184,1,2025.08.12 15:39:45,6317.128267,0.12651184,1,2025.08.22 20:14:30,20991.876733,0.12651184,0,,,,0,,,,0.28454817,2.13819269,0.62124626,2.13819269,,,0,,64750.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250818,2025.08.18 00:00,LONG,2025.08.13 22:21,2025.08.13 22:21,2025.08.18 05:07,122304.38,122303.16,112640.74,3084.52,116135.34,112640.74,116133.52,6169.04,6169.04000000,-1.00029502,95.37516000,0.01546029,-1.01575531,-1.02348546,STOP,BTCUSD_20250813_LONG,0.36134471,1.00029502,2025.08.14 03:32:42,2025.08.18 05:07:01,311.208600,6165.529567,1.36163974,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,6166.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250821,2025.08.21 00:00,LONG,2025.08.14 04:00,2025.08.14 04:00,2025.08.21 18:11,1.35889,1.35889,1.31388,0.00891,1.34107,1.33458,1.34106,0.01782,1782.30000000,-1.00039275,10.00000000,0.00561073,-1.00600348,-1.00880884,STOP,GBPUSD_20250814_LONG,0.03422544,1.00039275,2025.08.14 13:27:34,2025.08.21 18:11:41,566.920667,10931.035083,1.03461819,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,10931.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250910,2025.09.10 00:00,SHORT,2025.08.20 04:38,2025.08.20 04:38,2025.09.10 15:31,112637.98,112640.74,124533.53,3257.51,119152.99,113466.57,113467.26,6515.01,6515.02000000,-0.12728741,90.44209600,0.01388209,-0.14116950,-0.14811054,DONCHIAN_EXIT,BTCUSD_20250820_SHORT,0.82138965,0.73669459,2025.09.01 08:19:17,2025.08.22 21:14:15,17500.675483,3875.643433,0.94867706,1,2025.08.26 00:31:31,8392.909583,0.73669459,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,30893.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20251027,2025.10.27 00:00,LONG,2025.08.28 15:08,2025.08.28 15:08,2025.10.27 17:08,3408.38,3408.37,3273.77,37.47,3333.44,4003.06,4003.05,74.94,7494.40000000,7.93485803,11.85828800,0.00158229,7.93327574,7.93248460,DONCHIAN_EXIT,XAUUSD_20250828_LONG,12.98262703,0.18947481,2025.10.20 22:59:15,2025.08.28 16:07:15,76790.602333,58.601917,5.04776900,1,2025.08.29 18:22:31,1633.869000,0.18947481,1,2025.09.01 05:57:38,5208.974917,0.18947481,1,2025.09.03 16:28:20,8719.682733,0.18947481,1,2025.09.08 16:45:29,15936.831683,0.18947481,1,2025.09.23 12:12:19,37263.668533,0.18947481,0.77417805,12.98262703,1.37315863,12.98262703,2.72350021,12.98262703,0,,86520.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250909,2025.09.09 00:00,LONG,2025.09.02 11:07,2025.09.02 11:07,2025.09.09 11:30,148.778,148.778,146.215,1.057,146.664,146.662,146.657,2.114,1441.39000000,-1.00335787,10.00000000,0.00693775,-1.01029562,-1.01376449,STOP_AND_DONCHIAN,USDJPY_20250902_LONG,0.16793512,1.00335787,2025.09.03 10:23:41,2025.09.09 11:30:05,1396.029700,10102.430183,1.17129299,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,10103.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250925,2025.09.25 00:00,LONG,2025.09.05 15:30,2025.09.05 15:30,2025.09.25 20:25,1.17427,1.17427,1.15741,0.00748,1.15931,1.16574,1.16574,0.01496,1495.80000000,-0.57026340,10.00000000,0.00668539,-0.57694879,-0.58029148,DONCHIAN_EXIT,EURUSD_20250905_LONG,1.17796497,0.57026340,2025.09.17 21:09:16,2025.09.11 15:30:16,17618.617900,8639.617900,1.74822837,1,2025.09.16 12:47:35,15676.941983,0.57026340,1,2025.09.17 21:03:38,17612.986367,0.57026340,0,,,,0,,,,0,,,,-0.57026340,1.17796497,,,,,0,,29095.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250922,2025.09.22 00:00,LONG,2025.09.15 10:37,2025.09.15 10:37,2025.09.22 00:16,1.35908,1.35908,1.33332,0.00834,1.34240,1.34630,1.34629,0.01668,1667.60000000,-0.76697050,10.00000000,0.00599664,-0.77296714,-0.77596546,DONCHIAN_EXIT,GBPUSD_20250915_LONG,0.81374430,0.76697050,2025.09.17 21:09:16,2025.09.22 00:16:59,3512.175300,9459.887050,1.58071480,1,2025.09.17 21:00:16,3503.177783,0.07915567,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,9459.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250924,2025.09.24 00:00,SHORT,2025.09.16 20:12,2025.09.16 20:12,2025.09.24 13:12,146.308,146.308,149.139,1.087,148.481,148.376,148.377,2.173,1463.62000000,-0.95271997,10.00000000,0.00683237,-0.95955234,-0.96296853,DONCHIAN_EXIT,USDJPY_20250916_SHORT,0.38320056,0.95589702,2025.09.17 21:09:43,2025.09.22 06:00:40,1497.636750,7788.586867,1.33909758,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,11100.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250924,2025.09.24 00:00,LONG,2025.09.18 06:07,2025.09.18 06:07,2025.09.24 07:11,117410.79,117410.67,107259.90,3151.44,111107.91,110919.78,111107.61,6302.88,6302.88000000,-1.00004760,91.40736000,0.01450248,-1.01455007,-1.02180131,STOP,BTCUSD_20250918_LONG,0.08801056,1.00004760,2025.09.18 21:16:17,2025.09.24 07:11:40,908.629350,8704.011067,1.08805816,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,8704.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20251006,2025.10.06 00:00,SHORT,2025.09.22 09:00,2025.09.22 09:00,2025.10.06 14:30,4206.93,4208.14,4822.73,208.50,4623.94,4590.53,4590.60,417.01,417.01000000,-0.92004988,3.51901200,0.00843868,-0.92848855,-0.93270789,DONCHIAN_EXIT,ETHUSD_20250922_SHORT,0.92494185,0.92120093,2025.09.25 20:57:40,2025.10.03 19:37:43,5037.384067,16477.426817,1.84614278,1,2025.09.25 07:53:19,4253.040717,0.04875183,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,20490.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20251001,2025.10.01 00:00,LONG,2025.09.25 15:32,2025.09.25 15:32,2025.10.01 11:36,149.139,149.139,145.481,1.086,146.968,145.481,146.965,2.171,1477.26000000,-1.00135386,10.00000000,0.00676929,-1.00812315,-1.01150779,STOP,USDJPY_20250925_LONG,0.36925795,1.00135386,2025.09.26 02:30:40,2025.10.01 11:36:05,658.174683,8403.578617,1.37061181,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,8404.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20251001,2025.10.01 00:00,SHORT,2025.09.25 20:22,2025.09.25 20:22,2025.10.01 15:17,1.33324,1.33332,1.37265,0.00869,1.35062,1.37265,1.35063,0.01738,1738.30000000,-1.00040269,10.00000000,0.00575275,-1.00615544,-1.00903181,STOP,GBPUSD_20250925_SHORT,0.04774780,1.00040269,2025.09.25 21:11:41,2025.10.01 15:17:38,49.191300,8335.137767,1.04815049,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,8335.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20251014,2025.10.14 00:00,LONG,2025.10.01 19:37,2025.10.01 19:37,2025.10.14 08:35,117968.52,117965.51,108615.88,2737.08,112494.36,112697.50,112695.90,5474.16,5474.16000000,-0.96318339,92.26576800,0.01685478,-0.98003817,-0.98846556,DONCHIAN_EXIT,BTCUSD_20251001_LONG,1.50526108,0.96318339,2025.10.06 21:58:15,2025.10.14 08:35:20,7340.930183,18058.014500,2.46844447,1,2025.10.02 22:05:20,1588.012433,0.22696816,1,2025.10.03 19:21:41,2864.364667,0.22696816,0,,,,0,,,,0,,,,-0.96318339,1.50526108,,,,,0,,18058.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20251204,2025.12.04 00:00,LONG,2025.10.06 06:12,2025.10.06 06:12,2025.12.04 13:05,149.958,149.957,145.481,1.062,147.835,154.664,154.664,2.123,1436.33000000,2.11839898,10.00000000,0.00696219,2.11143679,2.10795569,DONCHIAN_EXIT,USDJPY_20251006_LONG,3.49930726,0.27032785,2025.11.20 17:42:14,2025.10.17 10:21:16,65489.597633,16088.619733,1.77789227,1,2025.10.07 17:06:18,2093.667817,0.09483893,1,2025.10.08 03:00:41,2688.045567,0.09483893,1,2025.10.30 16:06:31,35153.878550,0.27032785,1,2025.11.19 17:07:05,64014.447050,0.27032785,0,,,,-0.27032785,3.49930726,1.30342609,3.49930726,2.11839898,3.49930726,0,,85373.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20251009,2025.10.09 00:00,LONG,2025.10.06 18:22,2025.10.06 18:22,2025.10.09 17:36,4692.41,4692.40,3820.67,194.89,4302.63,3820.67,4302.61,389.78,389.78000000,-1.00005131,3.59800800,0.00923087,-1.00928218,-1.01389761,STOP,ETHUSD_20251006_LONG,0.15821746,1.00005131,2025.10.07 16:28:15,2025.10.09 17:36:39,1325.605400,4274.011500,1.15826877,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,4274.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20251113,2025.11.13 00:00,SHORT,2025.10.08 03:20,2025.10.08 03:20,2025.11.13 17:36,1.16455,1.16455,1.19189,0.00730,1.17915,1.16375,1.16377,0.01460,1459.50000000,0.05344296,10.00000000,0.00685166,0.04659130,0.04316547,DONCHIAN_EXIT,EURUSD_20251008_SHORT,1.21137376,0.56868791,2025.11.05 16:03:39,2025.10.17 08:57:14,41082.995983,13296.567700,1.27646454,1,2025.10.09 18:06:29,2325.816933,0.04179514,1,2025.11.04 03:29:02,38888.378433,0.56868791,0,,,,0,,,,0,,,,0.05344296,1.21137376,,,,,0,,52696.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20251126,2025.11.26 00:00,SHORT,2025.10.09 18:03,2025.10.09 18:03,2025.11.26 15:22,1.33235,1.33236,1.37265,0.00850,1.34934,1.32160,1.32160,0.01699,1699.10000000,0.63268789,10.00000000,0.00588547,0.62680242,0.62385969,DONCHIAN_EXIT,GBPUSD_20251009_SHORT,1.84215173,0.87281502,2025.11.05 03:26:05,2025.10.17 09:17:40,38002.404350,10993.994333,1.31128244,1,2025.10.29 08:17:39,28213.964683,0.87281502,1,2025.10.29 21:39:32,29015.855783,0.87281502,0,,,,0,,,,0,,,,0.61444294,1.84215173,,,,,0,,68959.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20251027,2025.10.27 00:00,SHORT,2025.10.16 18:49,2025.10.16 18:49,2025.10.27 09:48,108614.00,108615.88,126208.56,3863.33,116340.66,115967.17,115967.42,7726.66,7726.66000000,-0.95169452,89.83256800,0.01162631,-0.96332084,-0.96913399,DONCHIAN_EXIT,BTCUSD_20251016_SHORT,0.65582412,0.95169452,2025.10.17 13:23:42,2025.10.27 09:48:36,1114.078267,15298.989967,1.60751864,1,2025.10.17 11:16:29,986.871267,0.08693795,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,15299.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20251203,2025.12.03 00:00,SHORT,2025.10.17 09:47,2025.10.17 09:47,2025.12.03 16:42,3820.59,3820.67,4754.08,267.96,4356.51,3128.24,3128.31,535.92,535.92000000,1.29175996,2.77956000,0.00518652,1.28657344,1.28398018,DONCHIAN_EXIT,ETHUSD_20251017_SHORT,2.23731154,0.80491491,2025.11.21 14:24:43,2025.10.27 08:28:42,50677.056683,14321.040967,1.12485072,1,2025.11.03 23:17:39,25289.994100,0.80491491,1,2025.11.04 20:33:19,26565.661283,0.80491491,1,2025.11.21 09:30:39,50383.003617,0.80491491,0,,,,0,,,,0.30482162,2.23731154,1.29175996,2.23731154,,,0,,68095.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20251203,2025.12.03 00:00,SHORT,2025.11.04 16:30,2025.11.04 16:30,2025.12.03 06:58,103519.16,103520.08,125299.44,4741.32,113001.80,93401.21,93403.39,9482.64,9482.64000000,1.06676727,78.76902000,0.00830666,1.05846062,1.05430729,DONCHIAN_EXIT,BTCUSD_20251104_SHORT,2.41619106,0.42134363,2025.11.21 14:29:16,2025.11.11 03:22:15,24358.561917,9291.554533,1.34942379,1,2025.11.13 20:29:04,13198.362150,0.42134363,1,2025.11.17 00:00:00,17729.291917,0.42134363,1,2025.11.21 09:33:22,24062.669017,0.42134363,0,,,,0,,,,0.78851459,2.41619106,1.06676727,2.41619106,,,0,,41188.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20251230,2025.12.30 00:00,LONG,2025.11.27 00:27,2025.11.27 00:27,2025.12.30 23:59,1.32439,1.32438,1.30100,0.00814,1.30810,1.33117,1.34663,0.01629,1628.50000000,1.36567393,10.00000000,0.00614062,1.35953331,1.35646300,TEST_END,GBPUSD_20251127_LONG,1.78385017,0.39484188,2025.12.24 04:23:34,2025.12.02 19:11:15,39116.566667,8324.260867,0.88670556,1,2025.12.03 17:27:05,9660.087300,0.39484188,1,2025.12.11 15:49:31,21082.527017,0.39484188,0,,,,0,,,,0,,,,0.41633405,1.78385017,,,,,0,,48932.000000
