interval_id,target_symbol,currency,research_profile,mask_start_server_epoch,mask_end_server_epoch,source_event_ids
284,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1731515100,1731515700,191644;191656;191668;191960;191972
285,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1731601500,1731602100,191596;220581
286,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1731610500,1731611100,218247
287,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1731624900,1731625500,225344
288,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1731687900,1731688500,195010;195022
289,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1732127100,1732127700,219207
290,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1732206300,1732206900,192009;220582
291,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1732211700,1732212300,189042
292,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1732643700,1732644300,192222;194986
293,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1732724700,1732725300,195046;197689;197760;220583
294,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1732729200,1732729800,220569
295,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1732730100,1732730700,197629;197639
296,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1732731900,1732732500,219854
297,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1733161200,1733161800,224549
298,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1733162100,1733162700,196376;196378
299,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1733248500,1733249100,191837
300,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1733328600,1733329200,188896
301,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1733334000,1733334600,224778
302,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1733334900,1733335500,196381;196394
303,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1733336700,1733337300,220781
304,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1733348100,1733348700,230526
305,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1733415900,1733416500,224309
306,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1733502300,1733502900,191765;191777;191801
307,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1733934300,1733934900,191645;191657;191669;191961;191973
