state,outcome,btcusdt_2024_all_n,btcusdt_2024_all_effect,btcusdt_2024_h1_n,btcusdt_2024_h1_effect,btcusdt_2024_h2_n,btcusdt_2024_h2_effect,ethusdt_2024_all_n,ethusdt_2024_all_effect,ethusdt_2024_h1_n,ethusdt_2024_h1_effect,ethusdt_2024_h2_n,ethusdt_2024_h2_effect,discovery_counts_ok,discovery_same_sign_all_blocks,discovery_sign,discovery_worst_abs_effect,discovery_eligible
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q4 & oi_change_1h_pct=Q4,direction_1h_atr,1294,-0.02866122099490263,631,0.04624843094778333,663,-0.0994350851757853,1279,0.049270882365261406,612,0.10742584401717889,667,-0.0021186152928567223,True,False,0,0.0021186152928567223,False
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q4 & oi_change_1h_pct=Q4,up_first_1atr_1h,1266,0.009737375539551063,614,-0.002677035539688899,652,0.021372981210764586,1247,-0.006982554281268538,599,0.007361781913022669,648,-0.020255928943028967,True,False,0,0.002677035539688899,False
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q4 & oi_change_1h_pct=Q5,direction_1h_atr,1327,-0.2120390229253443,653,-0.2723908689657331,674,-0.15328739940397146,1268,-0.12849209636101425,572,-0.1409186119490058,696,-0.1136639217736272,True,True,-1,0.1136639217736272,True
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q4 & oi_change_1h_pct=Q5,up_first_1atr_1h,1298,0.0026283708002145523,631,-0.012802631125001518,667,0.017176459839548408,1232,-0.029445556395433448,555,-0.008655905223195315,677,-0.04652468908672758,True,False,0,0.0026283708002145523,False
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q1,direction_1h_atr,1302,-0.1374499438285817,674,-0.23773604296042408,628,-0.031002895409589656,1264,-0.042295302457391604,628,-0.06299679474744439,636,-0.021815830861866684,True,True,-1,0.021815830861866684,True
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q1,up_first_1atr_1h,1275,0.008510723741391002,659,0.003078897099340727,616,0.014421343891029115,1237,0.028493372097254166,613,0.02524912541919261,624,0.03167901882525215,True,True,1,0.003078897099340727,True
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q2,direction_1h_atr,983,-0.13522232728519673,475,-0.04028557112556502,508,-0.22323742581894573,944,-0.12173358147765798,470,-0.31860742576001005,474,0.0734028188721588,True,False,0,0.04028557112556502,False
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q2,up_first_1atr_1h,959,-0.02187632158768954,464,-0.013403756869577677,495,-0.02987880040911517,916,-0.0008131625883671112,452,0.009282387051380125,464,-0.010650777814889323,True,False,0,0.0008131625883671112,False
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q3,direction_1h_atr,787,0.04172099579279364,372,0.21510596510346172,415,-0.11240188595279091,827,-0.09969659132722095,414,-0.150191891909177,413,-0.04945529458808395,True,False,0,0.04172099579279364,False
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q3,up_first_1atr_1h,773,0.03432306678986524,366,0.044821228998144225,407,0.02477585424553952,811,-0.007068580720060724,404,0.002382360765565694,407,-0.016449091802858473,True,False,0,0.002382360765565694,False
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q4,direction_1h_atr,769,0.03579507611772038,382,0.22174431350131277,387,-0.14772744753861033,807,-0.012412554058601798,415,0.0996698235758566,392,-0.13300244452342358,True,False,0,0.012412554058601798,False
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q4,up_first_1atr_1h,758,-0.007925718909547963,377,0.005163882387716701,381,-0.020875380382073094,790,-0.04219009034249904,405,-0.05069794726523741,385,-0.033226908580675285,True,False,0,0.005163882387716701,False
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q5,direction_1h_atr,876,-0.09432786473174197,418,-0.07471909817263765,458,-0.11115559372936698,973,-0.2356179969089902,470,-0.31686191397464747,503,-0.15819997260836027,True,True,-1,0.07471909817263765,True
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q5,up_first_1atr_1h,852,0.02258142244340705,410,0.03066689073345008,442,0.015008991537500238,954,-0.010029699715425777,460,-0.008185869970551374,494,-0.011758902902143265,True,False,0,0.008185869970551374,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q1 & oi_change_1h_pct=Q1,direction_1h_atr,4,-0.026420786109339393,2,0.7419392866055798,2,-0.7949378824544849,8,-0.400905232988277,5,-0.4442627079189664,3,-0.3473808234640117,False,False,0,0.026420786109339393,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q1 & oi_change_1h_pct=Q1,up_first_1atr_1h,3,0.16929503746688118,2,0.5038376224407671,1,-0.4985656690959839,8,0.0046453526954756685,5,-0.0951423917096818,3,0.17110209574832902,False,False,0,0.0046453526954756685,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q1 & oi_change_1h_pct=Q2,direction_1h_atr,16,0.30314634810131474,9,0.778580937816369,7,-0.3122928720442457,12,-0.5160813633791893,10,-0.2801449573698389,2,-1.8066450049721048,False,False,0,0.2801449573698389,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q1 & oi_change_1h_pct=Q2,up_first_1atr_1h,16,0.12762837080021455,9,0.17050428910743376,7,0.07286290233258752,11,-0.0408091927590698,9,-0.1618090583763485,2,0.5044354290816624,False,False,0,0.0408091927590698,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q1 & oi_change_1h_pct=Q3,direction_1h_atr,20,-0.1484745454718885,12,-0.206717267682785,8,-0.0682835028287326,7,-0.7492175247576393,6,-2.0447480036598527,1,6.885440668253692,False,False,0,0.0682835028287326,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q1 & oi_change_1h_pct=Q3,up_first_1atr_1h,20,0.0026283708002145523,12,0.0871709557741005,8,-0.12356566909598388,6,0.1713120193621423,5,0.10485760829031815,1,0.5044354290816624,False,False,0,0.0026283708002145523,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q1 & oi_change_1h_pct=Q4,direction_1h_atr,10,1.3921672957895788,4,2.3449744950661713,6,0.761482817336932,5,-0.7574720723701222,3,0.4957762254093443,2,-2.6514753895902414,False,False,0,0.4957762254093443,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q1 & oi_change_1h_pct=Q4,up_first_1atr_1h,10,-0.09737162919978543,4,-0.24616237755923287,6,0.0014343309040161234,4,0.0046453526954756685,2,0.004857608290318172,2,0.00443542908166239,False,False,0,0.0014343309040161234,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q1 & oi_change_1h_pct=Q5,direction_1h_atr,5,-0.43462089315463787,2,-0.5601592951394334,3,-0.34640830409969225,7,0.8178139382854491,6,0.9602260899199685,1,-0.17518365192361576,False,False,0,0.17518365192361576,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q1 & oi_change_1h_pct=Q5,up_first_1atr_1h,5,-0.09737162919978543,2,-0.49616237755923287,3,0.16810099757068275,7,-0.06678321873309578,6,0.004857608290318172,1,-0.4955645709183376,False,False,0,0.004857608290318172,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q2 & oi_change_1h_pct=Q1,direction_1h_atr,77,-0.05516649805983771,37,-0.14509910321986397,40,0.02891654063940454,92,0.47813350865646387,54,0.7512372296618245,38,0.07809022421811998,False,False,0,0.02891654063940454,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q2 & oi_change_1h_pct=Q1,up_first_1atr_1h,76,0.0157862655370567,36,-0.05171793311478845,40,0.07643433090401608,85,0.03405711740135803,53,0.05202741961107288,32,0.00443542908166239,False,False,0,0.00443542908166239,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q2 & oi_change_1h_pct=Q2,direction_1h_atr,129,-0.036714482811786416,68,-0.13205022998688698,61,0.0677941750220096,118,-0.16332531970828723,56,-0.14460938261887055,62,-0.1778642375066795,False,False,0,0.036714482811786416,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q2 & oi_change_1h_pct=Q2,up_first_1atr_1h,127,-0.040678715813958655,68,-0.01086825991217405,59,-0.07483685553666186,117,0.0003718484219714102,56,-0.012999534566824678,61,0.012632150393137809,False,False,0,0.0003718484219714102,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q2 & oi_change_1h_pct=Q3,direction_1h_atr,153,0.32711367524377133,93,0.24655464985490702,60,0.4441055222190256,156,0.05433370563138759,92,-0.12427053744811739,64,0.2986741263107429,False,False,0,0.05433370563138759,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q2 & oi_change_1h_pct=Q3,up_first_1atr_1h,152,-0.04342426077873279,92,-0.02877107321140676,60,-0.06523233576265053,150,-0.06202131397119098,88,-0.07468784625513636,62,-0.04395166769253117,False,True,-1,0.02877107321140676,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q2 & oi_change_1h_pct=Q4,direction_1h_atr,135,-0.46311537614753345,70,-0.1661209662796489,65,-0.7841919207190144,126,0.11726195161740231,65,0.1763309451670069,61,0.05219758506572829,False,False,0,0.05219758506572829,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q2 & oi_change_1h_pct=Q4,up_first_1atr_1h,133,0.006387769296455181,69,0.025576752875549724,64,-0.014190669095983877,125,-0.03135464730452431,65,-0.04898854555583565,60,-0.012231237585004273,False,False,0,0.006387769296455181,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q2 & oi_change_1h_pct=Q5,direction_1h_atr,102,-0.07676292674005705,45,-0.5801617647673614,57,0.3234542973535725,96,-0.17970302095331192,48,-0.2008306900083494,48,-0.1588846880213021,False,False,0,0.07676292674005705,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q2 & oi_change_1h_pct=Q5,up_first_1atr_1h,101,-0.08153004504136963,44,-0.10979874119559652,57,-0.059969177867913726,93,-0.04374174407871789,46,-0.016881522144464423,47,-0.07003265602472059,False,True,-1,0.016881522144464423,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q3 & oi_change_1h_pct=Q1,direction_1h_atr,364,-0.03140960165815946,178,-0.061997577150978166,186,-0.0016907332969388483,384,-0.17347319529873279,199,-0.31521691548306463,185,-0.023404167353106138,False,True,-1,0.0016907332969388483,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q3 & oi_change_1h_pct=Q1,up_first_1atr_1h,352,0.0026283708002145523,175,-0.05616237755923287,177,0.06075636480232116,372,-0.054494432250760894,195,-0.07975777632506642,177,-0.026638017246021217,False,False,0,0.0026283708002145523,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q3 & oi_change_1h_pct=Q2,direction_1h_atr,492,-0.1389862123030253,260,-0.21889842780042976,232,-0.05127996405859984,496,0.14338916067658058,251,0.35661833216911587,245,-0.07604825894751234,False,False,0,0.05127996405859984,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q3 & oi_change_1h_pct=Q2,up_first_1atr_1h,484,0.019157296420049208,256,0.04290012244076713,228,-0.007337598920545307,491,0.028066941290180336,249,0.04301021873208527,242,0.012699891891579718,False,False,0,0.007337598920545307,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q3 & oi_change_1h_pct=Q3,direction_1h_atr,519,0.023463905043151496,268,-0.05538791615797483,251,0.10654888739874643,526,-0.056442960657102505,278,-0.2159159481044065,248,0.11866785823872886,True,False,0,0.023463905043151496,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q3 & oi_change_1h_pct=Q3,up_first_1atr_1h,506,-0.011205621294647083,261,0.009584748877548788,245,-0.03325954664700431,519,-0.011732296630150518,274,-0.05353655229362342,245,0.03504767397962161,True,False,0,0.009584748877548788,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q3 & oi_change_1h_pct=Q4,direction_1h_atr,522,-0.042437508146790925,267,0.12077163838839641,255,-0.21414443975319802,520,-0.011089825559161746,271,0.17542468693885555,249,-0.2168352275528315,True,False,0,0.011089825559161746,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q3 & oi_change_1h_pct=Q4,up_first_1atr_1h,514,-0.016826882118073372,264,-0.0075260139228692235,250,-0.0265656690959839,514,0.008536403279133242,268,0.03097701127539282,246,-0.01588977417037013,True,False,0,0.0075260139228692235,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q3 & oi_change_1h_pct=Q5,direction_1h_atr,479,-0.040813139425374116,256,-0.08579288092281276,223,0.008589284022914118,443,-0.19065004174229738,232,-0.23402852328743212,211,-0.14601481259281426,False,False,0,0.008589284022914118,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q3 & oi_change_1h_pct=Q5,up_first_1atr_1h,469,-0.024024081225371807,249,-0.06242743780019672,220,0.01961614908583431,436,0.011526086640429811,230,0.000509782203361675,206,0.02385290480981772,False,False,0,0.000509782203361675,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q4 & oi_change_1h_pct=Q1,direction_1h_atr,946,0.0008578095062495503,454,-0.007990729284276077,492,0.00994967592920154,1009,0.07553384166292793,511,0.09639085345443793,498,0.05310142738611152,True,False,0,0.0008578095062495503,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q4 & oi_change_1h_pct=Q1,up_first_1atr_1h,926,-0.0027711972343426594,444,0.006089874693019359,482,-0.011013801876066875,980,0.023012699634251177,498,0.030962025961000894,482,0.014808873065064843,True,False,0,0.0027711972343426594,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q4 & oi_change_1h_pct=Q2,direction_1h_atr,1119,0.06081112698119608,560,0.1391889949609793,559,-0.01788907751265229,1224,0.07380464917193554,602,0.13185502273205907,622,0.018200355643636673,True,False,0,0.01788907751265229,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q4 & oi_change_1h_pct=Q2,up_first_1atr_1h,1097,-0.0005621487986915419,552,0.0074608108465642475,545,-0.008657412215249904,1198,-0.008710239958948374,592,-0.008655905223195315,606,-0.008765891050350805,True,False,0,0.0005621487986915419,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q4 & oi_change_1h_pct=Q3,direction_1h_atr,1269,0.08675249736084165,646,0.023806132031396324,623,0.15134766509312803,1262,6.062836918208081e-05,636,0.010375522868085331,626,-0.011169959494836625,True,False,0,6.062836918208081e-05,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q4 & oi_change_1h_pct=Q3,up_first_1atr_1h,1240,0.00504772563892425,631,0.00463001546770847,609,0.005539421216003038,1235,0.00019191139992913442,625,-0.005542391709681849,610,0.006074773343957451,True,False,0,0.00019191139992913442,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q4 & oi_change_1h_pct=Q4,direction_1h_atr,1272,0.04992102650973112,589,0.14552547262330373,683,-0.03075138153750457,1277,-0.025276900406848723,627,0.15453656273797733,650,-0.198058930080835,True,False,0,0.025276900406848723,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q4 & oi_change_1h_pct=Q4,up_first_1atr_1h,1260,-0.0013398831680394019,585,-0.010692292089147404,675,0.006619516089201305,1255,-0.02364149989416575,613,-0.018796551579176146,642,-0.02827485129216939,True,False,0,0.0013398831680394019,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q4 & oi_change_1h_pct=Q5,direction_1h_atr,1136,0.0035981277806494266,580,-0.07866829357056127,556,0.08865289473610646,1077,-0.023815792512265718,527,-0.19159763693812878,550,0.13779636699400272,True,False,0,0.0035981277806494266,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q4 & oi_change_1h_pct=Q5,up_first_1atr_1h,1110,-0.01899325082140707,567,-0.01820823293842161,543,-0.019744306296720526,1059,-0.027932550987243898,519,-0.042348557412957344,540,-0.014083089436856155,True,True,-1,0.014083089436856155,True
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q1,direction_1h_atr,3029,-0.015205127811755134,1542,-0.02907981928855794,1487,-0.0014932796312861762,2988,-0.0559382934688931,1475,-0.08692330170966395,1513,-0.025346556378664405,True,True,-1,0.0014932796312861762,True
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q1,up_first_1atr_1h,2932,0.003651563160378235,1492,0.013221000456852927,1440,-0.006204557984872738,2906,0.00258065895838,1431,0.002411766221834588,1475,0.0027405138274251284,True,False,0,0.002411766221834588,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q2,direction_1h_atr,2340,-0.11333614125718355,1163,-0.293146257163845,1177,0.06434507918790841,2421,-0.162831292644754,1229,-0.20106699372130646,1192,-0.12457612954343714,True,False,0,0.06434507918790841,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q2,up_first_1atr_1h,2272,0.010550906011482175,1124,-0.0023901355663503154,1148,0.02321133438833667,2359,-0.013370755825083902,1197,-0.026470712511686867,1162,0.00013250309198942212,True,False,0,0.00013250309198942212,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q3,direction_1h_atr,2164,0.026384422509911513,1132,-0.020827852078922203,1032,0.07665481305213379,2173,-0.17106241045085618,1120,-0.05694177141508246,1053,-0.2945124885809153,True,False,0,0.020827852078922203,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q3,up_first_1atr_1h,2099,0.003342996812601362,1096,0.0011003961633948567,1003,0.005920871282879547,2126,-0.003350884369434981,1096,0.00941965208593859,1030,-0.016923794219308508,True,False,0,0.0011003961633948567,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q4,direction_1h_atr,2211,-0.12032774821932321,1056,-0.10854305466791324,1155,-0.13005660303204533,2232,0.07672105124859324,1130,-0.03699744982970615,1102,0.19231725077939157,True,False,0,0.03699744982970615,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q4,up_first_1atr_1h,2150,-0.009929768734669164,1028,-0.01172657989386322,1122,-0.008369590664611348,2182,-0.004520550145954205,1101,-0.012853563371807153,1081,0.003972894391560622,True,False,0,0.003972894391560622,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q5,direction_1h_atr,2566,0.02084547912873099,1236,0.009662473700361635,1330,0.032072820847032286,2420,-0.14301030861295735,1104,-0.14904337650642852,1316,-0.1338053304868837,True,False,0,0.009662473700361635,False
atr_slope_1bar_pct=Q5 & atr_slope_3bar_pct=Q5 & oi_change_1h_pct=Q5,up_first_1atr_1h,2501,-0.001170109807542341,1205,-0.009025448098651967,1296,0.006063960533645774,2344,-0.00985976675844924,1070,-0.010095662737719224,1274,-0.009693299332780292,True,False,0,0.001170109807542341,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q1 & oi_accel_5m_pctpt=Q1,direction_1h_atr,1485,-0.03396233646674643,823,-0.05657283661642533,662,-0.009422556267136319,1703,0.08404956551081656,866,0.13848138801515095,837,0.026464712917572394,True,False,0,0.009422556267136319,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q1 & oi_accel_5m_pctpt=Q1,up_first_1atr_1h,1415,-0.0005518412139197126,794,-0.004978498466033876,621,0.005460095799346254,1606,0.006513347714155626,824,0.020634307319444434,782,-0.008352294703503849,True,False,0,0.0005518412139197126,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q1 & oi_accel_5m_pctpt=Q2,direction_1h_atr,2570,-0.026533891343749803,1272,-0.11751758116371648,1298,0.06275137033976164,2475,0.08743190109752894,1255,0.03255064075961384,1220,0.14278524883854343,True,False,0,0.026533891343749803,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q1 & oi_accel_5m_pctpt=Q2,up_first_1atr_1h,2482,-0.025977592132903904,1225,-0.014529724498008378,1257,-0.03714959908802845,2388,0.015951885358792273,1211,0.025914585994694705,1177,0.005709855589733803,True,False,0,0.005709855589733803,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q1 & oi_accel_5m_pctpt=Q3,direction_1h_atr,3102,-0.04272509764269834,1644,0.00671415792473061,1458,-0.10041853724880628,2950,-0.01182594450349805,1536,-0.004156250200640935,1414,-0.022851762132603558,True,False,0,0.004156250200640935,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q1 & oi_accel_5m_pctpt=Q3,up_first_1atr_1h,3011,-0.010158078884275668,1591,-0.004647606974694851,1420,-0.016171302898800755,2866,-0.008962463075633864,1487,-0.010273528226157957,1379,-0.007529763086575436,True,True,-1,0.004647606974694851,True
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q1 & oi_accel_5m_pctpt=Q4,direction_1h_atr,2618,0.04786564389003601,1320,0.06600382457229151,1298,0.02902518170012721,2476,0.02142727739019431,1241,0.030851690410238462,1235,0.0115134433149323,True,True,1,0.0115134433149323,True
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q1 & oi_accel_5m_pctpt=Q4,up_first_1atr_1h,2527,-0.004296836956018124,1275,-0.0067506128533504905,1252,-0.0017605572748976006,2366,-0.00042649853022169726,1179,-0.0032000677062891114,1187,0.0023292791237853883,True,False,0,0.00042649853022169726,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q1 & oi_accel_5m_pctpt=Q5,direction_1h_atr,1523,0.06399369941131774,832,0.2071836978741535,691,-0.11143480833930608,1691,0.0034662113045389603,887,-0.07039370627966868,804,0.08178793510957365,True,False,0,0.0034662113045389603,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q1 & oi_accel_5m_pctpt=Q5,up_first_1atr_1h,1451,-0.007364737401025945,784,0.01786823468566512,667,-0.03679655365370499,1603,-0.001281035326982205,845,-0.00046783549666407076,758,-0.0021608769869391753,True,False,0,0.00046783549666407076,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q2 & oi_accel_5m_pctpt=Q1,direction_1h_atr,931,0.018341697821411505,471,0.058816746470230746,460,-0.02359380469694333,945,0.10985033763268724,493,-0.0024035390058993328,452,0.22946975230553565,True,False,0,0.0024035390058993328,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q2 & oi_accel_5m_pctpt=Q1,up_first_1atr_1h,898,0.010423471022931674,452,0.030386295007138853,446,-0.009776431427822418,906,0.014579127529912805,474,-0.026787961329934995,432,0.05999098463721797,True,False,0,0.009776431427822418,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q2 & oi_accel_5m_pctpt=Q2,direction_1h_atr,1069,0.10511676660335753,562,0.11817823799977745,507,0.0889591339011111,1047,-0.09730173401167612,520,-0.0493843346727886,527,-0.14452481999092956,True,False,0,0.0493843346727886,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q2 & oi_accel_5m_pctpt=Q2,up_first_1atr_1h,1046,0.0007163249111132308,553,0.008358418100803289,493,-0.007693458142637,1022,0.0007314583706224398,500,0.016857608290318182,522,-0.01472165904094297,True,False,0,0.0007163249111132308,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q2 & oi_accel_5m_pctpt=Q3,direction_1h_atr,1080,0.008013787332650908,563,-0.05215562547106409,517,0.07213124308451166,1048,0.013263161925983452,499,0.02597368148423098,549,0.00391849644635043,True,False,0,0.00391849644635043,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q2 & oi_accel_5m_pctpt=Q3,up_first_1atr_1h,1053,-0.008292806787629725,550,-0.023435104831960152,503,0.00839258140103405,1028,-0.005082273763668321,486,-0.007488070722027507,542,-0.0029446447190756286,True,False,0,0.0029446447190756286,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q2 & oi_accel_5m_pctpt=Q4,direction_1h_atr,1142,0.10334039432688183,552,0.07019971635438577,590,0.135093322452728,1146,0.010440497262420405,555,-0.0010058037271885104,591,0.0225640672782104,True,False,0,0.0010058037271885104,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q2 & oi_accel_5m_pctpt=Q4,up_first_1atr_1h,1112,0.02061398231100592,538,0.00755509455972625,574,0.03279321592143769,1119,0.015816040809863485,548,-0.004266479300922721,571,0.03508341507115453,True,False,0,0.004266479300922721,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q2 & oi_accel_5m_pctpt=Q5,direction_1h_atr,975,0.047325911077478335,494,0.0435226210906917,481,0.05069572489081863,920,0.054888733724967914,467,0.002478760012710274,453,0.10775479442234484,True,True,1,0.002478760012710274,True
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q2 & oi_accel_5m_pctpt=Q5,up_first_1atr_1h,933,-0.007553837131189511,467,-0.010081007109554063,466,-0.005003437336327243,888,-0.00098527793515496,454,-0.012763537084131193,434,0.01134787147797578,True,False,0,0.00098527793515496,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q1,direction_1h_atr,534,-0.1747368705078959,278,-0.21952100076068262,256,-0.12746700562099608,605,0.03807564051621302,318,0.09220002749377743,287,-0.025190107430489828,True,False,0,0.025190107430489828,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q1,up_first_1atr_1h,515,-0.023585221432795178,269,-0.0314783626893444,246,-0.01482583169760987,584,0.009782338996845497,308,0.024338127770837603,276,-0.006434136135728907,True,False,0,0.006434136135728907,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q2,direction_1h_atr,536,0.11039835114086782,255,0.012243480043970204,281,0.20061259091257388,563,0.12614012208918363,279,0.155085178591887,284,0.09788199927610206,True,True,1,0.012243480043970204,True
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q2,up_first_1atr_1h,528,-0.006841326169482409,251,-0.026042855646882246,277,0.010459601662138884,551,0.025516496071156303,271,0.014082700541240667,280,0.03657828622451953,True,False,0,0.006841326169482409,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q3,direction_1h_atr,514,-0.01427832691694518,284,0.2080859661482923,230,-0.2923013899870301,489,0.028526883987331553,270,-0.09316921204219722,219,0.1718164036466226,False,False,0,0.01427832691694518,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q3,up_first_1atr_1h,504,0.004612497784341529,277,0.012862893198889891,227,-0.005173598611402375,479,0.0015138286871249629,264,-0.03302117958846973,215,0.04397031280259267,False,False,0,0.0015138286871249629,False
atr_slope_1bar_pct=Q1 & atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q4,direction_1h_atr,540,0.030860426567535716,257,0.10495235698721603,283,-0.03529233286348146,537,0.18796426238476965,274,0.3078471732434851,263,0.06160172727808541,True,False,0,0.030860426567535716,False
